N	4gram	Voloshinov_1	Myshleni
1	видим таким образом что	1	3
2	мы видим таким образом	1	3
3	ответ на этот вопрос	1	2
4	одно и то же	1	2
5	не остается ничего другого	1	2
6	остается ничего другого как	1	2
7	одной и той же	1	2
8	или по крайней мере	1	1
9	дело в том что	1	1
10	последовательно и до конца	2	1
11	можно подразделить на две	1	1
12	так обстояло дело в	1	1
13	или во всяком случае	1	1
14	в то же время	5	1
15	в том что он	2	1
16	все больше и больше	1	1
17	как мы уже знаем	1	1
18	что в данном случае	1	1
19	в свою противоположность и	1	1
20	в том что в	1	1
21	того что мы знаем	1	1
