N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	24
2	так же как	1	12
3	до сих пор	2	5
4	точно так же	1	5
5	же как и	1	4
6	с другой стороны	3	4
7	не может быть	4	4
8	но все же	2	4
9	в этом случае	1	3
10	т е в	2	3
11	в данном случае	2	3
12	по сравнению с	1	3
13	как мы видели	1	3
14	о том что	1	2
15	говорит об этом	1	2
16	мы имеем в	1	2
17	то же самое	1	2
18	не только в	2	2
19	тем что он	1	2
20	так и в	1	2
21	на этот вопрос	1	2
22	потому что он	1	1
23	другими словами к	1	1
24	подобно тому как	3	1
25	в своей работе	1	1
26	он все же	1	1
27	тому что в	1	1
28	и относится к	1	1
29	и не может	2	1
30	в зависимости от	5	1
31	потому что у	1	1
32	героя а именно	1	1
33	независимо от того	1	1
34	тому как в	1	1
35	все те же	1	1
36	есть и др	1	1
37	может быть только	1	1
38	и в других	1	1
39	может быть и	1	1
40	и могут быть	1	1
41	в этой форме	2	1
42	мы видим и	1	1
43	то время как	1	1
44	а не только	1	1
45	не потому что	1	1
46	таким образом и	1	1
47	и в форме	1	1
48	видеть в нем	1	1
49	не могут быть	1	1
50	не только как	1	1
51	не в том	1	1
52	ощущается как недостаток	1	1
53	что мы видим	1	1
54	что же это	1	1
55	в этом рассказе	1	1
56	от того кто	1	1
57	как будто бы	1	1
58	но не для	1	1
59	в то время	1	1
60	между героем и	1	1
61	это и есть	1	1
62	но он не	1	1
63	у него есть	1	1
64	поэтому она и	1	1
65	она и не	1	1
66	но даже в	1	1
67	же это за	1	1
68	можно сказать что	1	1
69	он может быть	2	1
70	в большинстве случаев	2	1
71	к тому что	1	1
72	друг за другом	1	1
73	что и в	1	1
