N	2gram	Bakhtin_fo_1	VerxiiNi
1	и в	50	26
2	таким образом	11	22
3	с тем	3	18
4	в этом	25	15
5	вместе с	3	15
6	точки зрения	5	13
7	как бы	2	12
8	в том	9	11
9	из этих	1	10
10	не только	9	10
11	и с	4	10
12	может быть	11	10
13	связи с	6	9
14	так как	6	9
15	но и	8	9
16	что в	5	9
17	но не	5	8
18	главным образом	1	8
19	и у	5	8
20	с другой	2	8
21	и не	14	8
22	но в	10	7
23	связанные с	1	7
24	но все	5	7
25	из них	1	7
26	том что	4	7
27	потому что	4	7
28	в эпоху	1	7
29	с одной	3	7
30	то что	6	7
31	одной стороны	2	7
32	того же	8	6
33	все же	6	6
34	все эти	9	6
35	в себе	3	6
36	всяком случае	1	6
37	с точки	2	6
38	в отношении	3	6
39	к тому	3	6
40	так и	12	6
41	и т.д	1	6
42	о том	1	6
43	в конце	9	6
44	что и	3	6
45	и потому	3	6
46	все это	4	6
47	мы должны	2	6
48	во всяком	3	6
49	отношение к	2	5
50	сих пор	3	5
51	и к	2	5
52	тому же	2	5
53	в мире	1	5
54	лишь в	6	5
55	не имеет	4	5
56	того чтобы	5	5
57	никогда не	2	5
58	с другом	1	5
59	для того	5	5
60	образом в	1	5
61	в его	13	5
62	богов и	1	5
63	до сих	3	5
64	а не	3	5
65	к жизни	2	5
66	друг с	1	5
67	и для	4	5
68	так же	6	5
69	одной из	3	5
70	том числе	4	5
71	в котором	4	4
72	то же	11	4
73	в течение	2	4
74	в самом	8	4
75	в этой	1	4
76	и по	2	4
77	что все	2	4
78	то есть	33	4
79	с другими	3	4
80	он не	5	4
81	далеко не	2	4
82	попадает в	2	4
83	и тогда	1	4
84	в которых	2	4
85	в то	9	4
86	в нем	24	4
87	а в	3	4
88	числе и	2	4
89	что оно	1	4
90	и только	1	4
91	только в	4	4
92	не может	6	4
93	из которых	1	4
94	и от	1	4
95	в этих	3	4
96	во время	1	4
97	что он	1	4
98	же как	2	3
99	из всех	1	3
100	не вполне	1	3
101	в своем	4	3
102	и нет	2	3
103	и как	10	3
104	в которой	2	3
105	что это	1	3
106	и те	3	3
107	друг за	2	3
108	при этом	3	3
109	и при	1	3
110	оказывается что	2	3
111	если бы	5	3
112	как о	1	3
113	к концу	3	3
114	в других	9	3
115	но по	2	3
116	в народных	1	3
117	уже с	1	3
118	с самого	2	3
119	ясно что	2	3
120	в значительной	2	3
121	путь к	1	3
122	всякое бытие	1	3
123	того что	2	3
124	хотя бы	2	3
125	в качестве	3	3
126	так что	1	3
127	уже не	2	3
128	для него	2	3
129	в одном	3	3
130	к ним	2	3
131	и даже	2	3
132	с ней	1	3
133	в связи	5	3
134	в результате	6	3
135	у них	2	3
136	отношению к	5	3
137	и другие	5	3
138	к этому	3	3
139	в таком	3	3
140	всем и	1	2
141	одним из	1	2
142	связана с	1	2
143	и это	4	2
144	мы имеем	1	2
145	жизни по	2	2
146	бы например	1	2
147	такое положение	1	2
148	еще не	5	2
149	и на	8	2
150	с его	9	2
151	во всех	6	2
152	друг на	2	2
153	в новом	1	2
154	и наконец	1	2
155	византии и	1	2
156	ни один	1	2
157	на то	1	2
158	не могла	1	2
159	из этой	1	2
160	не к	2	2
161	не как	2	2
162	его от	2	2
163	его можно	1	2
164	связан с	1	2
165	те же	2	2
166	к другу	2	2
167	них не	1	2
168	в них	4	2
169	на друга	2	2
170	с идеей	1	2
171	которые в	1	2
172	не в	5	2
173	иной раз	1	2
174	вплоть до	1	2
175	самого начала	2	2
176	этими двумя	3	2
177	тогда когда	2	2
178	связан и	1	2
