N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	56
2	то есть	9	24
3	в романе	1	21
4	в его	2	18
5	таким образом	2	17
6	все эти	1	15
7	в этом	18	14
8	в том	12	13
9	так и	15	13
10	он был	2	12
11	в то	2	12
12	и его	4	12
13	то же	4	11
14	в них	1	11
15	в этих	2	11
16	и т.п	8	11
17	как бы	10	11
18	и до	2	10
19	мы уже	1	10
20	еще не	2	10
21	же время	2	10
22	в самом	6	9
23	и не	12	9
24	только в	4	9
25	но и	12	9
26	в сущности	4	8
27	во всех	4	8
28	не только	16	8
29	в нем	1	8
30	и их	2	8
31	и даже	9	8
32	все это	4	8
33	том что	12	8
34	и на	6	7
35	как мы	3	7
36	у него	4	7
37	в частности	16	7
38	той же	2	6
39	в ее	1	6
40	в этой	9	6
41	мертвых душ	1	6
42	но в	6	6
43	на его	3	6
44	точки зрения	4	6
45	языка и	2	6
46	вовсе не	2	6
47	мы видим	1	6
48	связи с	1	6
49	прежде всего	3	6
50	границы между	1	6
51	все они	1	6
52	и все	3	6
53	потому что	1	6
54	с ее	2	5
55	с его	1	5
56	но не	4	5
57	в пределах	9	5
58	он не	2	5
59	так сказать	1	5
60	роль в	2	5
61	такой же	1	5
62	в отношении	1	5
63	своего рода	12	5
64	никогда не	3	5
65	один из	2	5
66	ни с	2	5
67	как и	14	5
68	в результате	3	5
69	что в	2	5
70	и потому	1	4
71	они были	1	4
72	не был	3	4
73	за пределы	4	4
74	и к	5	4
75	в которой	1	4
76	в главе	1	4
77	в себе	7	4
78	при этом	10	4
79	что все	2	4
80	начала и	1	4
81	и ее	1	4
82	и более	1	4
83	даже в	2	4
84	одна из	1	4
85	по своей	1	4
86	и несколько	1	4
87	образы и	1	4
88	в совершенно	1	4
89	времени и	1	4
90	о том	7	4
91	с одной	5	4
92	в качестве	11	4
93	так как	1	4
94	в третьей	1	4
95	в эпизоде	10	4
96	в их	3	3
97	конечно и	1	3
98	в своем	4	3
99	перед нами	1	3
100	и наконец	1	3
101	его к	1	3
102	сливаются в	1	3
103	и всей	1	3
104	всех этих	1	3
105	первой части	1	3
106	характер в	1	3
107	слова и	1	3
108	не мог	3	3
109	не в	4	3
110	в таких	2	3
111	и эпизод	1	3
112	казалось бы	3	3
113	настоящего времени	1	3
114	во все	1	3
115	и о	1	3
116	характер и	1	3
117	в другом	1	3
118	в образе	1	3
119	и здесь	1	3
120	и т.д	3	3
121	все его	1	3
122	а также	7	3
123	времени в	4	3
124	это была	1	3
125	между тем	2	3
126	слов и	1	3
127	в литературе	1	3
128	одной из	3	3
129	так что	3	3
130	уже не	4	3
131	что и	3	3
132	может быть	6	3
133	здесь в	2	3
134	еще и	1	3
135	более того	1	3
136	сказать что	2	3
137	к его	2	3
138	в первой	3	3
139	в связи	1	3
140	бы в	3	3
141	то что	7	3
142	речи и	2	3
143	также и	1	2
144	связь этих	1	2
145	и то	3	2
146	самом деле	1	2
147	персонажей в	2	2
148	по преимуществу	4	2
149	на две	3	2
150	действительности и	1	2
151	их и	1	2
152	почти все	1	2
153	взгляде на	1	2
154	с другой	6	2
155	совсем не	1	2
156	почти до	1	2
157	себе и	1	2
158	в центре	3	2
159	все остальные	1	2
160	хотя и	4	2
161	когда он	1	2
162	и как	1	2
163	в действительности	3	2
164	бы и	1	2
165	в нашем	3	2
166	еще один	1	2
167	с их	2	2
168	смеха в	1	2
169	и те	1	2
170	что она	2	2
171	не как	1	2
172	картины мира	2	2
173	и такие	1	2
174	так например	2	2
175	в мире	6	2
176	его в	2	2
177	в речевом	2	2
178	ни в	1	2
179	он и	2	2
180	несмотря на	3	2
181	или менее	1	2
182	для него	4	2
183	и при	1	2
184	в своей	2	2
185	в котором	2	2
186	с точки	2	2
187	если бы	3	2
188	и эти	1	2
189	на котором	2	2
190	о них	1	2
191	дело не	2	2
192	с одним	1	2
193	что на	3	2
194	ни о	3	2
195	начиная с	1	2
196	похож на	1	2
197	той или	3	2
198	существенное значение	1	2
199	данном случае	5	2
200	только не	4	2
201	и сам	3	2
202	с собой	1	2
203	в борьбе	2	2
204	две части	1	2
205	с ним	2	2
206	мире в	1	2
207	можно сказать	4	2
208	в значительной	2	2
209	и во	2	2
210	к нему	1	2
211	грань между	2	2
212	при взгляде	1	2
213	появляется и	1	2
214	не тот	1	2
215	было бы	3	2
216	это не	1	2
217	уже в	1	2
218	только на	3	2
219	в известном	1	2
220	из них	3	2
221	в одном	2	2
222	к ним	1	2
223	как раз	4	2
224	связан с	1	2
225	далеко не	1	2
226	романа в	3	2
227	нового времени	1	2
228	говорит о	5	2
229	одной стороны	4	2
230	языка в	1	2
231	его как	2	2
232	не может	4	2
233	о себе	2	2
234	вместе с	2	2
235	так же	2	2
236	в данном	8	2
237	однако эти	1	2
238	а не	10	2
239	хотя он	1	2
240	в речи	3	2
241	он взял	1	2
242	далеко за	1	2
243	с этой	1	2
244	но это	1	2
245	и для	2	2
246	которых он	1	2
247	себя на	1	2
248	в эту	3	2
249	а в	3	2
250	это в	1	2
251	другой стороны	2	2
252	более или	1	2
253	к этому	2	2
254	как известно	1	1
255	речь идет	2	1
256	слова которые	1	1
257	с жизнью	1	1
258	того же	4	1
259	сил и	1	1
260	идет о	1	1
261	между всеми	1	1
262	в приведенном	1	1
263	перед лицом	2	1
264	тем же	1	1
265	этого в	1	1
266	включая и	2	1
267	а как	2	1
268	и себя	1	1
269	с более	1	1
270	из своих	2	1
271	сущности это	1	1
272	со смертью	3	1
273	и такой	1	1
274	между этими	1	1
275	ему в	3	1
276	целого в	2	1
277	сознания отсутствие	1	1
278	на последнем	1	1
279	к своему	2	1
280	собой в	2	1
281	отмечали что	1	1
282	оно ни	1	1
283	в чем	1	1
284	там и	1	1
285	сказать и	1	1
286	как у	1	1
287	то он	1	1
288	о смерти	1	1
289	но когда	1	1
290	отвлеченной мысли	2	1
291	по отношению	4	1
292	и речи	1	1
293	себя в	2	1
294	как в	4	1
295	из уст	1	1
296	для всех	2	1
297	стороны и	1	1
298	на человека	1	1
299	этом контексте	2	1
300	и ограниченного	1	1
301	говорит не	1	1
302	всего романа	1	1
303	он в	4	1
304	из этих	1	1
305	и действительное	1	1
306	исключение составляют	1	1
307	тому же	4	1
308	но ведь	1	1
309	лица и	1	1
310	как он	1	1
311	но на	1	1
312	можно лишь	1	1
313	жизнью и	2	1
314	вообще не	2	1
315	по словам	1	1
316	не следует	2	1
317	всех остальных	1	1
318	а скорее	1	1
319	и писать	1	1
320	ключ к	3	1
321	состоит в	8	1
322	к одному	1	1
323	не к	1	1
324	свое время	1	1
325	подобно тому	3	1
326	что ни	1	1
327	без исключения	1	1
328	о таком	1	1
329	можно было	3	1
330	по-видимому не	1	1
331	же не	2	1
332	деталей в	1	1
333	этого глубинного	1	1
334	те же	2	1
335	из самой	1	1
336	на этой	2	1
337	лишь в	9	1
338	это было	2	1
339	заключается в	1	1
340	этом смысле	2	1
341	свидетелем которой	1	1
342	реалистического романа	1	1
343	и смерти	4	1
344	только одно	1	1
345	и романа	2	1
346	место и	1	1
347	словами в	1	1
348	со своими	1	1
349	его и	1	1
350	и некоторых	1	1
351	наконец особое	1	1
352	автора и	3	1
353	она была	1	1
354	обратимся к	1	1
355	в один	4	1
356	являются наиболее	1	1
357	и частей	1	1
358	формы нос	1	1
359	известной степени	1	1
360	место в	3	1
361	самого героя	1	1
362	то его	1	1
363	в отличие	2	1
364	стилизации и	1	1
365	и временных	1	1
366	и собственными	1	1
367	которые в	1	1
368	речи в	2	1
369	его до	1	1
370	том же	1	1
371	не любит	4	1
372	и вся	1	1
373	тому что	1	1
374	таких случаях	1	1
375	до известной	1	1
376	не имеет	2	1
377	тогда когда	1	1
378	и сама	1	1
379	было не	1	1
380	синтаксической конструкции	1	1
381	с иными	1	1
382	он с	1	1
383	смысл его	1	1
384	на меня	1	1
385	только и	1	1
386	слова как	1	1
387	рассуждение об	1	1
388	которые и	2	1
389	эпизода с	1	1
390	на левом	1	1
391	за исключением	1	1
392	и является	4	1
393	это слово	1	1
394	даже из	1	1
395	смысл этой	1	1
396	как будто	3	1
397	этом отношении	3	1
398	с другом	1	1
399	и далее	1	1
400	мы узнаем	2	1
401	могут быть	10	1
402	его за	1	1
403	же самое	1	1
404	к тому	7	1
405	при описании	2	1
406	но одновременно	1	1
407	выросший на	1	1
408	части романа	1	1
409	в полной	1	1
410	имеет место	4	1
411	одной пятой	1	1
412	если же	1	1
413	и он	2	1
414	например он	1	1
415	а затем	2	1
416	в виду	1	1
417	но при	1	1
418	и сами	1	1
419	таит в	1	1
420	только то	1	1
421	в себя	4	1
422	но мы	1	1
423	и самого	1	1
424	особенно в	7	1
425	к анализу	1	1
426	однако ж	2	1
427	неразрывное единство	1	1
428	еще в	2	1
429	это только	2	1
430	или иной	3	1
431	в глубине	1	1
432	строго говоря	2	1
433	автора к	1	1
434	по смыслу	1	1
435	был поражен	1	1
436	но к	1	1
437	на вопрос	1	1
438	и что	1	1
439	это первый	1	1
440	что его	1	1
441	для нас	1	1
442	и мира	1	1
443	на всех	2	1
444	места и	1	1
445	на протяжении	2	1
446	том или	2	1
447	от них	1	1
448	борьба с	3	1
449	непосредственно в	1	1
450	этом ряду	1	1
451	даже для	1	1
452	как правило	4	1
453	в которую	1	1
454	и всего	1	1
455	мог найти	1	1
456	известном смысле	1	1
457	правило не	2	1
458	оно и	1	1
459	явления как	1	1
460	и одновременно	3	1
461	тот же	1	1
462	дело с	1	1
463	что даже	1	1
464	т.д в	1	1
465	во времени	2	1
466	и тем	4	1
467	времени как	2	1
468	близки к	1	1
469	этой системе	2	1
470	со своим	3	1
471	носит в	1	1
472	вопроса о	1	1
473	в начале	1	1
474	и повсюду	1	1
475	не одного	1	1
476	центре событий	1	1
477	или даже	2	1
478	у того	1	1
479	за ним	1	1
480	одно из	2	1
481	романного диалога	1	1
482	слова в	1	1
483	как его	1	1
484	только с	1	1
485	каждый из	1	1
486	отличие от	2	1
487	тем что	3	1
488	или ином	2	1
489	характерны для	1	1
490	где в	1	1
491	рост и	1	1
492	того что	2	1
493	и из	1	1
494	мы привыкли	1	1
