N	2gram	Trubetskoy_1	Mirosoze
1	может быть	10	30
2	не только	10	29
3	и в	26	28
4	не может	4	28
5	но и	9	25
6	а не	5	25
7	он не	4	24
8	в этом	15	20
9	не было	2	18
10	у него	1	17
11	не в	2	16
12	потому что	7	16
13	в ней	1	15
14	в своей	1	15
15	человека и	1	14
16	и есть	1	14
17	никогда не	5	14
18	человека в	1	13
19	в нем	4	13
20	и это	2	12
21	в самом	4	11
22	для него	3	11
23	и не	8	11
24	в своем	3	10
25	было бы	1	10
26	бога и	4	10
27	что в	9	10
28	в мире	5	10
29	прежде всего	2	10
30	что он	4	10
31	и потому	6	10
32	и все	2	10
33	с тем	18	9
34	и его	1	9
35	не есть	1	9
36	в его	5	9
37	в котором	4	8
38	но не	8	8
39	не был	1	7
40	но в	7	7
41	в себе	6	7
42	в конце	6	7
43	в самой	2	7
44	любви к	1	7
45	к нему	7	7
46	того что	3	7
47	бог и	1	7
48	нет ничего	1	7
49	и на	2	6
50	он сам	1	6
51	в которой	3	6
52	лишь в	5	6
53	в этой	4	6
54	все в	1	6
55	только в	4	6
56	вместе с	15	6
57	человек должен	2	6
58	все это	6	6
59	в том	11	6
60	если он	1	5
61	от нее	1	5
62	это не	1	5
63	в самую	1	5
64	как и	1	5
65	у нас	1	5
66	не могут	2	5
67	добра и	2	5
68	то что	7	5
69	мира и	1	5
70	и зла	1	5
71	смысле слова	1	4
72	отношения к	1	4
73	или к	1	4
74	это и	1	4
75	и этот	1	4
76	есть не	1	4
77	отношение к	5	4
78	чем у	1	4
79	не к	2	4
80	не как	2	4
81	и по	4	4
82	должен был	4	4
83	в них	2	4
84	в этих	4	4
85	точки зрения	13	4
86	в их	1	4
87	в которых	4	4
88	к концу	3	4
89	что и	6	4
90	один из	2	4
91	уже не	3	4
92	уже в	2	4
93	ни с	1	4
94	а в	4	4
95	тем что	1	4
96	и вместе	4	4
97	нет в	1	4
98	новой истории	1	4
99	человек есть	1	4
100	с этой	3	4
101	на пути	2	4
102	которых он	1	4
103	вряд ли	1	3
104	его не	2	3
105	с его	2	3
106	к богу	3	3
107	природы это	1	3
108	с этим	1	3
