N	2gram	Tiupa_Narr_2	Vladivir
1	и в	13	40
2	то что	8	28
3	не только	26	25
4	и не	14	25
5	у него	6	24
6	то есть	9	24
7	том что	13	18
8	в том	14	18
9	но и	15	18
10	также и	1	17
11	что в	4	17
12	в этом	13	16
13	в его	6	14
14	так что	1	14
15	не может	8	14
16	в виде	2	13
17	точки зрения	5	13
18	вовсе не	2	13
19	только в	11	13
20	в конце	4	12
21	а именно	1	12
22	сказать что	3	12
23	едва ли	3	11
24	никогда не	6	11
25	потому что	2	11
26	таким образом	5	11
27	о том	5	11
28	не просто	1	10
29	ни в	1	10
30	тем не	5	10
31	и его	3	10
32	прежде всего	6	10
33	как раз	3	10
34	и потому	1	10
35	уже не	4	9
36	что это	4	9
37	в себе	8	9
38	и с	1	9
39	в своей	4	9
40	не менее	4	9
41	есть только	1	9
42	что же	1	9
43	как мы	1	8
44	в своем	6	8
45	в этой	4	8
46	он не	5	8
47	и что	2	8
48	а также	6	8
49	раз и	1	8
50	для него	4	8
51	может быть	10	8
52	а не	17	8
53	так же	2	8
54	же с	1	7
55	хотя и	5	7
56	и как	1	7
57	что все	1	7
58	как и	4	7
59	несмотря на	2	7
60	в то	5	7
61	что и	2	7
62	того что	6	7
63	вместе с	1	7
64	к тому	9	7
65	а в	9	7
66	в своих	2	7
67	то в	1	6
68	не будет	2	6
69	не мог	1	6
70	с точки	2	6
71	иной раз	1	6
72	и от	1	6
73	так и	9	6
74	об этом	4	6
75	и здесь	2	6
76	и даже	3	6
77	если не	2	6
78	xix века	1	6
79	да и	3	6
80	но это	2	6
81	хотя бы	2	6
82	отношения к	1	5
83	в ней	2	5
84	отнюдь не	4	5
85	более или	1	5
86	все эти	3	5
87	тому же	4	5
88	можно было	2	5
89	должно быть	1	5
90	или менее	1	5
91	в отношении	1	5
92	тем что	1	5
93	для нас	2	5
94	ничего не	6	5
95	эти три	1	5
96	у нас	2	5
97	для себя	3	5
98	еще в	1	5
99	с другой	5	5
100	что он	5	5
101	только на	2	5
102	в одном	1	5
103	не говорит	1	5
104	в данном	10	5
105	в самом	2	4
106	то же	4	4
107	и о	1	4
108	вопрос о	1	4
109	еще не	2	4
110	но не	3	4
111	все же	6	4
112	но в	6	4
113	бы и	1	4
114	на то	2	4
115	есть все	1	4
116	было бы	2	4
117	в котором	5	4
118	тому что	3	4
119	не имеет	2	4
120	в каком	1	4
121	то время	1	4
122	не с	1	4
123	никак не	3	4
124	утверждает что	1	4
125	по мнению	1	4
126	а с	2	4
127	говорит о	2	4
128	однако и	1	4
129	и все	4	4
130	как это	4	4
131	в течение	2	4
132	такого рода	12	4
133	поскольку он	1	4
134	в результате	2	4
135	мы должны	1	4
136	точно так	2	4
137	же как	2	3
138	на самом	2	3
139	мы имеем	3	3
140	я не	5	3
141	здесь не	2	3
142	в чем	2	3
143	не все	2	3
144	отличие от	5	3
145	за пределы	1	3
146	перед нами	4	3
147	не удалось	1	3
148	и у	4	3
149	из этих	2	3
150	поскольку в	1	3
151	с их	1	3
152	в нем	5	3
153	при этом	14	3
154	является не	1	3
155	в качестве	14	3
156	это было	1	3
157	это не	3	3
158	этом смысле	1	3
159	далеко не	5	3
160	в я	1	3
161	не столько	5	3
162	в отличие	5	3
163	не в	8	3
164	что есть	1	3
165	того чтобы	3	3
166	и притом	1	3
167	тех кто	1	3
168	сводится к	9	3
169	все то	2	3
170	оно не	2	3
171	в виду	1	3
172	жизнь и	1	3
173	если бы	4	3
174	к нему	1	3
175	говорит в	1	3
176	как нечто	1	3
177	и тем	5	3
178	с одной	5	3
179	и чисто	1	3
180	всяком случае	1	3
181	конце жизни	1	3
182	церкви и	2	3
183	даже не	1	3
184	именно в	2	3
185	но о	1	3
186	в связи	1	3
187	как именно	1	3
188	одной стороны	5	3
189	как бы	6	3
190	же самое	1	3
191	но для	2	3
192	и для	3	3
193	собственно говоря	2	3
194	или не	1	3
195	же в	4	3
196	ее в	1	3
197	как на	2	3
198	в таком	3	3
199	во всяком	1	3
200	не имел	1	2
201	не иначе	1	2
202	по преимуществу	1	2
203	должна быть	2	2
204	с таким	2	2
205	по его	2	2
206	есть не	1	2
207	мы не	2	2
208	время как	1	2
209	не вполне	2	2
210	на себя	1	2
211	мы и	1	2
212	это время	1	2
213	он сам	2	2
214	быть в	1	2
215	истории в	4	2
216	в юности	1	2
217	данном случае	6	2
218	а тем	1	2
219	могло быть	1	2
220	в сторону	1	2
221	себе и	2	2
222	природа в	1	2
223	в настоящем	2	2
224	как говорит	1	2
225	что касается	1	2
226	и наконец	1	2
227	и к	6	2
228	в которой	1	2
229	в целом	3	2
230	так или	1	2
231	можно не	1	2
232	в нашем	2	2
233	что она	2	2
234	если они	1	2
235	не к	4	2
236	в силу	4	2
237	и по	3	2
238	что является	1	2
239	в другом	4	2
240	должен был	2	2
241	в жизни	6	2
242	в это	1	2
243	но уже	1	2
244	таком случае	1	2
245	с такой	1	2
246	на первый	1	2
247	в этих	1	2
248	и сейчас	1	2
249	разума а	1	2
250	все и	1	2
251	и более	2	2
252	можно ли	1	2
253	и такого	2	2
254	тем самым	5	2
255	как можно	1	2
256	она не	1	2
257	на него	5	2
258	но что	1	2
259	иметь в	1	2
260	же время	3	2
261	по своей	3	2
262	связи с	1	2
263	может показаться	1	2
264	не могут	1	2
265	и вполне	1	2
266	той или	3	2
267	бы это	1	2
268	не существует	1	2
269	всей своей	2	2
270	роль в	2	2
271	в мире	4	2
272	здесь нет	1	2
273	во многом	1	2
274	к первому	1	2
275	возможна только	1	2
276	но мы	1	2
277	бы в	2	2
278	я вижу	1	2
279	другого для	1	2
280	быть и	1	2
281	но с	1	2
282	одной из	1	2
283	в какой	4	2
284	и так	1	2
285	он уже	1	2
286	мы будем	1	2
287	не можем	1	2
288	то и	3	2
