N	3gram	Losev_Vlad_3	FransuaR
1	о том что	8	5
2	то же время	2	5
3	в то же	3	5
4	в самом деле	1	4
5	с одной стороны	3	4
6	все то что	1	4
7	на первый план	2	3
8	в этом отношении	2	3
9	до сих пор	1	3
10	сказать что в	1	2
11	не только с	1	2
12	одной стороны и	2	2
13	с точки зрения	6	2
14	но уже в	1	2
15	и вовсе не	1	2
16	и то что	4	2
17	в данном случае	2	2
18	а также и	6	2
19	с другой стороны	2	2
20	в том что	10	2
21	в основе своей	1	1
22	по этому вопросу	1	1
23	том что в	3	1
24	ровно ничего не	1	1
25	как раз на	1	1
26	дело в том	5	1
27	из этих трех	2	1
28	более или менее	5	1
29	и так сказать	1	1
30	в настоящее время	3	1
31	и никак не	1	1
32	свидетельствует о том	2	1
33	о том как	1	1
34	о том почему	1	1
35	что же касается	5	1
36	и не только	1	1
37	как это было	1	1
38	именно то что	1	1
39	в строгом смысле	1	1
40	у него в	4	1
41	на самом же	2	1
42	а так как	1	1
43	в себе и	2	1
44	можно предполагать что	1	1
45	также и все	1	1
46	и даже в	1	1
47	на первом плане	3	1
48	он не мог	1	1
49	никогда не был	4	1
50	мы не будем	1	1
51	вместе с тем	6	1
52	то в чем	2	1
53	говорить об этих	1	1
54	не подлежит никакому	1	1
55	сам по себе	2	1
56	только то что	1	1
57	в этой области	1	1
58	эти труды были	1	1
59	в дальнейшем на	1	1
60	подлежит никакому сомнению	1	1
61	в его время	1	1
62	в конце концов	5	1
63	него и в	1	1
64	мы видим что	1	1
65	притом не только	1	1
66	и потому не	1	1
67	все же не	1	1
68	в связи с	2	1
69	то что он	1	1
70	если они не	1	1
71	для того чтобы	1	1
72	в самом себе	1	1
73	не может быть	6	1
74	потому что они	1	1
75	если мы будем	1	1
76	в то время	4	1
77	из самых существенных	1	1
78	себе в своем	1	1
79	заключается в том	1	1
80	к которому принадлежал	1	1
81	не только в	1	1
82	той или иной	1	1
83	а с другой	2	1
84	самом же деле	2	1
85	том что он	1	1
86	нечего и говорить	1	1
87	что и в	3	1
