N	3gram	Propp_Russ_1	Problema
1	в настоящее время	3	16
2	о том что	4	14
3	тем не менее	3	12
4	в таком случае	1	10
5	во всяком случае	1	10
6	в этом случае	5	7
7	и т д	9	6
8	в данном случае	1	5
9	в связи с	4	5
10	как будто бы	1	5
11	на то что	1	4
12	в том что	15	4
13	что иное как	2	3
14	точно так же	1	3
15	и в этом	1	3
16	можно сказать что	1	3
17	не что иное	2	3
18	только тогда когда	1	3
19	том что в	6	2
20	на самом деле	1	2
21	всяком случае не	1	2
22	в советской науке	1	2
23	никак не может	1	2
24	можно говорить о	1	2
25	можно было бы	1	2
26	может быть и	2	2
27	и многие другие	2	2
28	не только в	1	2
29	имеет ничего общего	1	2
30	ничего не знает	1	2
31	по содержанию своему	1	2
32	друг к другу	2	2
33	не имеет ничего	1	2
34	ничего общего с	1	2
35	вопрос о том	1	2
36	подобно тому как	1	2
37	по этому поводу	2	2
38	и один из	1	1
39	и все другие	1	1
40	в нашей стране	1	1
41	что в истории	1	1
42	что в этом	2	1
43	между прочим в	1	1
44	только потому что	1	1
45	иметь в виду	1	1
46	и н г	1	1
47	же как и	1	1
48	том что это	1	1
49	и не только	1	1
50	или может быть	1	1
51	которые фигурируют в	1	1
52	или совсем не	1	1
53	на самом же	1	1
54	в этом отношении	1	1
55	что не только	1	1
56	в собственном смысле	1	1
57	но это не	2	1
58	как мы уже	1	1
59	вместе с тем	6	1
60	не может считаться	1	1
61	и в своем	1	1
62	этого видно что	1	1
63	так же как	1	1
64	здесь мы имеем	1	1
65	но оно в	1	1
66	но вместе с	1	1
67	этом случае он	1	1
68	только о том	1	1
69	самом же деле	1	1
70	потому что они	1	1
71	как мы еще	1	1
72	не отличается ни	1	1
73	но тем не	2	1
74	мы не можем	3	1
75	не потому что	1	1
76	для нас не	1	1
77	в то время	1	1
78	об этом мы	1	1
79	к выводу что	2	1
80	мы не будем	2	1
81	ни одна из	1	1
82	не только на	2	1
83	но все же	2	1
84	в этих случаях	1	1
85	можно судить по	1	1
86	в свете того	1	1
87	во многих отношениях	1	1
88	которую можно назвать	1	1
