N	2gram	Potebnia_M_1	FransuaR
1	и в	39	41
2	то есть	42	24
3	во всех	5	17
4	таким образом	13	17
5	в нем	20	16
6	и с	3	16
7	тела и	1	15
8	тела в	1	13
9	и его	5	13
10	но и	20	13
11	в этом	15	12
12	как мы	2	12
13	все эти	1	11
14	все это	1	11
15	в самом	3	10
16	не только	21	10
17	так как	21	10
18	прежде всего	4	10
19	то что	10	10
20	и на	1	9
21	во время	1	9
22	о том	2	9
23	и все	3	9
24	в сущности	2	8
25	но в	9	8
26	в этой	3	8
27	никогда не	4	8
28	в них	3	7
29	как и	9	7
30	том что	16	7
31	и миром	2	7
32	в его	5	7
33	вовсе не	5	7
34	у него	1	7
35	как бы	6	7
36	что в	22	7
37	например в	1	6
38	в то	4	6
39	в образе	1	6
40	один из	1	6
41	мы видим	4	6
42	вместе с	8	6
43	или в	2	6
44	сказать что	3	6
45	что он	1	6
46	с его	1	5
47	в ее	1	5
48	в своем	3	5
49	что это	3	5
50	в себе	13	5
51	то же	6	5
52	той же	3	5
53	рядом с	1	5
54	еще в	1	5
55	но он	2	5
56	во всем	4	5
57	тем что	9	5
58	все то	2	5
59	так и	13	5
60	и что	10	5
61	же время	4	5
62	из них	1	5
63	в одном	8	5
64	там где	4	5
65	между собою	6	5
66	так же	5	5
67	одним из	2	4
68	того же	3	4
69	самом деле	1	4
70	в ней	7	4
71	как в	10	4
72	и как	6	4
73	та же	1	4
74	в другом	1	4
75	не в	15	4
76	даже в	1	4
77	того чтобы	2	4
78	все же	6	4
79	у нас	2	4
80	телесной жизни	1	4
81	роль в	1	4
82	и вообще	3	4
83	с ним	3	4
84	с одной	3	4
85	уже в	1	4
86	в результате	1	4
87	в котором	1	4
88	и даже	4	4
89	с другой	7	4
90	именно в	1	4
91	одной стороны	3	4
92	более того	1	4
93	и от	3	4
94	о котором	3	4
95	а в	5	4
96	не может	22	4
97	из этого	2	4
98	все что	2	4
99	как во	2	3
100	они были	1	3
101	людей в	1	3
102	в чем	1	3
103	мы будем	2	3
104	в одной	1	3
105	с этим	7	3
106	перед нами	1	3
107	чувство неудовольствия	1	3
108	в первом	5	3
109	при этом	6	3
110	на все	2	3
111	с другими	1	3
112	органы и	1	3
113	было бы	12	3
114	весь мир	1	3
115	и их	3	3
116	нас не	1	3
117	к этим	1	3
118	потому что	52	3
119	этом отношении	1	3
120	в духе	1	3
121	есть только	11	3
122	народа и	2	3
123	те же	1	3
124	никак не	2	3
125	до сих	1	3
126	к нему	1	3
127	во втором	5	3
128	человеческого рода	1	3
129	тело и	1	3
130	того что	8	3
131	мы увидим	3	3
132	только в	25	3
133	поэтому и	1	3
134	в начале	2	3
135	есть в	2	3
136	до того	1	3
137	что не	10	3
138	но оно	3	3
139	не были	2	3
140	в данном	1	3
141	и не	18	3
142	с этой	2	3
143	сих пор	1	3
144	но это	5	3
145	истории но	1	3
146	не мог	3	3
147	и для	5	3
148	между ними	1	3
149	первом случае	1	3
150	жизни и	2	3
151	они не	1	3
152	если б	2	2
153	и то	3	2
154	с точки	3	2
155	должна быть	3	2
156	мы не	10	2
157	тела с	1	2
158	есть нечто	4	2
159	но уже	2	2
160	из того	2	2
161	природы и	1	2
162	но не	8	2
163	то он	2	2
164	за пределы	2	2
165	что они	1	2
166	в истории	7	2
167	точки зрения	8	2
168	что именно	2	2
169	дает нам	1	2
170	стороны и	2	2
171	хотя и	3	2
172	удовольствия и	4	2
173	он в	1	2
174	как он	1	2
175	так сказать	2	2
176	на его	1	2
177	он не	3	2
178	на этом	1	2
179	что все	3	2
180	лишь в	1	2
181	это было	1	2
182	заключается в	3	2
183	мы видели	4	2
184	только во	1	2
185	в развитии	1	2
186	одного и	2	2
187	был бы	1	2
188	из этих	4	2
189	но если	2	2
190	в своей	3	2
191	они уже	1	2
192	мы находим	1	2
193	их в	1	2
194	для этого	2	2
195	в таких	2	2
196	тогда когда	9	2
