N	4gram	Vinokur_Ku_1	Istorich
1	т д и т	2	1
2	только для того чтобы	1	1
3	вот пример уже не	1	1
4	и т д по	1	1
5	и вместе с тем	1	1
6	с этой точки зрения	1	1
7	никак не может быть	1	1
8	состоит в том что	3	1
9	не в том чтобы	3	1
10	но дело не в	1	1
11	состоит не в том	1	1
12	свидетельствует о том что	1	1
13	внимание только на те	1	1
14	д и т д	2	1
15	точно так же как	1	1
16	несколько случаев в которых	1	1
17	и т д и	2	1
18	и т д убеждают	1	1
19	и т д все	1	1
20	стоит в связи с	1	1
21	по мере того как	3	1
22	целое в свою очередь	1	1
23	во всех этих случаях	1	1
24	в то же время	2	1
25	и потому что он	1	1
