N	2gram	Bakhtin_Fr_8	Myslijsy
1	потому что	6	49
2	для нас	1	31
3	то есть	24	30
4	и в	56	24
5	может быть	3	23
6	то что	3	20
7	и не	9	19
8	в том	13	18
9	а не	2	18
10	что в	5	16
11	не только	8	15
12	того же	1	14
13	при этом	4	13
14	в слове	2	13
15	не в	3	13
16	было бы	2	13
17	то же	11	12
18	но не	5	12
19	мы можем	1	12
20	не может	2	12
21	мы не	2	11
22	таким образом	17	11
23	вместе с	2	11
24	если бы	2	11
25	что и	3	11
26	только в	9	11
27	как в	1	10
28	в себе	4	10
29	для него	2	10
30	тогда когда	1	10
31	так что	3	10
32	так как	4	10
33	независимо от	1	9
34	в нем	8	9
35	вовсе не	6	9
36	но и	9	9
37	как бы	11	9
38	и на	7	8
39	в этом	14	8
40	более или	2	8
41	том что	8	8
42	или менее	2	8
43	могут быть	1	8
44	под влиянием	1	8
45	а в	2	8
46	в чем	1	7
47	во всех	8	7
48	как и	5	7
49	между собою	2	7
50	того как	2	7
51	или же	1	7
52	не могут	1	7
53	прежде всего	6	7
54	тем что	1	7
55	того что	1	7
56	и как	2	6
57	одного и	1	6
58	в то	12	6
59	не имеет	1	6
60	связи с	6	6
61	между тем	3	6
62	и только	1	6
63	на другие	1	6
64	не можем	1	6
65	в одном	2	6
66	с другой	2	6
67	не было	5	6
68	в ряду	1	6
69	этого слова	1	6
70	только как	1	6
71	по поводу	1	6
72	что они	2	5
73	все остальные	2	5
74	все же	2	5
75	мертвых душ	6	5
76	уже в	2	5
77	с ним	2	5
78	так и	13	5
79	о том	4	5
80	с другими	1	5
81	тот же	1	5
82	бы ни	1	5
83	слова в	1	5
84	из них	2	5
85	в них	11	5
86	для того	2	5
87	и их	8	5
88	представляется нам	1	5
89	же в	1	5
90	в которой	4	5
91	в самом	9	4
92	время как	1	4
93	еще не	10	4
94	одним словом	1	4
95	но в	6	4
96	уже не	3	4
97	из этих	1	4
98	одно время	1	4
99	как он	1	4
100	так сказать	5	4
101	главным образом	3	4
102	в нее	1	4
103	с тем	2	4
104	такой же	5	4
105	в котором	2	4
106	место в	1	4
107	сих пор	8	4
108	они не	5	4
109	образом в	2	4
110	подобно тому	1	4
111	одна из	4	4
112	таким путем	1	4
113	и сами	1	4
114	в некоторых	3	4
115	то время	2	4
116	так в	1	4
117	никогда не	5	4
118	к языку	4	4
119	и что	1	4
120	свет и	1	4
121	что он	2	4
122	с одной	4	4
123	и вместе	1	4
124	в других	2	4
125	до сих	8	4
126	влияние на	1	4
127	там где	3	4
128	тому как	1	4
129	чувства и	1	4
130	что оно	1	4
131	от него	1	4
132	во время	5	4
133	говоря о	1	3
134	например в	4	3
135	человека и	2	3
136	и то	2	3
137	этого последнего	1	3
138	тем же	1	3
139	той же	6	3
140	то это	1	3
141	что его	1	3
142	которые не	1	3
143	хотя и	2	3
144	что это	4	3
145	во многих	1	3
146	что она	2	3
147	не как	2	3
148	так например	2	3
149	на все	1	3
150	его в	2	3
151	это не	2	3
152	и тем	1	3
153	кажется что	1	3
154	о которых	1	3
155	рядом с	3	3
156	далеко не	2	3
