N	2gram	Voloshinov_2	Hudozhes
1	том что	10	16
2	и в	19	14
3	так и	10	13
4	не только	13	12
5	при этом	9	12
6	о том	3	12
7	в том	7	12
8	а не	9	12
9	в себе	4	11
10	в этом	15	11
11	прежде всего	7	11
12	в своей	3	10
13	для него	9	10
14	то же	16	9
15	как и	9	9
16	что он	4	9
17	в качестве	3	9
18	у него	2	9
19	по отношению	8	8
20	в этой	3	8
21	как в	1	8
22	то что	4	8
23	же время	8	8
24	ничего не	4	8
25	в его	5	8
26	между тем	6	8
27	отношению к	8	8
28	в то	8	8
29	еще не	3	7
30	это не	4	7
31	не в	10	7
32	к тому	6	7
33	уже не	1	7
34	именно в	2	7
35	не может	18	7
36	как бы	19	7
37	а в	3	7
38	человека в	1	6
39	было бы	4	6
40	никогда не	7	6
41	жизни в	1	6
42	что в	2	6
43	самом деле	9	5
44	с его	8	5
45	перед нами	3	5
46	но в	7	5
47	ни в	6	5
48	точки зрения	17	5
49	не менее	1	5
50	и его	16	5
51	потому что	1	5
52	к себе	1	5
53	и он	2	5
54	только в	8	5
55	друг друга	2	5
56	может быть	28	5
57	но и	10	5
58	к жизни	1	5
59	интерес к	1	5
60	в этих	3	5
61	героя и	1	5
62	жизни и	2	5
63	к другому	5	4
64	мы уже	6	4
65	и о	2	4
66	в ней	3	4
67	столь же	3	4
68	а только	1	4
69	в центре	1	4
70	в своем	2	4
71	в действительности	1	4
72	то в	1	4
73	в самом	6	4
74	на то	4	4
75	что она	1	4
76	он не	3	4
77	и читателя	1	4
78	и с	2	4
79	несмотря на	1	4
80	первой главы	2	4
81	этой связи	4	4
82	тем не	1	4
83	тому что	4	4
84	с ним	1	4
85	в русской	1	4
86	связи с	13	4
87	в духе	1	4
88	и это	3	4
89	можно сказать	1	4
90	того что	4	4
91	себя в	2	4
92	из них	1	4
93	как раз	4	4
94	не было	3	4
95	и все	6	4
96	мы узнаем	1	4
97	только что	3	4
98	и от	3	4
99	речь идет	1	3
100	с точки	13	3
101	не имеют	3	3
102	на тех	1	3
103	говорить о	1	3
104	и на	5	3
105	в ее	3	3
106	отнюдь не	8	3
107	все же	5	3
108	следующей главе	2	3
109	но он	1	3
110	в нем	11	3
111	лишь в	14	3
112	его в	7	3
113	с этим	3	3
114	все эти	3	3
115	тем что	2	3
116	этом отношении	1	3
117	для себя	4	3
118	как мы	15	3
119	того чтобы	6	3
120	в пределах	10	3
121	приводит к	2	3
122	и когда	1	3
123	еще в	1	3
124	если бы	11	3
125	русской литературе	1	3
126	в лице	1	3
127	же в	1	3
128	но не	2	3
129	и даже	2	3
130	со стороны	1	3
131	превращается в	1	3
132	однако и	2	3
133	в связи	7	3
134	в следующей	2	3
135	и для	7	3
136	от него	2	3
137	или не	1	3
138	в равной	1	3
139	в таком	7	3
140	например в	1	2
141	на самом	7	2
142	в их	5	2
143	той же	3	2
144	мы не	2	2
145	вопрос о	2	2
146	не была	1	2
147	слово не	1	2
148	которых может	1	2
149	но как	2	2
150	для других	3	2
151	если в	1	2
152	конечном счете	1	2
153	в одной	2	2
154	в художественном	1	2
155	как нам	1	2
156	хотя и	1	2
157	в целом	1	2
158	так или	1	2
159	в ответ	1	2
160	так в	1	2
161	только на	4	2
162	как он	1	2
163	так сказать	14	2
164	не следует	2	2
165	они в	1	2
166	в первую	1	2
167	значительной степени	2	2
168	речь в	4	2
169	же касается	1	2
170	в другом	3	2
171	ясно что	1	2
172	того или	2	2
173	не умеет	1	2
174	первую очередь	1	2
175	уже знаем	2	2
176	приходит в	1	2
177	по себе	3	2
178	одной из	3	2
179	должно быть	3	2
180	ни единого	1	2
181	не столько	1	2
182	сих пор	3	2
183	все это	1	2
184	как от	2	2
185	для нее	1	2
186	они не	2	2
187	бы на	1	2
188	не о	1	2
189	мышление в	1	2
190	он говорил	1	2
191	не имеет	3	2
192	одна из	7	2
193	с и	1	2
194	для всего	3	2
195	мышления и	1	2
196	слова как	2	2
197	представляется нам	1	2
198	по нашему	1	2
199	об одном	2	2
200	этой своей	1	2
201	здесь не	1	2
202	на основе	3	2
203	в себя	1	2
204	в речи	2	2
205	и поэтому	1	2
206	внимание на	1	2
207	и что	1	2
208	его жизни	1	2
209	до сих	3	2
210	в значительной	2	2
211	в конечном	1	2
212	говорить об	1	2
213	в форме	5	2
214	в него	1	2
215	но с	1	2
216	каждого человека	2	2
217	с ними	4	2
218	и потому	2	2
219	и так	1	2
220	впрочем и	1	2
221	так что	1	2
222	слова в	8	2
223	в начале	2	2
224	не стал	1	2
225	мы знаем	2	2
226	у нее	1	2
227	на том	1	2
228	внутреннего мира	2	2
229	влияние на	4	2
230	или иначе	1	2
231	ему не	1	2
232	с той	1	2
233	а с	2	2
234	себя и	1	2
235	что не	2	2
236	в данной	4	2
237	до конца	2	2
238	или с	1	2
239	и ты	1	2
240	на фоне	1	2
241	отсюда и	1	2
242	установкой на	2	2
243	что же	1	2
244	да и	3	2
245	в это	1	2
246	и не	19	2
247	только для	1	2
248	нет ничего	1	2
249	н а	1	2
250	о котором	1	2
251	то о	1	2
252	ни к	1	2
253	в системе	2	2
254	не знает	2	2
255	или иного	2	2
256	проникнуть в	1	2
257	смысле слова	5	1
258	как известно	1	1
259	можно говорить	1	1
260	относится и	1	1
261	таком случае	3	1
262	человека и	1	1
263	связана с	2	1
264	и то	3	1
265	и др	1	1
266	словами и	1	1
267	к сказанному	1	1
268	это и	1	1
269	нам кажется	1	1
270	и до	3	1
271	проникает в	1	1
272	исходит из	3	1
273	о речи	1	1
274	высшей степени	3	1
275	внутренний мир	3	1
276	и за	1	1
277	также и	1	1
278	его не	1	1
279	что уже	1	1
280	ответить на	1	1
281	именно к	1	1
282	высказывания в	7	1
283	в сущности	14	1
284	но она	1	1
285	принадлежит к	1	1
286	как во	1	1
287	не сводится	1	1
288	хотя бы	6	1
289	проблемы мы	1	1
290	что можно	1	1
291	самого а	1	1
292	как впрочем	1	1
293	так а	1	1
294	начало и	1	1
295	можно понять	1	1
296	в широком	1	1
297	время в	1	1
298	установки на	1	1
299	что его	1	1
300	совсем не	1	1
301	он относится	1	1
302	бы в	4	1
303	не все	1	1
304	к слову	1	1
305	ответ на	2	1
306	и чужой	9	1
307	слова на	3	1
308	а через	1	1
309	именно ему	1	1
310	друг от	1	1
311	эта роль	1	1
312	относится к	3	1
313	и я	1	1
314	чем же	3	1
315	пунктом их	1	1
316	это одно	2	1
317	его на	1	1
318	что именно	1	1
319	не ощущается	1	1
320	дает нам	1	1
321	стороны и	2	1
322	однако не	1	1
323	переживания и	4	1
324	не замечая	1	1
325	и как	6	1
326	нищий и	1	1
327	не являются	1	1
328	бы стать	1	1
329	глава вторая	1	1
330	от этого	2	1
331	и хотя	1	1
332	в этот	1	1
333	где все	1	1
334	к чему	1	1
335	в которой	1	1
336	точку зрения	2	1
337	нет дела	1	1
338	бы не	2	1
339	из этих	1	1
340	ни одна	1	1
341	диалог в	1	1
342	но ведь	3	1
343	его но	1	1
344	вообще не	1	1
345	не могла	1	1
346	в определенном	2	1
347	главным образом	1	1
348	но именно	1	1
349	о которой	1	1
350	всех этих	1	1
351	высказывания его	2	1
352	в узком	2	1
353	к одному	1	1
354	не как	3	1
355	художественного высказывания	1	1
356	в силу	1	1
357	мы полагаем	2	1
358	и вот	1	1
359	мысли как	1	1
360	литературного целого	1	1
361	что нельзя	1	1
362	в нее	1	1
363	то ни	5	1
364	что все	1	1
365	и второй	1	1
366	следующими словами	1	1
367	на этой	5	1
368	или даже	1	1
369	легли в	1	1
370	а как	4	1
371	входит в	1	1
372	может стать	2	1
373	роль в	1	1
374	ориентировано на	2	1
375	и тем	4	1
376	к области	1	1
377	этом мы	1	1
378	но уже	1	1
379	в высшей	3	1
380	соответствии с	1	1
381	к которым	3	1
382	далеко не	2	1
383	этого не	1	1
384	с тем	1	1
385	в слове	4	1
386	которой он	1	1
387	он и	2	1
388	такою же	1	1
389	и того	5	1
390	когда в	1	1
391	в восприятии	1	1
392	или менее	2	1
393	с жизненной	2	1
394	мы как	1	1
395	места в	1	1
396	в гораздо	1	1
397	другим и	1	1
398	установка на	2	1
399	к предмету	1	1
400	место в	2	1
401	большей степени	1	1
402	себе а	1	1
403	в отличие	3	1
404	они уже	2	1
405	мысли и	3	1
406	и нельзя	1	1
407	в одном	1	1
408	ведь из	1	1
409	друг другу	1	1
410	авторской и	5	1
411	это сознание	1	1
412	в становлении	3	1
413	и более	7	1
414	знает ни	2	1
415	иной раз	1	1
416	вовсе не	11	1
417	в отношении	4	1
418	существует для	2	1
419	так как	3	1
420	гораздо большей	1	1
421	человека есть	1	1
422	но они	2	1
423	до известной	1	1
424	что эта	1	1
425	самого начала	5	1
426	как о	2	1
427	мысли в	1	1
428	в определении	2	1
429	дело в	1	1
430	и остается	1	1
431	в основе	9	1
432	это еще	1	1
433	не могло	1	1
434	однако если	1	1
435	и всегда	1	1
436	в самой	1	1
437	и весь	1	1
438	этих двух	1	1
439	в противоречие	1	1
440	и речевой	1	1
441	или как	2	1
442	всего на	1	1
443	переживаний и	1	1
444	такая же	1	1
445	ведь к	1	1
446	уже говорили	1	1
447	где-нибудь в	1	1
448	другой тип	2	1
449	от конкретных	1	1
450	ведь все	2	1
451	с другом	1	1
452	поэтому не	1	1
453	не могут	1	1
454	когда мы	1	1
455	могут быть	3	1
456	же самое	6	1
457	приобщения к	1	1
458	уже было	1	1
459	что оно	3	1
460	как для	1	1
461	но также	1	1
462	для его	3	1
463	находит в	1	1
464	но из	1	1
465	если же	2	1
466	сквозь призму	1	1
467	говорит о	1	1
468	осуществления в	1	1
469	существования но	1	1
470	что современная	2	1
471	из всего	2	1
472	не делает	1	1
473	это вполне	3	1
474	того времени	1	1
475	свою очередь	5	1
476	но при	1	1
477	же не	1	1
478	им она	1	1
479	с самого	5	1
480	говорили что	1	1
481	различие между	2	1
482	выражения и	4	1
483	так можно	1	1
484	на нее	1	1
485	ситуацией и	1	1
486	здесь нет	1	1
487	связи которые	1	1
488	оно все	1	1
489	и внешней	2	1
490	находится в	1	1
491	другому в	1	1
492	переживания или	1	1
493	сводится к	2	1
494	раз того	1	1
495	самого на	1	1
496	и т.д	4	1
497	и т.п	10	1
498	все его	2	1
499	с другой	3	1
500	мы делаем	1	1
501	наибольший интерес	1	1
502	нет это	1	1
503	в отрыве	1	1
504	во всех	6	1
505	переходит в	1	1
506	находит свое	1	1
507	и только	1	1
508	в другой	1	1
509	во внутренней	2	1
510	нем и	1	1
511	и существенным	1	1
512	себя с	2	1
513	в двух	3	1
514	тот же	1	1
515	речь о	1	1
516	и кажется	1	1
517	в какой	3	1
518	те связи	1	1
519	всяком случае	2	1
520	и ее	4	1
521	их не	1	1
522	играет роль	1	1
523	принадлежит именно	1	1
524	с одной	3	1
525	именно на	1	1
526	с какой	1	1
527	же и	1	1
528	есть в	1	1
529	более или	2	1
530	и у	2	1
531	и политической	1	1
532	уже в	2	1
533	оно в	1	1
534	в жизни	2	1
535	является не	5	1
536	не из	1	1
537	оно всегда	1	1
538	не дает	1	1
539	этого процесса	1	1
540	когда оно	1	1
541	особи в	2	1
542	глава первая	1	1
543	его и	3	1
544	но для	2	1
545	эти два	1	1
546	характерно что	3	1
547	одно из	1	1
548	характер но	1	1
549	на собеседника	3	1
550	могло бы	1	1
551	не случаен	1	1
552	сами по	1	1
553	иначе как	1	1
554	себя от	1	1
555	ее не	1	1
556	из нее	1	1
557	никакого отношения	1	1
558	его внутренний	1	1
559	автор и	1	1
560	отличие от	3	1
561	обладает определенной	1	1
562	что они	2	1
563	рядом с	2	1
564	в особенности	2	1
565	в изучение	1	1
566	и из	1	1
567	эти две	1	1
568	еще и	1	1
569	слово но	1	1
570	можно назвать	1	1
571	равной степени	1	1
572	связано с	3	1
573	одной стороны	3	1
574	из наиболее	1	1
575	имеют никакого	1	1
576	не на	2	1
577	общение не	1	1
578	для человека	1	1
579	там где	2	1
580	здесь именно	1	1
581	уверенность в	1	1
582	вступает в	2	1
583	как это	1	1
584	противоречие с	1	1
585	подхода к	3	1
586	контексте и	2	1
587	со словом	1	1
588	даже до	1	1
589	но все	1	1
590	неотделимо от	1	1
591	xix века	2	1
592	о чем	2	1
593	в данном	5	1
594	если оно	1	1
595	город и	1	1
596	здесь имеется	1	1
597	когда же	1	1
598	на какой-то	1	1
599	и всей	1	1
600	друг с	1	1
601	и другой	1	1
602	другого человека	1	1
603	не умели	1	1
604	быть не	1	1
605	в начальных	1	1
606	в контексте	5	1
607	путать с	1	1
608	него в	1	1
609	самом же	3	1
610	лишь то	1	1
611	значения оно	1	1
612	является для	2	1
613	разделить на	1	1
614	но это	1	1
615	его же	1	1
616	к двум	1	1
617	в смысле	6	1
618	время это	1	1
619	форма является	2	1
620	от друга	1	1
621	известной степени	1	1
622	он обычно	1	1
623	формы и	2	1
624	себя на	1	1
625	узком смысле	2	1
626	которого они	1	1
627	когда он	1	1
628	но когда	1	1
629	тем более	5	1
630	мы должны	1	1
631	зрения в	1	1
632	идет об	1	1
633	слов и	3	1
634	укладывается в	1	1
635	по традиции	1	1
636	же деле	3	1
637	но вот	1	1
638	к ее	1	1
639	их нового	1	1
640	которая на	1	1
641	неотделим от	2	1
642	от своего	2	1
643	сказать что	4	1
644	а ведь	2	1
645	на который	1	1
646	в свою	6	1
647	мы здесь	2	1
648	к его	2	1
649	забывать что	1	1
650	в последнем	1	1
651	из этого	1	1
652	пути к	1	1
653	ни на	1	1
654	как слово	5	1
655	и другие	1	1
656	и эта	2	1
657	во всяком	3	1
