N	2gram	Propp_Isto_5	Problemy
1	и в	25	43
2	и не	11	29
3	т е	16	26
4	может быть	17	23
5	как бы	2	22
6	не может	6	18
7	в пределах	4	16
8	как и	7	14
9	но и	13	14
10	и т	20	13
11	в этом	10	13
12	точки зрения	2	13
13	что он	22	13
14	в нем	7	12
15	в одном	1	12
16	слова в	1	12
17	не только	13	11
18	не в	6	11
19	по себе	2	11
20	и на	8	10
21	но в	1	10
22	как мы	5	10
23	в его	12	10
24	прежде всего	6	10
25	еще не	8	9
26	он не	4	9
27	пределах одного	1	9
28	никогда не	3	9
29	то же	4	8
30	для него	1	8
31	с точки	1	8
32	и его	9	8
33	или в	6	8
34	перед нами	2	7
35	в самом	1	7
36	к себе	1	7
37	в то	3	7
38	и сам	2	7
39	в него	5	7
40	до сих	2	7
41	а не	2	7
42	сих пор	2	7
43	то что	7	7
44	и наконец	1	6
45	при этом	1	6
46	не как	4	6
47	в этих	6	6
48	здесь не	1	6
49	приводит к	1	6
50	на свой	1	6
51	о нем	3	6
52	в том	6	6
53	в котором	1	6
54	у него	2	6
55	и все	3	6
56	сам по	1	5
57	самом деле	2	5
58	и он	6	5
59	но не	5	5
60	по отношению	2	5
61	в себе	1	5
62	все эти	8	5
63	на то	2	5
64	таким образом	9	5
65	и с	3	5
66	было бы	1	5
67	о том	7	5
68	никак не	1	5
69	и что	8	5
70	же время	1	5
71	к нему	3	5
72	мы увидим	5	5
73	так что	2	5
74	вовсе не	2	5
75	все это	4	5
76	а что	1	5
77	бы в	1	5
78	а в	3	5
79	героя и	3	5
80	отношению к	2	5
81	а как	2	4
82	мы не	5	4
83	я не	1	4
84	во всех	2	4
85	себе и	1	4
86	отличие от	1	4
87	там где	6	4
88	в своем	1	4
89	словом в	1	4
90	т д	18	4
91	человека в	3	4
92	во время	7	4
93	в своей	2	4
94	в отличие	1	4
95	но он	2	4
96	их в	3	4
97	или как	2	4
98	с другом	2	4
99	к тому	1	4
100	и это	4	4
101	с собой	1	4
102	по мере	2	4
103	только в	7	4
104	принимает форму	1	4
105	в стиле	1	4
106	же и	1	4
107	так как	11	4
108	с другой	9	4
109	друг с	2	4
110	но это	7	4
111	это он	1	4
112	совершенно не	2	4
113	что в	8	4
114	но эти	3	4
115	себя как	1	3
116	также и	1	3
117	должна быть	1	3
118	мы уже	4	3
119	той же	1	3
120	и свой	1	3
121	в виду	1	3
122	здесь нет	1	3
123	он сам	1	3
124	что так	1	3
125	в одной	1	3
126	стороны и	1	3
127	когда он	2	3
128	и к	1	3
129	еще один	2	3
130	только на	1	3
