N	3gram	Vygotskiy__5	DiskursI
1	в том что	14	13
2	по отношению к	1	9
3	с одной стороны	12	9
4	о том что	6	5
5	в отличие от	2	4
6	а с другой	4	3
7	той или иной	2	3
8	не может быть	2	3
9	и как бы	4	3
10	в свою очередь	1	3
11	с другой стороны	5	3
12	по себе не	2	2
13	мы имеем дело	1	2
14	и того же	2	2
15	том что в	1	2
16	то же самое	3	2
17	а в том	1	2
18	одной стороны и	1	2
19	в одной из	1	2
20	сами по себе	2	2
21	обратить внимание на	2	2
22	в основе своей	1	2
23	по крайней мере	1	2
24	в данном случае	2	2
25	в том чтобы	2	2
26	не только в	2	2
27	состоит в том	2	2
28	едва ли не	1	2
29	в частности в	1	2
30	более или менее	1	2
31	можно сказать что	2	2
32	одного и того	2	2
33	том что с	1	1
34	в этом случае	2	1
35	на том что	1	1
36	ни о чем	1	1
37	дело в том	1	1
38	одним и тем	3	1
39	не только о	1	1
40	в виду тот	1	1
41	на самом деле	2	1
42	потому что каждый	1	1
43	в этом смысле	1	1
44	то есть к	1	1
45	именно в том	2	1
46	с точки зрения	2	1
47	том что всякое	1	1
48	до сих пор	5	1
49	одной стороны это	1	1
50	сам по себе	3	1
51	что он не	1	1
52	только то что	1	1
53	когда она еще	1	1
54	из того что	3	1
55	том или ином	1	1
56	это приводит к	1	1
57	вместе с тем	3	1
58	одно и то	3	1
59	только потому что	1	1
60	не могло быть	1	1
61	к себе и	1	1
62	говорить не только	1	1
63	и тем же	3	1
64	и в том	1	1
65	она еще не	1	1
66	тем что он	1	1
67	дело с двумя	1	1
68	еще не было	1	1
69	как будто бы	1	1
70	в том случае	1	1
71	в евгении онегине	1	1
72	здесь имеет место	1	1
73	имеем дело с	1	1
74	потому что в	2	1
75	как и вообще	1	1
76	о чем не	1	1
77	а не как	1	1
78	том что он	1	1
79	в целом ряде	1	1
80	от басни и	1	1
81	состоит именно в	1	1
82	будто бы противоречит	1	1
83	того или иного	1	1
84	в этом отношении	3	1
85	в нем нет	1	1
86	в эстетический объект	1	1
87	по мнению автора	1	1
88	до известной степени	1	1
89	одной стороны он	1	1
90	разграничение этих двух	1	1
91	с самого начала	3	1
92	в конечном счете	1	1
93	и тем более	1	1
94	уверенность в том	1	1
95	заключается в том	6	1
96	не может стать	1	1
97	речь идет о	1	1
98	на то что	16	1
99	в полной мере	1	1
100	быть отнесены к	1	1
101	и то же	3	1
102	и т.п и	1	1
103	в том и	2	1
104	пока еще в	1	1
105	взаимодействия а не	1	1
106	в том или	1	1
107	и в другом	1	1
