N	3gram	Propp_Isto_5	Russkaja
1	друг с другом	2	14
2	то же время	1	10
3	в то же	1	10
4	с точки зрения	1	9
5	в том что	2	7
6	на самом деле	1	6
7	во всяком случае	1	6
8	для того чтобы	3	6
9	до сих пор	2	5
10	на то что	2	4
11	не может быть	3	4
12	в этом случае	7	3
13	вместе с тем	6	3
14	в данном случае	2	3
15	точно так же	1	2
16	только в том	1	2
17	что он не	1	2
18	которой он сам	1	2
19	в себе и	1	2
20	и вместе с	2	2
21	о том что	4	2
22	и тем самым	1	2
23	нисколько их не	1	1
24	уже знаем что	1	1
25	мы должны себе	1	1
26	состоит в том	1	1
27	знаем что это	2	1
28	могут быть различны	1	1
29	в свою очередь	1	1
30	по отношению к	2	1
31	в самом деле	1	1
32	в том числе	1	1
33	мы уже знаем	1	1
34	он не может	2	1
35	и не только	1	1
36	но для нас	1	1
37	и в других	1	1
38	конечно не может	1	1
39	что не только	1	1
40	совместно с другими	1	1
41	на земном шаре	1	1
42	том числе и	1	1
43	они сами себя	1	1
44	что все это	1	1
45	но мы знаем	1	1
46	только для того	1	1
47	а если не	1	1
48	в том чтобы	2	1
49	тем что он	2	1
50	которых идет речь	1	1
51	должны себе представить	1	1
52	только один из	1	1
53	только в виде	1	1
54	во всех этих	1	1
55	и в индии	1	1
56	не только для	1	1
57	указывает на то	1	1
58	в связи с	4	1
59	о которых идет	1	1
60	так же как	3	1
61	и таким образом	2	1
62	может быть достигнуто	1	1
63	но и для	1	1
64	с самого начала	1	1
65	вопрос о том	1	1
66	дело сводится к	1	1
67	но все же	4	1
68	о том чем	1	1
69	совершенно очевидно что	1	1
70	мы не знаем	2	1
71	тем не менее	4	1
72	всех этих случаях	1	1
73	что он на	1	1
74	со стороны их	1	1
