N	3gram	Vygotskiy__4	Hudozhes
1	по отношению к	1	10
2	то же время	1	6
3	в то же	1	6
4	с другой стороны	2	5
5	в том что	12	5
6	с точки зрения	4	3
7	несет в себе	3	3
8	в конечном счете	1	3
9	можно сказать что	1	3
10	в этом смысле	1	3
11	в том и	1	2
12	в таком случае	1	2
13	и в то	1	2
14	но он не	1	2
15	с одной стороны	3	2
16	а с другой	1	2
17	так или иначе	1	2
18	в свою очередь	1	2
19	для того чтобы	19	2
20	на наших глазах	1	2
21	к тому что	5	2
22	сама по себе	3	2
23	таким образом что	2	1
24	и в сущности	1	1
25	раз в том	1	1
26	что иное как	1	1
27	в этой фразе	1	1
28	в виду не	1	1
29	чем-то другим и	1	1
30	есть как бы	1	1
31	подобно тому как	1	1
32	за минуту до	1	1
33	а не все	1	1
34	составлено не мыслью	1	1
35	в воображении читателя	1	1
36	минуту до этого	1	1
37	может быть это	2	1
38	толстым в его	1	1
39	что он не	4	1
40	бы то ни	1	1
41	только то что	1	1
42	из того что	1	1
43	говорит что он	1	1
44	том или ином	1	1
45	точно так же	3	1
46	с этой точки	1	1
47	что одна из	1	1
48	как раз в	4	1
49	то что может	1	1
50	в художественном произведении	1	1
51	то ни было	1	1
52	мы встречаемся с	1	1
53	быть определена как	1	1
54	в своем составе	1	1
55	таком случае это	1	1
56	в евгении онегине	1	1
57	и в этой	1	1
58	в том или	1	1
59	так что она	1	1
60	как бы в	1	1
61	так же как	3	1
62	все то что	11	1
63	в то время	2	1
64	это и есть	3	1
65	только в воображении	1	1
66	в истории литературы	1	1
67	о том что	10	1
68	тем и другим	1	1
69	то есть в	1	1
70	этой точки зрения	1	1
71	и в самом	2	1
72	того что составляет	1	1
73	может быть определена	1	1
74	речь идет о	2	1
75	а чем-то другим	1	1
76	ее никто не	1	1
77	не что иное	1	1
78	по поводу этой	2	1
79	быть не может	1	1
80	том что он	3	1
81	не может быть	1	1
82	этом так как	1	1
83	к тому же	2	1
84	так же точно	5	1
