N	3gram	Losev_Dial_1	StatiiOP
1	в том что	7	11
2	и т п	2	6
3	не может быть	3	5
4	как например в	1	4
5	в этом смысле	3	4
6	по крайней мере	4	4
7	с точки зрения	12	4
8	в этом отношении	2	4
9	то время как	1	4
10	во всяком случае	2	4
11	с другой стороны	4	4
12	о том что	2	4
13	в то время	1	4
14	в конце концов	3	3
15	не в том	1	3
16	в связи с	1	3
17	то же время	4	3
18	на то что	4	3
19	в то же	4	3
20	но это не	1	3
21	а потому что	1	2
22	потому что он	3	2
23	то что я	2	2
24	и тем не	1	2
25	до сих пор	2	2
26	что если бы	1	2
27	и не в	1	2
28	что это за	1	2
29	в том чтобы	1	2
30	с одной стороны	2	2
31	и в этом	3	2
32	о которых я	1	2
33	во всех этих	1	2
34	нельзя сказать что	1	2
35	было бы совершенно	1	2
36	с самого начала	1	2
37	что это есть	1	2
38	но все же	1	2
39	в каком смысле	1	2
40	к тому что	2	2
41	тем не менее	1	2
42	и т д	19	2
43	можно сказать что	3	1
44	и может быть	1	1
45	иметь в виду	3	1
46	и той же	1	1
47	но так как	1	1
48	более или менее	3	1
49	на самом деле	2	1
50	в самом деле	1	1
51	т е не	1	1
52	того или другого	1	1
53	что же касается	1	1
54	то же самое	1	1
55	что ни в	1	1
56	то же можно	1	1
57	именно то что	1	1
58	сам по себе	6	1
59	да еще и	1	1
60	том что именно	1	1
61	связи с этим	1	1
62	точки зрения своей	1	1
63	ко всему этому	1	1
64	можно было бы	4	1
65	ни в какой	1	1
66	люди и в	1	1
67	никогда не был	1	1
68	об этом не	1	1
69	из уст его	1	1
70	вместе с ним	1	1
71	и в частности	2	1
72	можно сравнить с	1	1
73	не потому что	1	1
74	том что такое	1	1
75	несет на себе	2	1
76	в чем же	1	1
77	по большей части	1	1
78	то что он	1	1
79	прежде всего необходимо	2	1
80	было бы утверждать	1	1
81	так или иначе	1	1
82	с ним и	1	1
83	его отношении к	1	1
84	в той или	1	1
85	в этом и	1	1
86	ни на что	2	1
87	я имею в	1	1
88	же самое и	1	1
89	может быть связано	1	1
90	идее а не	1	1
91	во главе с	1	1
92	и ни в	2	1
93	же можно сказать	2	1
94	но в конце	1	1
95	имею в виду	1	1
96	отчет в том	1	1
97	бы утверждать что	1	1
98	он не имеет	1	1
99	отношении его к	1	1
100	той или иной	3	1
101	и больше ничего	1	1
102	одной и той	1	1
103	думать что все	1	1
104	из них есть	1	1
105	для того чтобы	1	1
106	дело не в	1	1
107	не заметить что	1	1
108	чтобы понять смысл	1	1
