N	2gram	Vygotskiy__7	Literetu
1	не только	24	24
2	при этом	1	19
3	в качестве	5	17
4	но и	11	17
5	в том	18	16
6	а не	6	16
7	в частности	1	15
8	том что	17	14
9	может быть	7	13
10	и не	18	12
11	в этом	29	12
12	в своем	1	11
13	состоит в	3	11
14	прежде всего	7	11
15	то что	24	10
16	в целом	5	8
17	не в	4	8
18	и в	26	8
19	только в	8	8
20	как это	5	8
21	я не	3	7
22	как бы	6	7
23	в себе	9	7
24	не менее	4	7
25	в его	4	7
26	как и	15	6
27	точки зрения	28	6
28	того что	14	6
29	связи с	4	6
30	одним из	2	5
31	то же	8	5
32	отличие от	2	5
33	как в	4	5
34	в отличие	2	5
35	в то	3	5
36	для себя	24	5
37	казалось бы	2	5
38	в конечном	2	5
39	же в	1	5
40	что он	8	5
41	уже в	2	5
42	не может	11	5
43	в данном	5	5
44	с этой	5	5
45	тем самым	8	5
46	в своей	3	4
47	еще не	4	4
48	столь же	2	4
49	но не	3	4
50	конечном счете	2	4
51	в этой	3	4
52	все же	6	4
53	представляет собой	19	4
54	в случае	2	4
55	перестает быть	1	4
56	не как	1	4
57	в силу	5	4
58	с собой	3	4
59	лишь в	2	4
60	для этого	3	4
61	в уме	2	4
62	и его	12	4
63	деятельности в	2	4
64	данном случае	5	4
65	никогда не	4	4
66	так и	3	4
67	еще в	1	4
68	и тем	6	4
69	из них	1	4
70	в конце	4	4
71	друг друга	4	4
72	как раз	3	4
73	отталкиваясь от	1	4
74	в связи	1	4
75	это не	3	4
76	в своих	2	4
77	например в	1	3
78	и есть	2	3
79	тем же	5	3
80	также и	2	3
81	самого себя	1	3
82	что его	2	3
83	по отношению	6	3
84	в самом	9	3
85	бы не	1	3
86	с их	1	3
87	силу своей	1	3
88	таким образом	23	3
89	исходя из	1	3
90	той же	8	3
91	его в	2	3
92	он и	1	3
93	несмотря на	2	3
94	не мог	2	3
95	в их	2	3
96	но в	4	3
97	том же	2	3
98	что ему	3	3
99	одна из	1	3
100	в основе	3	3
101	не должен	1	3
102	в области	4	3
103	ли не	2	3
104	всего в	2	3
105	в виду	5	3
106	приводит к	4	3
107	по аналогии	1	3
108	одного из	2	3
109	нуждается в	3	3
110	другого в	1	3
111	по своей	10	3
112	один из	2	3
113	потому что	16	3
114	одно из	5	3
115	у него	1	3
116	с другой	4	3
117	не было	1	3
118	этой точки	4	3
119	аналогии с	1	3
120	что в	12	3
121	а в	2	3
122	во всяком	2	3
