N	2gram	Losev_Dial_2	Vladivir
1	и в	19	30
2	в этом	8	20
3	то что	14	20
4	у него	1	19
5	и не	30	18
6	в том	14	18
7	и с	5	14
8	что он	6	13
9	в конце	2	13
10	не только	19	12
11	том что	10	12
12	что в	7	12
13	как мы	3	11
14	в его	1	11
15	а в	4	11
16	сказать что	10	11
17	и вообще	6	10
18	не было	3	10
19	и даже	14	10
20	все же	4	9
21	кроме того	3	9
22	было бы	3	9
23	не в	8	9
24	в то	6	9
25	не может	9	9
26	потому что	14	9
27	в своем	4	8
28	но в	2	8
29	что же	2	8
30	связи с	4	8
31	но и	12	8
32	в связи	4	8
33	вместе с	2	8
34	ни в	10	7
35	точки зрения	12	7
36	никогда не	9	7
37	не менее	3	7
38	в эти	1	7
39	может быть	20	7
40	а не	16	7
41	как это	7	7
42	и все	12	7
43	также и	2	6
44	он был	1	6
45	и к	7	6
46	в себе	15	6
47	об этом	3	6
48	в москве	1	6
49	тем не	2	6
50	и его	5	6
51	то время	4	6
52	только в	5	6
53	всяком случае	2	6
54	а именно	5	6
55	еще и	1	6
56	прежде всего	8	6
57	о чем	3	6
58	жизни и	6	6
59	во всяком	2	6
60	того же	1	5
61	и то	7	5
62	и я	2	5
63	с этим	3	5
64	то в	1	5
65	все эти	2	5
66	при этом	4	5
67	как и	10	5
68	в своей	8	5
69	в котором	1	5
70	по себе	18	5
71	так как	14	5
72	в дальнейшем	1	5
73	это мы	2	5
74	так и	10	5
75	с ним	4	5
76	и что	5	5
77	того что	6	5
78	тот же	1	5
79	так что	7	5
80	но что	7	5
81	как бы	14	5
82	все это	4	5
83	в результате	2	5
84	из этого	1	5
85	то же	12	4
86	я не	6	4
87	то это	2	4
88	и он	1	4
89	в ней	2	4
90	и на	1	4
91	время в	1	4
92	совсем не	1	4
93	не очень	2	4
94	в которой	2	4
95	что это	10	4
96	в целом	1	4
97	в этой	3	4
98	и если	4	4
99	на его	2	4
100	в нем	10	4
101	он не	4	4
102	содержит в	4	4
103	его в	3	4
104	это было	3	4
105	и мы	3	4
