N	3gram	Losev_Dial_2	Myshleni
1	в том что	6	11
2	с точки зрения	8	9
3	так же как	1	7
4	друг с другом	1	7
5	потому что он	2	5
6	по сравнению с	1	5
7	в этом отношении	1	5
8	заключается в том	1	5
9	с самого начала	2	5
10	можно сказать что	3	5
11	не в состоянии	2	4
12	подобно тому как	1	4
13	то же самое	2	4
14	то время как	3	4
15	в то время	3	4
16	о том что	4	4
17	это значит что	8	4
18	сама по себе	7	4
19	того же самого	1	3
20	не то что	1	3
21	до сих пор	2	3
22	с одной стороны	1	3
23	так как это	2	3
24	не может быть	3	3
25	вопрос о том	1	3
26	том что в	1	2
27	он не умеет	1	2
28	в самом деле	3	2
29	так что в	1	2
30	том что он	1	2
31	о том как	1	2
32	а потому что	1	2
33	и не может	1	2
34	в зависимости от	2	2
35	по самой своей	1	2
36	и то что	1	2
37	то что они	1	2
38	в одинаковой мере	1	2
39	то и другое	1	2
40	вместе с тем	1	2
41	и в частности	2	2
42	в сущности это	1	2
43	но при этом	1	2
44	самого начала что	1	2
45	с другой стороны	4	2
46	в свое время	1	2
47	от того что	2	2
48	само по себе	2	2
49	того как он	1	2
50	но все же	1	2
51	мы говорим о	1	2
52	самой своей природе	1	2
53	и в другом	1	2
54	и может быть	3	1
55	что иное как	3	1
56	не может не	3	1
57	но как раз	1	1
58	точки зрения и	1	1
59	то что с	1	1
60	в обоих случаях	1	1
61	даже то что	1	1
62	одному тому что	1	1
63	по одному тому	1	1
64	он мог бы	1	1
65	время как в	1	1
66	более или менее	2	1
67	на самом деле	1	1
68	мы только что	1	1
69	никто никогда не	1	1
70	в этом смысле	1	1
71	новые и новые	1	1
72	одной стороны и	1	1
73	же как и	1	1
74	принять во внимание	3	1
75	они вовсе не	1	1
76	сам по себе	3	1
77	мы находим в	1	1
78	независимо от того	1	1
79	что не только	1	1
80	о чем мы	1	1
81	в результате всего	1	1
82	своего развития и	1	1
83	есть одно и	1	1
84	одного того что	1	1
85	нет у него	1	1
86	то в чем	1	1
87	одно и то	4	1
88	но и это	1	1
89	что они имеют	1	1
90	и после этого	1	1
91	все равно что	1	1
92	но как это	1	1
93	с другом что	1	1
94	не что иное	3	1
95	а не только	1	1
96	если скажем что	1	1
97	это было бы	1	1
98	и то же	4	1
99	как мы это	2	1
100	на то как	1	1
101	его значение в	1	1
102	не могут быть	2	1
103	понятие должно быть	1	1
104	все более и	1	1
105	в связи с	4	1
106	ни на что	1	1
107	потому что она	5	1
108	мы никогда не	1	1
109	и из нее	1	1
110	мы уже говорили	1	1
111	во всяком случае	2	1
112	я не могу	1	1
113	с ним в	1	1
114	что обе эти	1	1
115	тем не менее	2	1
116	в этом пункте	1	1
117	тем и другим	1	1
118	есть не что	2	1
119	надо сказать что	1	1
120	ни в каком	3	1
121	том смысле что	3	1
122	и вместе с	1	1
123	это и не	1	1
124	не только потому	1	1
125	того или иного	1	1
126	между тем и	1	1
127	не то как	1	1
128	к выводу что	1	1
129	более и более	1	1
130	но не на	1	1
131	но в силу	1	1
132	уже сама по	1	1
133	в другом случае	1	1
134	еще не овладел	1	1
135	в то же	3	1
136	к тому что	1	1
137	в том смысле	4	1
138	слились в одну	1	1
139	как же это	2	1
140	не нуждается в	3	1
141	той или иной	1	1
142	понятий и к	1	1
143	не есть просто	1	1
