N	3gram	Medvedev_S_1	Formalny
1	в настоящее время	1	10
2	то же время	1	8
3	в то же	1	8
4	по отношению к	2	4
5	с одной стороны	1	4
6	во всяком случае	1	4
7	в лучшем случае	1	3
8	и наконец в	1	2
9	так называемым формальным	1	2
10	и в этом	1	2
11	в связи с	1	2
12	науки о литературе	1	2
13	друг от друга	1	2
14	сама по себе	1	2
15	какие выработала теоретическая	1	1
16	историка литературы и	1	1
17	образ ритм композиция	1	1
18	практикуются ныне так	1	1
19	элементы поэтической формы	1	1
20	частности практикуются ныне	1	1
21	и какие в	1	1
22	теоретическая поэтика опираясь	1	1
23	в том и	1	1
24	тех методов какие	1	1
25	должно было бы	1	1
26	формы звук слово	1	1
27	не может не	1	1
28	формальным методом по	1	1
29	какие в частности	1	1
30	в том что	2	1
31	психологию эстетику и	1	1
32	слово образ ритм	1	1
33	поэтика опираясь на	1	1
34	она должна стать	1	1
35	выработала теоретическая поэтика	1	1
36	поэтическая тематика художественный	1	1
37	в противном случае	1	1
38	диалектического материализма для	1	1
39	с помощью тех	1	1
40	на психологию эстетику	1	1
41	называемым формальным методом	1	1
42	в целом все	1	1
43	по существу это	1	1
44	поэтической формы звук	1	1
45	хотя бы о	1	1
46	и лингвистику и	1	1
47	и в то	1	1
48	тем более не	1	1
49	все эти вопросы	1	1
50	это предварительно изучается	1	1
51	это наиболее ценная	1	1
52	композиция жанр поэтическая	1	1
53	опираясь на психологию	1	1
54	не должна быть	1	1
55	существу это наиболее	1	1
56	методом по существу	1	1
57	один из путей	1	1
58	целом все это	1	1
59	в каждом своем	1	1
60	имманентно с помощью	1	1
61	том и заключается	1	1
62	именно в том	1	1
63	ритм композиция жанр	1	1
64	художественный стиль в	1	1
65	в частности практикуются	1	1
66	жанр поэтическая тематика	1	1
67	ценная часть нашей	1	1
68	наиболее ценная часть	1	1
69	и заключается что	2	1
70	предварительно изучается имманентно	1	1
71	методов какие выработала	1	1
72	эстетику и лингвистику	1	1
73	изучается имманентно с	1	1
74	часть нашей работы	1	1
75	научной мысли в	1	1
76	не выходит за	1	1
77	звук слово образ	1	1
78	стиль в целом	1	1
79	помощью тех методов	1	1
80	лингвистику и какие	1	1
81	все это предварительно	1	1
82	выходит за пределы	1	1
83	тематика художественный стиль	1	1
84	ныне так называемым	1	1
