N	2gram	Trubetskoy_1	VLabPisa
1	таким образом	11	27
2	в этом	17	26
3	и в	14	25
4	и т	3	24
5	не только	9	22
6	может быть	9	21
7	хотя бы	5	20
8	и не	19	19
9	не может	22	17
10	в его	4	15
11	этом отношении	1	13
12	в том	17	13
13	прежде всего	8	13
14	в частности	2	12
15	как это	1	12
16	все это	6	12
17	в силу	2	11
18	с другой	1	11
19	из них	3	11
20	в качестве	3	10
21	не могут	4	10
22	о том	7	10
23	то же	11	9
24	что в	4	9
25	об этом	1	9
26	по этому	2	9
27	для него	6	9
28	но и	10	9
29	к этому	1	9
30	в своем	6	8
31	ни один	1	8
32	все эти	2	8
33	не следует	1	8
34	на основании	2	8
35	могут быть	1	8
36	во всех	5	7
37	по отношению	2	7
38	из этих	3	7
39	было бы	5	7
40	как и	4	7
41	том что	9	7
42	не было	3	7
43	а не	2	7
44	вместе с	4	7
45	отношению к	1	7
46	это и	1	6
47	в зависимости	1	6
48	более или	4	6
49	в себе	9	6
50	в нем	5	6
51	главным образом	3	6
52	это не	1	6
53	или менее	4	6
54	их в	2	6
55	том же	2	6
56	в то	10	6
57	так и	1	6
58	в порядке	2	6
59	между тем	5	6
60	у него	2	6
61	то что	13	6
62	и есть	2	5
63	в их	4	5
64	очевидно что	1	5
65	все же	4	5
66	и при	6	5
67	не в	4	5
68	тому что	2	5
69	же время	10	5
70	связи с	3	5
71	приводит к	4	5
72	один из	1	5
73	как бы	4	5
74	не является	1	5
75	в результате	2	5
76	только в	5	5
77	их и	1	4
78	в этой	4	4
79	перед нами	1	4
80	когда он	1	4
81	в самом	3	4
82	что все	3	4
83	даже в	1	4
84	одна из	3	4
85	никогда не	5	4
86	к тому	7	4
87	должен быть	1	4
88	в ее	1	4
89	это только	2	4
90	можно сказать	1	4
91	подобных им	1	4
92	с ними	1	4
93	что он	6	4
94	в связи	1	4
95	в своей	5	4
96	сил и	3	3
97	в котором	2	3
98	работая над	1	3
99	имеет свою	1	3
100	в которых	1	3
101	но как	1	3
102	силу этого	1	3
103	нет и	1	3
104	что они	3	3
105	с этим	2	3
106	и как	3	3
107	и к	6	3
108	всех этих	3	3
109	и по	3	3
110	говорить не	1	3
111	его в	4	3
112	что не	1	3
113	с тем	6	3
114	во время	2	3
115	точки зрения	11	3
116	сводится к	3	3
117	она не	2	3
118	значительной мере	2	3
119	образом в	1	3
120	никак не	1	3
121	в значительной	3	3
122	что и	3	3
123	того что	3	3
124	этот вопрос	2	3
125	является не	2	3
126	разума и	1	3
127	и их	1	3
128	даже и	2	3
129	в конце	3	3
130	именно в	3	3
131	мы знаем	1	3
132	так же	2	3
133	всех других	1	3
134	по существу	5	3
135	и от	2	3
136	или в	3	3
137	видно из	1	3
138	бы в	1	3
139	жизни и	4	3
140	как на	8	3
141	ее в	2	3
142	ту же	1	2
143	также и	1	2
144	без них	1	2
145	он может	1	2
146	видеть в	2	2
147	и этот	3	2
148	же как	1	2
149	в которой	1	2
150	на эти	1	2
151	говорить о	3	2
152	но даже	2	2
153	то это	3	2
154	в ней	2	2
155	еще не	3	2
156	что его	1	2
157	в различных	1	2
158	бы не	1	2
159	но не	4	2
160	если в	6	2
161	в общем	1	2
162	том числе	1	2
163	отнюдь не	7	2
164	стороны и	1	2
165	но в	2	2
166	с нею	3	2
167	эти положения	1	2
168	ни одна	3	2
169	он не	5	2
170	том чтобы	3	2
171	что ни	1	2
172	так например	1	2
173	человека в	1	2
174	в другом	3	2
175	заключается в	1	2
176	с другими	1	2
177	в жизни	1	2
178	не всегда	1	2
179	и для	6	2
180	что такое	2	2
181	могут не	2	2
182	всяком случае	6	2
183	не столько	1	2
184	знаем что	3	2
185	эта не	1	2
186	по крайней	1	2
187	если бы	6	2
188	чрезвычайно разнообразны	1	2
189	по себе	2	2
190	это особенно	1	2
191	можно ли	3	2
192	не менее	1	2
193	тогда когда	4	2
194	не по	1	2
195	того чтобы	8	2
196	только не	1	2
197	и весь	1	2
198	свидетельствуют о	1	2
199	в сознании	3	2
200	ничто иное	1	2
201	в области	2	2
202	ли это	4	2
203	от того	4	2
204	нет ни	1	2
205	и заключается	1	2
206	некоторых из	2	2
207	отличается от	2	2
208	же самое	1	2
209	числе и	1	2
210	должны быть	1	2
211	другом месте	1	2
212	что оно	3	2
213	для того	6	2
214	что при	1	2
215	на это	2	2
216	мысль о	1	2
217	только то	1	2
218	роль в	1	2
219	если они	2	2
220	он сам	3	2
221	и даже	2	2
222	именно этого	1	2
223	вот это	1	2
224	во всяком	9	2
225	лишь в	3	2
226	и просто	1	2
227	может не	3	2
228	от них	1	2
229	крайней мере	1	2
230	с реальной	1	2
231	конце концов	3	2
232	носит в	1	2
233	одной из	3	2
234	могло бы	1	2
235	вовсе не	1	2
236	к ним	1	2
237	не о	2	2
238	оно является	1	2
239	или иной	5	2
240	даже не	2	2
241	до сих	5	2
242	еще и	1	2
