N	2gram	Losev_Dial_4	Problema
1	и в	15	30
2	в своей	3	22
3	мифа о	1	19
4	не только	8	18
5	то что	16	18
6	в этом	11	17
7	том что	10	17
8	и даже	6	14
9	людей и	1	13
10	таким образом	5	13
11	но и	4	13
12	потому что	10	13
13	также и	4	12
14	о том	5	12
15	в его	4	12
16	а именно	6	12
17	в том	11	12
18	и не	30	12
19	так что	6	11
20	в своем	5	11
21	в этой	4	10
22	в виде	3	10
23	точки зрения	14	10
24	все же	2	9
25	но в	3	9
26	как символ	1	9
27	и вообще	7	9
28	только в	7	9
29	и все	11	9
30	сказать что	6	9
31	хотя и	6	8
32	с точки	9	8
33	никак не	2	8
34	в конце	1	8
35	вовсе не	6	8
36	как и	7	7
37	не в	8	7
38	никогда не	2	7
39	на землю	1	7
40	связи с	1	7
41	у нас	3	7
42	в дальнейшем	1	7
43	так и	5	7
44	что он	7	7
45	мы находим	2	7
46	может быть	17	7
47	говорит о	3	7
48	в связи	1	7
49	в результате	6	7
50	вместе с	2	7
51	и на	5	6
52	тут же	1	6
53	и как	4	6
54	в нем	5	6
55	при помощи	3	6
56	его в	1	6
57	можно найти	1	6
58	и его	7	6
59	можно сказать	5	6
60	и что	9	6
61	что и	6	6
62	уже не	9	6
63	так как	14	6
64	с другой	1	6
65	прежде всего	11	6
66	как бы	14	6
67	и для	5	6
68	конце концов	1	6
69	а в	1	6
70	другой стороны	2	6
71	и то	3	5
72	не просто	7	5
73	в которой	2	5
74	за это	1	5
75	тем не	2	5
76	в силу	4	5
77	и с	4	5
78	с тем	4	5
79	нисколько не	2	5
80	миф о	1	5
81	но он	1	5
82	что этот	2	5
83	не менее	2	5
84	и притом	3	5
85	того как	2	5
86	и о	8	5
87	и у	1	5
88	и их	2	5
89	мы можем	3	5
90	а не	18	5
91	не может	11	5
92	так же	4	5
93	как раз	4	5
94	будто бы	1	5
95	в самом	2	5
96	что в	7	5
97	человека и	2	4
98	едва ли	3	4
99	и он	1	4
100	отнюдь не	4	4
101	в себе	8	4
102	при этом	2	4
103	но все	2	4
104	же не	1	4
105	об этом	3	4
106	а его	1	4
107	было бы	9	4
108	ни в	8	4
109	не мог	2	4
110	не так	1	4
111	по крайней	7	4
112	в то	6	4
113	как о	2	4
114	тогда когда	5	4
