N	2gram	Propp_Isto_1	Narrotol
1	не только	12	32
2	может быть	25	25
3	но и	10	23
4	в качестве	5	21
5	и не	9	20
6	и в	28	19
7	в том	9	18
8	в этом	8	17
9	в тексте	1	16
10	не в	9	14
11	в частности	2	14
12	том что	7	14
13	представляет собой	4	12
14	в рамках	2	12
15	своего рода	1	12
16	а не	15	12
17	то что	9	11
18	а в	7	11
19	не может	15	10
20	при этом	3	9
21	так и	9	9
22	в его	5	9
23	со стороны	2	9
24	в себе	2	8
25	с другой	6	8
26	героя в	5	8
27	еще не	7	7
28	по отношению	3	7
29	как в	2	7
30	все же	10	7
31	времени и	1	7
32	как и	4	7
33	к тому	6	7
34	а также	1	7
35	с одной	4	7
36	одной стороны	4	7
37	такого рода	1	7
38	но не	5	6
39	точка зрения	2	6
40	то в	1	6
41	в себя	1	6
42	о том	9	6
43	что он	10	6
44	именно в	3	6
45	как это	3	6
46	отношению к	3	6
47	но в	8	6
48	не все	4	5
49	отличие от	2	5
50	отнюдь не	1	5
51	и как	2	5
52	уже не	3	5
53	в этой	6	5
54	тому же	1	5
55	в отличие	2	5
56	по себе	3	5
57	в основе	4	5
58	и его	3	5
59	в форме	3	5
60	себя в	2	5
61	речь идет	1	4
62	то же	12	4
63	из которых	3	4
64	здесь не	4	4
65	как правило	4	4
66	перед нами	3	4
67	за собой	2	4
68	в нем	2	4
69	в силу	5	4
70	но все	4	4
71	же не	3	4
72	и с	4	4
73	было бы	7	4
74	и тем	2	4
75	не мог	1	4
76	точку зрения	3	4
77	пока еще	1	4
78	связи с	4	4
79	те же	1	4
80	о нем	2	4
81	вслед за	6	4
82	только в	11	4
83	хотя бы	4	4
84	у него	1	4
85	в особенности	2	4
86	что не	2	4
87	прежде всего	10	4
88	как бы	2	4
89	да и	1	4
90	одной из	2	4
91	сказать что	5	4
92	другой стороны	5	4
93	это и	1	3
94	в первом	1	3
95	же как	2	3
96	и он	3	3
97	в ней	7	3
98	и на	4	3
99	может не	1	3
