N	3gram	Potebnia_M_1	Analitik
1	не может быть	9	16
2	в том что	13	9
3	в то же	3	8
4	то же время	3	6
5	что иное как	2	5
6	по отношению к	13	5
7	с точки зрения	3	4
8	не что иное	2	4
9	о том что	1	3
10	а не в	1	3
11	подобно тому как	3	3
12	в произведении искусства	1	3
13	в таком случае	2	3
14	бы то ни	2	3
15	из того что	1	3
16	и т п	2	3
17	для того чтобы	2	3
18	то ни было	1	3
19	с одной стороны	3	3
20	не в том	4	3
21	лишь в том	1	3
22	быть не может	2	3
23	и того же	2	2
24	того что в	1	2
25	в том и	2	2
26	в собственном значении	1	2
27	сами по себе	1	2
28	но и в	4	2
29	в этом отношении	1	2
30	в первом случае	1	2
31	не могут быть	2	2
32	с другой стороны	5	2
33	и все же	1	2
34	одного и того	2	2
35	в том виде	1	1
36	не в состоянии	1	1
37	но и самого	1	1
38	имеет дело с	1	1
39	и той же	3	1
40	более или менее	1	1
41	субъективности и объективности	1	1
42	как и во	1	1
43	душевной жизни человека	1	1
44	что как бы	1	1
45	только в том	6	1
46	до сих пор	1	1
47	в разные времена	2	1
48	говоря уже о	1	1
49	сам по себе	1	1
50	между тем как	1	1
51	том что именно	1	1
52	в собственном смысле	1	1
53	виде в каком	1	1
54	в противном случае	3	1
55	с этой точки	1	1
56	по крайней мере	2	1
57	как если бы	1	1
58	может быть понят	1	1
59	это была бы	1	1
60	то есть его	1	1
61	всякое понимание есть	1	1
62	не только в	3	1
63	смысле этого слова	1	1
64	противном случае мы	1	1
65	и не могут	1	1
66	в свою очередь	4	1
67	то что мы	1	1
68	все без исключения	1	1
69	и при этом	2	1
70	и как бы	3	1
71	она может быть	1	1
72	во всяком случае	1	1
73	но в мире	1	1
74	субъекта и объекта	4	1
75	этой точки зрения	1	1
76	совмещает в себе	1	1
77	том виде в	1	1
78	существует независимо от	1	1
79	значение только в	1	1
80	но то что	1	1
81	между тем в	1	1
82	и тем самым	1	1
83	имеют значение только	1	1
84	он не есть	1	1
85	только тогда когда	4	1
86	возможно только в	1	1
87	в себе все	1	1
88	в этом смысле	4	1
89	не следует думать	1	1
90	в связи с	1	1
91	к тому что	2	1
92	одной и той	3	1
93	и таким образом	1	1
94	как и в	2	1
95	при помощи языка	1	1
96	не так как	1	1
97	не говоря уже	1	1
