N	2gram	Propp_Isto_6	Problemy
1	и в	26	35
2	как бы	4	31
3	и не	10	27
4	что он	9	24
5	в его	5	21
6	но в	7	19
7	как и	5	18
8	к себе	2	18
9	не может	6	18
10	к другому	1	16
11	в нем	8	16
12	то есть	1	16
13	то же	5	15
14	в этом	12	14
15	и его	7	14
16	для него	1	14
17	может быть	11	14
18	но и	9	14
19	все это	1	14
20	он не	2	13
21	что я	1	13
22	к нему	1	13
23	и с	6	12
24	в другом	1	12
25	прежде всего	4	12
26	и к	1	12
27	в то	5	11
28	не только	10	10
29	не в	3	10
30	то что	6	10
31	мы уже	6	8
32	все же	8	8
33	как мы	4	8
34	так и	5	8
35	и для	1	8
36	потому что	13	8
37	еще не	9	7
38	на них	1	7
39	с его	4	7
40	и наконец	3	7
41	там где	5	7
42	таким образом	12	7
43	и сам	2	7
44	в виде	6	7
45	вовсе не	2	7
46	так же	2	7
47	что же	2	7
48	точки зрения	1	7
49	с ним	8	7
50	а в	3	7
51	отношению к	2	7
52	и на	12	6
53	но не	2	6
54	по отношению	2	6
55	отношение к	1	6
56	что они	2	6
57	что у	2	6
58	к тому	2	6
59	в одном	3	6
60	и что	5	6
61	только в	5	6
62	на меня	1	6
63	но это	4	6
64	от него	3	6
65	не знает	1	6
66	что в	12	6
67	и то	3	5
68	как в	6	5
69	в себе	3	5
70	он и	2	5
71	даже в	2	5
72	на него	2	5
73	уже говорили	1	5
74	его с	3	5
75	и это	8	5
76	в том	12	5
77	с ними	2	5
78	так что	3	5
79	и даже	1	5
80	когда я	1	5
81	к своему	3	5
82	этого слова	1	5
83	героя в	2	5
84	он как	1	4
85	в мире	1	4
86	он в	1	4
87	же и	1	4
88	та же	3	4
89	что это	2	4
90	но на	1	4
91	на его	4	4
92	и вот	3	4
93	друг с	1	4
94	но все	2	4
95	же не	2	4
96	его в	5	4
97	в них	3	4
98	в эту	2	4
99	в своей	3	4
100	но он	2	4
101	меня не	1	4
102	никогда не	13	4
103	как будто	3	4
104	где он	2	4
105	еще в	3	4
106	все его	1	4
107	между тем	1	4
108	говорит он	2	4
109	наконец в	1	4
110	все время	2	4
111	всяком случае	2	4
112	так как	18	4
113	у него	7	4
114	тем что	5	4
115	с другой	10	4
116	он это	1	4
117	с другом	1	4
118	что не	2	4
119	в стиле	1	4
120	а не	2	4
121	но как	4	4
122	бы в	1	4
123	но зато	1	4
124	во всяком	2	4
125	как его	1	3
126	за собой	5	3
