N	3gram	Bakhtin_Fr_3	Psycholo
1	в том что	1	11
2	и в самом	1	10
3	с точки зрения	1	9
4	для того чтобы	3	8
5	мы видим что	1	7
6	все то что	2	6
7	заключается в том	1	6
8	с самого начала	1	6
9	до сих пор	4	5
10	с другой стороны	1	5
11	и в этом	1	3
12	мы уже говорили	3	3
13	о том что	2	3
14	о том как	1	2
15	в своем роде	1	2
16	на самом деле	3	2
17	как мы увидим	1	2
18	только то что	1	2
19	в данном случае	2	2
20	смысле этого слова	1	2
21	во всяком случае	1	2
22	то что он	1	2
23	мы все время	1	2
24	мы видели что	1	2
25	вовсе не в	1	2
26	и вместе с	1	2
27	в свою очередь	1	2
28	было бы совершенно	1	2
29	все же в	1	2
30	как мы видели	2	2
31	и в другом	1	2
32	так много в	2	1
33	и в сущности	1	1
34	одна из важнейших	1	1
35	но все же	1	1
36	не так как	1	1
37	в одном слове	1	1
38	видов и форм	1	1
39	которое мы встречаем	1	1
40	прямо заявляет что	1	1
41	имеем в виду	1	1
42	только там где	1	1
43	но что в	1	1
44	и ко всему	1	1
45	они не могут	1	1
46	в мировой литературе	3	1
47	как и все	3	1
48	в отличие от	3	1
49	между этими двумя	1	1
50	рассказывает в своей	1	1
51	в этом отношении	2	1
52	дело вовсе не	1	1
53	в том именно	1	1
54	кроме того что	1	1
55	можно было бы	2	1
56	это вовсе не	2	1
57	которое характерно для	1	1
58	в основе своей	1	1
59	может быть и	1	1
60	уже говорили что	1	1
61	в применении к	1	1
62	может быть понято	1	1
63	там где он	1	1
64	все эти три	1	1
65	в своей основе	1	1
66	в той же	4	1
67	в обычном смысле	1	1
68	которые как мы	1	1
69	во всех отношениях	1	1
70	месте своей книги	1	1
71	в точном смысле	1	1
72	мы уже указывали	1	1
73	и той же	2	1
74	в комментариях к	1	1
75	не могла не	1	1
76	тон и стиль	1	1
77	сих пор не	1	1
78	по сравнению с	2	1
79	так например в	1	1
80	и тут же	1	1
81	каждого из этих	1	1
82	в том чтобы	1	1
83	что в ней	1	1
84	мы знаем что	1	1
85	можно сказать что	2	1
86	но и не	1	1
87	или во всяком	1	1
88	здесь все слова	1	1
89	таким образом и	1	1
90	одной и той	2	1
91	не может быть	2	1
92	в высшей степени	1	1
93	подобно тому как	1	1
94	есть все то	1	1
95	как раз в	2	1
96	и здесь не	1	1
