N	2gram	Bakhtin_Fr_1	Komedia
1	и в	65	26
2	в комедии	1	19
3	и не	22	14
4	и его	10	12
5	к тому	2	12
6	так и	10	12
7	тому же	1	11
8	может быть	6	11
9	в том	16	11
10	в этом	15	10
11	на протяжении	5	10
12	но и	10	10
13	том что	6	9
14	что в	3	9
15	было бы	1	8
16	и на	11	7
17	не только	10	7
18	что и	1	7
19	из них	4	7
20	ли не	1	7
21	еще не	6	6
22	в своем	8	6
23	о том	2	6
24	в нем	13	6
25	в то	1	6
26	того чтобы	1	6
27	потому что	5	6
28	и здесь	3	6
29	наряду с	2	6
30	во время	4	6
31	то что	3	6
32	в которой	1	5
33	античной литературы	1	5
34	с его	5	5
35	что он	3	5
36	с этим	1	5
37	для того	1	5
38	а затем	2	5
39	в комедиях	1	5
40	в v	1	5
41	и с	3	5
42	один из	1	5
43	к этому	1	5
44	уже в	1	4
45	в наиболее	2	4
46	хотя и	2	4
47	в самом	4	4
48	в целом	2	4
49	из этих	2	4
50	с их	5	4
51	это было	2	4
52	в них	5	4
53	как и	5	4
54	в этих	2	4
55	место в	1	4
56	не менее	1	4
57	как мы	6	4
58	можно было	1	4
59	еще в	1	4
60	его в	7	4
61	между тем	5	4
62	в его	9	4
63	только в	7	4
64	до нас	3	4
65	же в	2	4
66	в начале	1	4
67	так как	6	4
68	у него	1	4
69	на этот	2	4
70	прежде всего	11	4
71	мира в	3	4
72	в частности	5	4
73	как это	1	4
74	все же	6	4
75	и для	2	4
76	и от	2	4
77	одной из	1	4
78	точки зрения	7	4
79	речь идет	1	3
80	например в	2	3
81	тех же	1	3
82	то же	1	3
83	в их	4	3
84	это время	2	3
85	в ней	6	3
86	во всех	9	3
87	но не	2	3
88	по отношению	1	3
89	как в	5	3
90	что касается	1	3
91	но в	14	3
92	в этой	4	3
93	как он	1	3
94	но все	3	3
95	человека в	1	3
96	могла бы	1	3
97	при всем	1	3
98	в самой	3	3
99	же время	1	3
100	связи с	4	3
101	что на	1	3
102	многие из	2	3
103	но там	1	3
104	и сам	1	3
105	к нему	3	3
106	для всех	1	3
107	и их	3	3
108	друг друга	3	3
109	тем что	1	3
110	из комедий	1	3
111	здесь в	8	3
112	не было	1	3
113	так называемой	1	3
114	о чем	1	3
115	в связи	1	3
116	и особенно	2	3
117	из которых	1	3
118	в тех	3	3
119	отношению к	1	3
120	да и	2	3
121	все это	9	3
122	мы найдем	2	3
123	или в	2	3
124	для нас	4	3
125	интерес к	2	3
126	в своей	5	3
127	жизни и	7	3
128	того времени	1	3
129	том числе	10	3
130	не может	3	3
131	одним из	2	2
132	а из	1	2
133	мы имеем	1	2
134	мы не	1	2
135	из самых	1	2
136	говорить о	1	2
137	не вполне	2	2
138	в виду	3	2
139	в народном	2	2
140	он был	2	2
141	под названием	1	2
142	в ее	3	2
143	и другие	8	2
144	отличие от	5	2
145	человеку и	1	2
146	и вовсе	3	2
147	что по	1	2
148	самом начале	1	2
149	имеет в	1	2
150	от этого	1	2
151	чуть ли	1	2
152	в нашем	1	2
153	по которым	1	2
154	роль в	2	2
155	и если	1	2
156	он не	2	2
157	и еще	4	2
158	античного мира	1	2
159	на этом	1	2
160	об этом	1	2
161	связанных с	1	2
162	второй половины	3	2
163	это не	3	2
164	на сцене	1	2
165	в это	2	2
166	в развитии	1	2
167	всяком случае	1	2
168	бы к	1	2
169	представление о	1	2
170	в отличие	4	2
171	которые в	1	2
172	не в	4	2
173	в конце	1	2
174	вовсе не	18	2
175	даже в	3	2
176	одна из	1	2
177	в одном	5	2
178	комические маски	1	2
179	в какой-то	1	2
180	аттическая комедия	1	2
181	не является	3	2
182	с другом	1	2
183	в духе	8	2
184	с участием	1	2
185	на это	1	2
186	и это	2	2
187	так в	1	2
188	с собой	1	2
189	отрицать что	1	2
190	в состав	1	2
191	на что	2	2
192	времени в	1	2
193	и во	3	2
194	и все	5	2
195	мы понимаем	1	2
196	достаточно назвать	1	2
197	наконец в	1	2
198	представления о	2	2
199	в жизнь	1	2
200	с которыми	1	2
201	и дает	1	2
202	с ними	1	2
203	в какой	1	2
204	и ее	1	2
205	в уста	1	2
206	с одной	2	2
207	и у	6	2
208	одно из	6	2
209	не для	2	2
210	отношение к	4	2
211	от того	2	2
212	в других	3	2
213	рядом с	5	2
214	нет и	2	2
215	со стороны	1	2
216	и к	4	2
217	до сих	4	2
218	с другой	3	2
219	нового времени	13	2
220	этого времени	1	2
221	дошедших до	2	2
222	одной стороны	2	2
223	а на	1	2
224	у других	2	2
225	для этой	1	2
226	по своему	8	2
227	в изображении	2	2
228	в течение	1	2
229	в той	5	2
230	как бы	22	2
231	друг с	1	2
232	сих пор	4	2
233	в так	1	2
234	более поздние	1	2
235	бы в	1	2
236	еще более	5	2
237	хотя бы	1	2
238	от ее	1	2
239	от всех	3	2
240	во всяком	1	2
241	и шире	1	1
242	то на	1	1
243	говоря о	1	1
244	отношения к	2	1
245	изменилось и	1	1
246	нет другой	1	1
247	самом деле	3	1
248	этого последнего	1	1
249	или к	2	1
250	так у	1	1
251	как результат	1	1
252	по его	3	1
253	еще остается	1	1
254	на первый	1	1
255	для своего	2	1
256	по объему	1	1
257	этого нет	1	1
258	память о	2	1
259	на эти	1	1
260	еды и	1	1
261	в маске	2	1
262	самую сущность	1	1
263	в сущности	16	1
264	план в	1	1
265	они были	6	1
266	и самой	1	1
267	первый план	1	1
268	все эти	10	1
269	время в	2	1
270	в чем	2	1
271	время он	1	1
272	и мира	1	1
273	во внешнем	1	1
274	в область	1	1
275	же она	1	1
276	значение и	2	1
277	в общем	4	1
278	не просто	3	1
279	друг от	1	1
280	в свои	1	1
281	первых десятилетий	2	1
282	его творчество	1	1
283	тирсо де	1	1
284	чем же	1	1
285	которой они	1	1
286	как к	1	1
287	стороны он	1	1
288	это был	1	1
289	в полном	1	1
290	как уже	1	1
291	начале нашего	1	1
292	с нею	1	1
293	жизни в	5	1
294	роль играет	1	1
295	в чисто	2	1
296	для которого	1	1
297	всего средневековья	2	1
298	связанного с	1	1
299	остановиться на	1	1
300	по форме	1	1
301	в себе	3	1
302	не могла	1	1
303	на его	2	1
304	с традициями	2	1
305	главным образом	6	1
306	сказать в	1	1
307	в античном	1	1
308	видеть в	2	1
309	никакому сомнению	1	1
310	систему его	1	1
311	и более	1	1
312	европейской культуры	3	1
313	средством для	1	1
314	встретим в	1	1
315	не могли	1	1
316	его от	2	1
317	нему же	1	1
318	в основу	1	1
319	бы быть	2	1
320	самим собой	1	1
321	на все	2	1
322	входит в	4	1
323	мира сего	1	1
324	действительности в	1	1
325	для эпохи	1	1
326	по себе	1	1
327	с радостью	1	1
328	мы встретим	1	1
329	в жизни	4	1
330	в бытовом	1	1
331	но уже	1	1
332	проблемы он	1	1
333	в тот	1	1
334	его приняли	1	1
335	необходимость в	1	1
336	и уже	1	1
337	он и	3	1
338	на две	1	1
339	ни с	2	1
340	де молина	1	1
341	здесь она	1	1
342	в эту	1	1
343	которую он	1	1
344	во второй	2	1
345	от своего	2	1
346	и при	1	1
347	мысль и	1	1
348	произведения созданные	1	1
349	своем роде	1	1
350	и без	2	1
351	же это	1	1
352	между людьми	5	1
353	не столько	1	1
354	было очень	1	1
355	его лежит	1	1
356	значение для	1	1
357	только для	1	1
358	времени не	1	1
359	нам в	1	1
360	их в	2	1
361	ним в	1	1
362	вместе со	1	1
363	освободиться от	1	1
364	и очень	2	1
365	с точки	3	1
366	на рубеже	1	1
367	но они	1	1
368	тем самым	1	1
369	с которой	1	1
370	здесь на	2	1
371	в основе	8	1
372	как абсолютный	1	1
373	отношениях к	1	1
374	никогда не	6	1
375	самой жизни	3	1
376	ничего не	3	1
377	в разных	1	1
378	богатого и	1	1
379	относят к	1	1
380	для постановки	1	1
381	всю историю	1	1
382	и считают	1	1
383	со своим	1	1
384	сводится к	1	1
385	внешней и	1	1
386	здесь же	1	1
387	людьми не	1	1
388	эти три	1	1
389	этот образ	1	1
390	в области	7	1
391	и мелкие	1	1
392	к себе	2	1
393	вошли в	1	1
394	и всех	1	1
395	отличается от	1	1
396	числе и	7	1
397	как почти	1	1
398	той или	5	1
399	они и	1	1
400	либо вовсе	1	1
401	от друга	1	1
402	и служит	1	1
403	в собственном	1	1
404	или еще	1	1
405	в себя	3	1
406	действия и	1	1
407	в пределах	1	1
408	приводит к	2	1
409	культуры на	1	1
410	в рамки	1	1
411	на положение	1	1
412	самый обширный	1	1
413	времени и	6	1
414	было в	1	1
415	в контексте	1	1
416	в последующих	5	1
417	здесь нет	1	1
418	образы в	1	1
419	к самой	1	1
420	шаги на	1	1
421	разного рода	3	1
422	но у	2	1
423	жизнь и	1	1
424	в эпоху	9	1
425	остановимся на	1	1
426	сомнений но	1	1
427	с ним	3	1
428	с человеком	1	1
429	можно найти	1	1
430	кого не	1	1
431	современной жизни	1	1
432	зрения на	1	1
433	и та	1	1
434	второй половине	2	1
435	и имени	1	1
436	за пределами	1	1
437	как ее	1	1
438	его жизни	1	1
439	даже у	1	1
440	все его	1	1
441	нас в	1	1
442	этих двух	2	1
443	и были	1	1
444	в которую	1	1
445	от них	1	1
446	лица и	1	1
447	но нет	1	1
448	и целых	1	1
449	во всей	3	1
450	выступает как	1	1
451	них в	1	1
452	и ни	3	1
453	нас дошли	1	1
454	в вольную	1	1
455	и следовательно	1	1
456	дома в	1	1
457	не зная	1	1
458	в литературе	6	1
459	к которому	1	1
460	как например	1	1
461	существенно изменилось	1	1
462	по своей	3	1
463	всякого рода	1	1
464	наиболее ярко	1	1
465	образов и	2	1
466	мы видим	2	1
467	однозначного решения	1	1
468	человека с	1	1
469	конечно не	1	1
470	в большинстве	2	1
471	только на	2	1
472	и они	1	1
473	то и	1	1
474	мудрость в	1	1
475	получили в	1	1
476	целого ряда	1	1
477	основе его	2	1
478	от других	1	1
479	связан в	1	1
480	большинстве случаев	2	1
481	он имеет	1	1
482	мир в	3	1
483	для него	5	1
484	земли и	5	1
485	не находит	1	1
486	в известной	3	1
487	не о	1	1
