N	3gram	Tiupa_Narr_1	Hudozhes
1	в том что	5	11
2	по отношению к	3	7
3	о том что	2	7
4	даме с собачкой	6	6
5	в даме с	5	5
6	так и не	2	4
7	подобно тому как	3	4
8	то же время	4	4
9	в то же	4	4
10	к тому что	1	4
11	в самом деле	2	3
12	но при этом	1	3
13	не может быть	4	3
14	как и в	1	3
15	в конечном счете	1	3
16	ни о чем	1	3
17	с одной стороны	1	3
18	для того чтобы	3	3
19	тем не менее	3	3
20	в соответствии с	4	3
21	состоит в том	2	2
22	а не в	1	2
23	дело не только	1	2
24	что у нее	2	2
25	с точки зрения	1	2
26	до сих пор	2	2
27	и в то	1	2
28	идет по полю	2	2
29	выговорить ни слова	1	2
30	в финале рассказа	1	2
31	как он сам	1	2
32	и в двух	1	2
33	в этой связи	1	2
34	в данном случае	8	2
35	то же самое	2	2
36	в этом и	3	2
37	поднимались из-за гребенки	1	2
38	первой половины рассказа	1	2
39	дьяконицей чем матерью	1	2
40	не только в	6	2
41	себя больше дьяконицей	1	2
42	вместе с серым	2	2
43	чувствовала себя больше	1	2
44	с анной сергеевной	5	2
45	к тому же	5	2
46	на другой день	3	2
47	больше дьяконицей чем	1	2
48	дама с собачкой	1	2
49	и т д	1	2
50	с серым точно	1	1
51	с гуровым в	1	1
52	одно слово то	1	1
53	ее полные розовые	1	1
54	своего дядю преосвященного	1	1
55	серая от пыли	2	1
56	мягким взглядом очень	1	1
57	равнодушии к жизни	1	1
58	это уже не	1	1
59	гурова живешь точно	1	1
60	преосвященный петр и	1	1
61	а на другой	1	1
62	он свободен теперь	1	1
63	на будущее какая	1	1
64	лет назад она	1	1
65	если цензура зачеркнет	1	1
66	ни слова ничего	1	1
67	но и самого	1	1
68	и бессмысленное делают	1	1
69	уже простой обыкновенный	1	1
70	той или иной	4	1
71	хотелось быть искренним	1	1
72	символически аргументирует горькую	1	1
73	та же надежда	1	1
74	этом и состоит	3	1
75	наделяет обновленного преобразившегося	1	1
76	строгом значении этого	1	1
77	а п чудаков	1	1
78	дело в том	2	1
79	в речи повествователя	1	1
80	в рассказе душечка	1	1
81	себя всякими рассуждениями	1	1
82	волнует все та	1	1
83	дядю преосвященного как	1	1
84	он уже простой	1	1
85	про жениха и	1	1
