N	2gram	Bakhtin_sl_2	FransuaR
1	и в	39	65
2	то есть	26	45
3	и др	4	24
4	как бы	7	22
5	и не	22	22
6	вовсе не	10	18
7	и т.п	2	17
8	в сущности	6	16
9	в том	5	16
10	в этом	16	15
11	но в	6	14
12	в нем	19	13
13	в условиях	1	13
14	мы уже	2	12
15	и на	4	11
16	прежде всего	8	11
17	все эти	6	10
18	не только	24	10
19	и его	33	10
20	так и	15	10
21	но и	21	10
22	и потому	7	10
23	том числе	1	10
24	во всех	12	9
25	в его	7	9
26	все это	16	9
27	за пределы	2	8
28	всех этих	4	8
29	в своем	6	8
30	в основе	4	8
31	в духе	1	8
32	культуры и	1	8
33	в дальнейшем	2	8
34	и даже	7	8
35	здесь в	3	8
36	и другие	2	8
37	его в	4	7
38	точки зрения	8	7
39	уже говорили	1	7
40	в области	2	7
41	только в	5	7
42	влияние на	2	7
43	числе и	1	7
44	жизни и	6	7
45	и литературы	1	6
46	они были	1	6
47	в ней	3	6
48	еще не	7	6
49	все же	6	6
50	при этом	7	6
51	том что	5	6
52	в отношении	4	6
53	никогда не	7	6
54	как мы	7	6
55	в значительной	6	6
56	в литературе	1	6
57	одно из	1	6
58	так как	4	6
59	может быть	37	6
60	века и	1	6
61	не знает	2	6
62	сказать что	3	6
63	литературы и	1	5
64	с его	7	5
65	отличие от	13	5
66	как в	13	5
67	с их	3	5
68	на протяжении	2	5
69	в них	6	5
70	рядом с	3	5
71	как и	6	5
72	в своей	1	5
73	той или	5	5
74	между тем	3	5
75	на мир	2	5
76	для него	7	5
77	в одном	2	5
78	или иной	5	5
79	превращается в	1	5
80	в частности	1	5
81	xix века	4	5
82	в той	4	5
83	и все	5	5
84	еще более	2	5
85	в своих	1	5
86	жизни в	2	5
87	xvii века	2	4
88	в средние	1	4
89	и до	1	4
90	и к	6	4
91	поэтому и	4	4
92	в самом	1	4
93	в этой	1	4
94	так сказать	6	4
95	и еще	1	4
96	в узком	4	4
97	входит в	4	4
98	в их	2	4
99	в отличие	12	4
100	мысли и	1	4
101	не в	9	4
102	до сих	2	4
103	у сервантеса	1	4
104	большей или	1	4
105	связи с	3	4
106	отношение к	4	4
107	и оценки	1	4
108	или меньшей	1	4
109	нужно сказать	1	4
110	сих пор	2	4
111	мира и	5	4
112	это как	1	4
113	для нас	5	4
114	средние века	1	4
115	новое время	2	3
116	можно говорить	2	3
117	в применении	1	3
118	мировой литературе	2	3
119	конечно и	2	3
120	менее всего	2	3
121	не просто	1	3
122	связанный с	1	3
123	в себя	2	3
124	уже не	5	3
125	но все	5	3
126	то что	2	3
127	в себе	2	3
128	но на	1	3
129	в xvii	2	3
