N	2gram	Ircho_Kome_3	Analitik
1	в этом	8	18
2	не только	5	16
3	и в	22	16
4	в частности	3	16
5	так и	4	15
6	как и	3	14
7	но и	4	12
8	и не	21	12
9	том что	13	12
10	в том	12	12
11	в качестве	2	11
12	при этом	7	10
13	могут быть	1	10
14	а не	4	10
15	как бы	3	10
16	в этой	3	9
17	ничего не	3	9
18	в пределах	2	9
19	и даже	3	9
20	всего лишь	2	8
21	в целом	3	8
22	представляет собой	3	8
23	состоит в	2	8
24	не случайно	1	8
25	отнюдь не	4	8
26	особенно в	1	7
27	к тому	6	7
28	а также	2	7
29	о том	8	7
30	в себе	4	7
31	то что	4	7
32	в самом	9	6
33	и на	2	6
34	но в	5	6
35	в мире	2	6
36	говорить о	3	6
37	может быть	6	6
38	с другой	4	6
39	как это	5	6
40	на себя	4	5
41	в сторону	1	5
42	и к	3	5
43	с одной	3	5
44	говорит о	1	5
45	того же	6	4
46	в сущности	2	4
47	столь же	3	4
48	но не	1	4
49	по отношению	5	4
50	за пределы	2	4
51	как в	2	4
52	в своем	8	4
53	хотя и	5	4
54	в себя	1	4
55	тому же	6	4
56	уже говорилось	1	4
57	нашего времени	1	4
58	на этом	1	4
59	то же	7	4
60	не с	2	4
61	и тем	1	4
62	точки зрения	4	4
63	не в	4	4
64	в конце	7	4
65	же его	1	4
66	не менее	5	4
67	можно сказать	1	4
68	во всех	2	4
69	только в	1	4
70	и его	6	4
71	в сознании	1	4
72	не так	3	4
73	у него	4	4
74	как раз	6	4
75	одной стороны	3	4
76	не может	3	4
77	и особенно	2	4
78	этом случае	2	4
79	о его	2	4
80	все это	5	4
81	отношению к	3	4
82	я и	1	3
83	в ситуации	1	3
84	едва ли	7	3
85	в их	2	3
86	в конечном	2	3
87	мы имеем	1	3
88	ему в	1	3
89	не был	1	3
90	ответ на	1	3
91	что касается	2	3
92	как уже	1	3
93	самом начале	1	3
94	в нашем	1	3
95	на его	2	3
96	и если	2	3
97	и сам	5	3
98	его от	2	3
99	подобно тому	1	3
100	несмотря на	4	3
101	не мог	2	3
102	место в	1	3
103	не столько	1	3
104	на фоне	1	3
105	тем не	3	3
106	по крайней	1	3
107	случае в	1	3
108	на себе	1	3
109	никогда не	3	3
110	со своим	1	3
111	сводится к	1	3
112	тем что	5	3
113	этом отношении	2	3
114	что на	1	3
115	как мы	2	3
116	приводит к	3	3
117	можно было	2	3
118	в результате	2	3
119	если бы	8	3
120	одного из	3	3
121	что и	8	3
122	крайней мере	1	3
123	и все	2	3
124	одной из	3	3
125	так что	6	3
126	из них	5	3
127	обращает на	1	3
128	при всей	2	3
129	только на	1	3
130	со стороны	11	3
131	было бы	3	3
132	текста это	1	3
133	тому как	1	3
134	в первой	1	3
135	или в	1	3
136	бы в	4	3
137	прежде всего	5	3
138	себя внимание	1	3
139	а в	7	3
140	на смену	1	3
141	не знает	3	3
142	в действительности	1	3
143	по поводу	1	3
144	речь идет	5	2
145	отношения к	2	2
146	перед лицом	2	2
147	и до	1	2
148	из его	2	2
149	той же	1	2
150	а как	2	2
151	во времени	1	2
152	в изложении	1	2
153	и он	2	2
154	собой в	1	2
155	еще не	6	2
156	он был	4	2
157	конечном счете	2	2
158	отличие от	2	2
159	и я	2	2
160	на то	3	2
161	в случае	1	2
162	он не	5	2
163	от которого	1	2
164	картины мира	1	2
165	что она	4	2
166	таким образом	12	2
167	а затем	2	2
168	что все	1	2
169	же не	1	2
170	них не	1	2
171	это было	1	2
172	обоих случаях	1	2
173	столь различных	1	2
174	соответствии с	1	2
175	он и	2	2
176	в этих	1	2
177	в своей	5	2
178	в котором	2	2
179	с точки	3	2
180	в отличие	1	2
181	стало быть	1	2
182	теми же	1	2
183	в устах	1	2
184	как смерть	1	2
185	она не	2	2
186	что с	2	2
187	в обоих	1	2
188	в то	6	2
189	дело не	2	2
190	не имеет	3	2
191	на котором	1	2
192	текста и	1	2
193	на него	4	2
194	же время	5	2
195	в текст	1	2
196	о гибели	1	2
197	ли не	2	2
198	всего в	1	2
199	роль в	2	2
200	обращаясь к	1	2
201	те же	1	2
202	на которую	1	2
203	раз не	1	2
204	это только	1	2
205	строго говоря	1	2
206	с ним	5	2
207	что в	5	2
208	о своей	1	2
209	за пределами	2	2
210	никак не	1	2
211	не позволяет	3	2
212	его в	8	2
213	и во	2	2
214	между тем	2	2
215	аналогичным образом	1	2
216	в его	8	2
217	с той	1	2
218	один из	3	2
219	а то	1	2
220	одно из	1	2
221	и их	1	2
222	в одном	2	2
223	вовсе не	4	2
224	не о	3	2
225	представляют собой	2	2
226	если говорить	1	2
227	вслед за	1	2
228	сообщения о	1	2
229	отношения в	1	2
230	этого персонажа	1	2
231	в соответствии	1	2
232	превращается в	1	2
233	на этот	3	2
234	была бы	1	2
235	о чем	7	2
236	вместе с	9	2
237	так же	4	2
238	к его	1	2
239	к своему	2	2
240	такого рода	1	2
241	в ответ	1	2
242	по существу	2	2
243	в состоянии	1	2
244	персонажей в	1	2
245	ты не	1	2
246	и для	4	2
247	еще одна	1	2
248	в двух	3	2
249	от своего	1	2
250	сказать что	1	2
251	другой стороны	2	2
252	т е	16	2
253	выходят за	1	2
254	этой сцены	1	2
255	об этих	1	2
256	все что	3	2
257	к этому	6	2
258	в таком	2	2
259	и наиболее	1	1
260	ко всем	1	1
261	и т	4	1
262	с жизнью	1	1
263	самом деле	6	1
