N	3gram	Propp_Isto_3	Problemy
1	на самом деле	1	9
2	с самого начала	1	8
3	по отношению к	2	6
4	мы уже говорили	1	5
5	во всяком случае	2	4
6	и прежде всего	1	4
7	друг с другом	1	4
8	с другой стороны	7	3
9	не может быть	1	3
10	к тому же	2	3
11	смысле этого слова	1	2
12	с точки зрения	1	2
13	можно было бы	1	2
14	остановимся только на	1	2
15	в такой же	1	2
16	с ними а	1	2
17	подобно тому как	1	2
18	но все же	2	2
19	в большинстве случаев	1	2
20	на всю жизнь	1	2
21	в том что	5	2
22	в нем происходит	1	1
23	мы остановимся только	1	1
24	что он все	1	1
25	и столь же	1	1
26	время от времени	1	1
27	и от него	1	1
28	в чем же	1	1
29	очень много примеров	1	1
30	в этом случае	5	1
31	до сих пор	5	1
32	что он ничего	1	1
33	и в других	2	1
34	вместе с тем	1	1
35	а так как	1	1
36	что в нем	1	1
37	это вовсе не	1	1
38	к этому мы	1	1
39	как если бы	1	1
40	здесь еще не	1	1
41	и то что	2	1
42	может быть и	1	1
43	что он так	1	1
44	то время как	2	1
45	в данном случае	3	1
46	но там где	1	1
47	так может быть	2	1
48	один из моментов	1	1
49	видели что в	1	1
50	но и не	1	1
51	мы сейчас увидим	1	1
52	и в том	1	1
53	мы видели что	3	1
54	в то время	2	1
55	следующий за ним	1	1
56	это еще не	2	1
57	но тем не	2	1
58	как и в	2	1
59	и вместе с	1	1
60	в свою очередь	1	1
61	о том что	2	1
62	есть своего рода	1	1
63	не только не	2	1
64	как мы сейчас	1	1
65	но в этом	1	1
66	можно сказать что	1	1
67	друг от друга	1	1
68	тем не менее	5	1
69	как мы видели	5	1
70	и было бы	1	1
71	уже не в	1	1
72	что и в	2	1
