N	3gram	Tiupa_Anal_2	DiskursI
1	в том что	6	13
2	по отношению к	4	9
3	с одной стороны	4	9
4	тогда как в	2	5
5	по природе своей	2	5
6	о том что	6	5
7	в отличие от	2	4
8	то же время	2	4
9	к тому же	4	4
10	той или иной	3	3
11	не может быть	1	3
12	в свою очередь	1	3
13	с другой стороны	2	3
14	в то же	2	3
15	мы имеем дело	3	2
16	по этой причине	1	2
17	подобно тому как	3	2
18	в соответствии с	2	2
19	то же самое	1	2
20	а в том	1	2
21	сами по себе	1	2
22	по крайней мере	3	2
23	в значительной степени	2	2
24	а не только	2	2
25	в данном случае	5	2
26	не только в	2	2
27	состоит в том	4	2
28	едва ли не	2	2
29	событие самого рассказывания	1	2
30	в частности в	2	2
31	более или менее	1	2
32	сказать и о	1	2
33	но в качестве	1	2
34	то есть в	2	2
35	но отнюдь не	1	2
36	можно сказать что	1	2
37	в силу своей	1	2
38	адресата при этом	1	2
39	в этом случае	4	1
40	ни о чем	1	1
41	обнаруживает себя в	2	1
42	следует понимать как	1	1
43	субъекта объекта и	2	1
44	как ценностного центра	1	1
45	прежде всего в	1	1
46	внимание не только	1	1
47	одним и тем	1	1
48	как уже было	1	1
49	и даже не	1	1
50	формах внутренней речи	1	1
51	в этом смысле	2	1
52	может быть признано	1	1
53	внимание на то	1	1
54	свидетельствует о том	1	1
55	как раз и	1	1
56	значении этого слова	1	1
57	роль в организации	1	1
58	самое следует сказать	1	1
59	с точки зрения	2	1
60	тому как мы	1	1
61	к предмету речи	2	1
62	и должны быть	1	1
63	объектной и субъектной	3	1
64	из них в	1	1
65	хотя бы и	1	1
66	мира вокруг я	1	1
67	имеем дело не	1	1
68	в первую очередь	1	1
69	тех случаях когда	1	1
70	что здесь именуется	1	1
71	только то что	1	1
72	в таком случае	2	1
73	том или ином	2	1
74	в противном случае	1	1
75	целом ряде произведений	1	1
76	тогда как его	1	1
77	следует упускать из	1	1
78	одно и то	1	1
79	уже было сказано	1	1
80	событий тогда как	1	1
81	недискурсивных формах внутренней	1	1
82	как уже говорилось	2	1
83	содержит в себе	3	1
84	дело не с	1	1
85	и тем же	1	1
86	в равной мере	1	1
87	из виду что	1	1
88	что с ними	1	1
89	следует сказать и	1	1
90	в известном смысле	1	1
91	во всех этих	1	1
92	имеем дело с	1	1
93	том что случилось	1	1
94	по выражению бахтина	1	1
95	что случилось однажды	1	1
96	того что здесь	1	1
97	одни и те	1	1
98	в связи с	1	1
99	в рассказе чехова	1	1
100	событием самого рассказывания	1	1
101	коммуникативного события дискурса	1	1
102	в целом ряде	1	1
103	состоит именно в	1	1
104	в свое время	1	1
105	объекта и адресата	2	1
106	в тех случаях	1	1
107	того или иного	3	1
108	в этом отношении	3	1
109	с той или	2	1
110	а своего рода	1	1
111	все того же	1	1
112	не только его	1	1
113	и композиция и	1	1
114	до известной степени	1	1
115	к тому или	1	1
116	как и всякий	1	1
117	постановки вопроса о	1	1
118	упускать из виду	1	1
119	вокруг я героя	1	1
120	в конечном счете	2	1
121	и те же	1	1
122	говорит не о	1	1
123	заключается в том	1	1
124	речь идет о	1	1
125	тому или иному	1	1
126	на то что	2	1
127	в полной мере	1	1
128	в недискурсивных формах	1	1
129	и то же	1	1
130	и т.п и	1	1
131	тех или иных	2	1
132	тем не менее	3	1
133	лишь в тех	1	1
134	дело не в	1	1
135	не следует упускать	1	1
136	как и в	3	1
137	в себе не	1	1
138	в том или	2	1
