N	3gram	Tiupa_Lite_2	Komedia
1	в том что	5	9
2	для того чтобы	1	6
3	в свою очередь	1	6
4	в то же	9	4
5	о том что	2	4
6	то же время	9	4
7	по отношению к	3	3
8	с точки зрения	3	3
9	и т п	2	3
10	вместе с тем	1	3
11	у того же	1	3
12	до тех пор	1	3
13	речь идет о	3	3
14	с одной стороны	6	3
15	тем не менее	2	3
16	то же самое	1	3
17	состоит в том	4	2
18	в этом случае	2	2
19	что он не	1	2
20	бы то ни	1	2
21	в этом отношении	3	2
22	вместе с ним	1	2
23	то ни было	1	2
24	в конце концов	1	2
25	по отношению ко	1	2
26	с другой стороны	4	2
27	того же автора	1	2
28	с полным основанием	1	2
29	из того же	1	2
30	в конечном счете	5	2
31	речь шла о	1	2
32	однако и в	1	1
33	то в его	1	1
34	не говоря уже	2	1
35	подобно тому как	2	1
36	в том числе	2	1
37	х годов в	1	1
38	в соответствии с	1	1
39	одной стороны и	1	1
40	говоря уже о	2	1
41	и в то	1	1
42	с ним а	1	1
43	в отличие от	1	1
44	в руках у	1	1
45	всем необходимым для	1	1
46	все тем же	1	1
47	за то что	2	1
48	и не может	1	1
49	а сами эти	1	1
50	остался в живых	1	1
51	с этой точки	1	1
52	по крайней мере	2	1
53	и вплоть до	1	1
54	едва ли не	4	1
55	в самом начале	1	1
56	в том чтобы	3	1
57	имеет ничего общего	1	1
58	и в пределах	1	1
59	этой точки зрения	1	1
60	однако в том	1	1
61	ничего общего с	1	1
62	в основе своей	1	1
63	после того как	1	1
64	к тому что	1	1
65	вовсе не является	1	1
66	не имеет ничего	1	1
67	том числе и	1	1
68	в свое время	2	1
