N	2gram	Vinokur_St_3	Mirosoze
1	может быть	19	30
2	не только	12	29
3	и в	25	28
4	не может	7	28
5	но и	9	25
6	а не	5	25
7	он не	5	24
8	в этом	24	20
9	не было	4	18
10	у него	9	17
11	не в	6	16
12	потому что	5	16
13	в ней	4	15
14	в своей	4	15
15	он был	3	14
16	никогда не	2	14
17	до конца	3	14
18	в нем	1	13
19	и он	1	12
20	и это	5	12
21	в самом	2	11
22	для него	3	11
23	и не	10	11
24	в своем	1	10
25	в творчестве	3	10
26	человек не	1	10
27	было бы	7	10
28	бога и	1	10
29	что в	19	10
30	прежде всего	10	10
31	что он	19	10
32	и все	1	10
33	с тем	4	9
34	но он	3	9
35	и его	3	9
36	в его	12	9
37	человек в	1	9
38	судьба человека	1	9
39	в котором	5	8
40	но не	2	8
41	не был	2	7
42	но в	5	7
43	в конце	6	7
44	в самой	1	7
45	к нему	4	7
46	того что	5	7
47	нет ничего	1	7
48	должна быть	1	6
49	и на	6	6
50	в которой	4	6
51	лишь в	4	6
52	в этой	14	6
53	только в	6	6
54	он уже	1	6
55	вместе с	2	6
56	все это	8	6
57	в том	20	6
58	нет и	2	5
59	от нее	3	5
60	это не	7	5
61	как и	4	5
62	что есть	1	5
63	у нас	4	5
64	то что	12	5
65	и я	1	5
66	смысле слова	1	4
67	отношения к	1	4
68	и этот	1	4
69	есть не	1	4
70	xix века	4	4
71	отношение к	4	4
72	за пределы	1	4
73	чем его	1	4
74	чем у	1	4
75	не к	1	4
76	не как	2	4
77	и по	2	4
78	должен был	2	4
79	в них	5	4
80	в этих	11	4
81	точки зрения	7	4
82	в их	3	4
83	в которых	2	4
84	к ней	4	4
85	что и	1	4
86	хотел бы	1	4
87	тему о	2	4
88	один из	2	4
89	уже не	3	4
90	уже в	3	4
91	а в	6	4
92	тем что	19	4
93	нет в	3	4
94	был в	1	4
95	не знал	1	4
96	с этой	3	4
97	на пути	1	4
98	не знает	1	4
99	вряд ли	1	3
100	его не	2	3
101	не была	2	3
102	с его	3	3
103	с этим	7	3
104	когда он	1	3
105	духа в	1	3
106	идей и	1	3
107	и еще	1	3
108	на том	1	3
109	на этом	3	3
110	и с	4	3
111	то есть	2	3
112	его в	1	3
113	в жизни	4	3
114	только одно	1	3
115	не мог	2	3
116	том что	15	3
117	не имеет	2	3
118	ничего не	4	3
119	к тому	2	3
120	в ее	1	3
121	особенно в	1	3
122	все его	1	3
123	это очень	1	3
124	конечно не	1	3
125	одно из	2	3
126	не так	3	3
127	и их	1	3
128	так как	3	3
129	себя и	2	3
130	это есть	4	3
131	это значит	1	3
132	должно быть	1	3
133	он должен	1	3
134	потому не	1	3
135	для нас	1	3
136	хотя бы	1	3
137	в свете	1	3
138	есть и	1	3
139	с новыми	1	2
140	одним из	1	2
141	также и	1	2
142	связана с	4	2
143	он хотел	3	2
144	нему все	1	2
145	не хочет	1	2
146	а как	4	2
147	вопрос о	1	2
148	время как	4	2
149	в виду	2	2
150	и много	1	2
151	шекспир был	1	2
152	истории в	1	2
153	не все	1	2
154	относится к	4	2
155	в истории	1	2
156	т е	8	2
157	в центре	4	2
158	как в	6	2
159	все же	4	2
160	истории он	1	2
161	и как	1	2
162	и к	4	2
163	от этого	1	2
164	и у	2	2
165	все эти	3	2
166	бы не	1	2
167	приводит к	1	2
168	как он	1	2
169	если бы	4	2
170	в россии	6	2
171	на протяжении	4	2
172	был очень	1	2
173	в ином	1	2
174	чем в	1	2
175	которую он	2	2
176	место в	6	2
177	сих пор	2	2
178	был не	1	2
179	это особенно	2	2
180	в то	7	2
181	к этим	2	2
182	того чтобы	1	2
183	пути и	1	2
184	по своей	1	2
185	в каком	4	2
