N	2gram	Potebnia_M_1	FransuaR
1	и в	39	41
2	то есть	42	20
3	таким образом	13	19
4	в этом	15	15
5	как и	9	14
6	и все	3	14
7	то же	6	13
8	все эти	1	13
9	в этой	3	13
10	в его	5	12
11	в себе	13	11
12	как мы	2	11
13	в том	26	11
14	прежде всего	4	11
15	так и	13	10
16	в то	4	10
17	никто не	3	10
18	все это	1	10
19	в своем	3	9
20	не в	15	9
21	же время	4	9
22	и его	5	9
23	но и	20	9
24	что в	22	9
25	но в	9	8
26	то что	10	8
27	и от	3	8
28	в нем	20	7
29	вовсе не	5	7
30	в них	3	7
31	как бы	6	7
32	и не	18	7
33	ни в	1	6
34	о том	2	6
35	мы видим	4	6
36	только в	25	6
37	это не	7	6
38	есть в	2	6
39	для него	4	6
40	у него	1	6
41	все они	2	6
42	как в	10	5
43	не только	21	5
44	на этом	1	5
45	мы видели	4	5
46	точки зрения	8	5
47	того как	6	5
48	потому что	52	5
49	и это	3	5
50	в ней	7	5
51	к нему	1	5
52	уже в	1	5
53	что и	6	5
54	вместе с	8	5
55	так же	5	5
56	и для	5	5
57	а в	5	5
58	к этому	1	5
59	в сущности	2	4
60	и на	1	4
61	хотя и	3	4
62	та же	1	4
63	что это	3	4
64	он не	3	4
65	но все	2	4
66	и с	3	4
67	должно быть	7	4
68	том что	16	4
69	одном из	1	4
70	но он	2	4
71	ничего не	1	4
72	рядом с	1	4
73	в виду	2	4
74	в образе	1	4
75	из одного	3	4
76	влияние на	2	4
77	после того	1	4
78	слов и	4	4
79	может быть	27	4
80	в более	4	4
81	было бы	12	4
82	все что	2	4
83	например в	1	3
84	он может	1	3
85	и есть	2	3
86	с точки	3	3
87	проникает в	1	3
88	той же	3	3
89	с ее	2	3
90	проявляется в	2	3
91	на них	1	3
92	во всех	5	3
93	его к	2	3
94	от этого	1	3
95	лица и	2	3
96	так сказать	2	3
97	при этом	6	3
98	и по	6	3
99	в нее	1	3
100	связанные с	1	3
101	в мире	3	3
102	его в	1	3
103	тела в	1	3
104	несмотря на	5	3
105	во время	1	3
106	в своей	3	3
107	таким же	2	3
108	в их	2	3
109	тем самым	4	3
110	в отношении	1	3
111	не имеет	5	3
112	тем что	9	3
113	все то	2	3
114	свою очередь	4	3
115	можно было	1	3
116	что у	1	3
117	о нем	1	3
118	все его	1	3
119	нас в	1	3
120	это была	1	3
121	в формах	1	3
122	что он	1	3
123	поэтому и	1	3
124	по этому	2	3
125	из них	1	3
126	и их	3	3
127	в одном	8	3
128	так как	21	3
129	не на	1	3
130	не было	4	3
131	ничем не	1	3
132	но есть	1	3
133	не может	22	3
134	и потому	5	3
135	в человеческом	2	3
136	но это	5	3
137	не подлежит	1	3
138	с ними	1	3
139	в свою	4	3
140	которым он	1	3
141	того же	3	3
142	жизни и	2	3
143	и другие	1	3
144	как нечто	1	2
145	начинается с	1	2
146	и то	3	2
147	на самом	1	2
148	и всем	1	2
149	явления и	1	2
150	есть не	2	2
151	мы не	10	2
152	в которой	2	2
153	и самого	1	2
154	еще не	6	2
155	в которых	1	2
156	в чем	1	2
157	с его	1	2
158	а следовательно	1	2
159	а только	4	2
160	явлений и	3	2
161	по отношению	13	2
162	в течение	2	2
163	в одной	1	2
164	к новому	2	2
165	перед нами	1	2
166	говорит что	1	2
167	более или	1	2
168	то ли	1	2
169	но без	2	2
170	как он	1	2
171	одно и	1	2
172	значительной степени	2	2
173	что все	3	2
174	и может	2	2
175	это было	1	2
176	себе все	1	2
177	с этим	7	2
178	далеко не	1	2
179	и совершается	1	2
180	мы имеем	1	2
181	не мог	3	2
182	в этих	7	2
183	том как	3	2
184	в следующем	1	2
185	мы в	2	2
186	или менее	1	2
187	образом и	2	2
188	их в	1	2
189	том и	2	2
190	находит свое	1	2
191	что есть	1	2
192	дело в	2	2
193	человек может	1	2
194	следовательно и	2	2
195	и всегда	2	2
196	вперед и	1	2
197	этой речи	1	2
198	этом отношении	1	2
199	в области	1	2
200	к тому	4	2
201	не есть	10	2
202	оно не	3	2
203	в каждой	1	2
204	должен быть	1	2
205	всего этого	1	2
206	на другой	1	2
207	с самого	3	2
208	роль в	1	2
209	на том	1	2
210	никогда не	4	2
211	здесь нет	1	2
212	в словах	3	2
213	остановимся на	1	2
214	в разных	2	2
215	в построении	1	2
216	связанное с	2	2
217	одного из	2	2
218	и во	3	2
219	бы в	4	2
220	во всей	1	2
221	еще более	2	2
222	движения в	1	2
223	в лице	1	2
224	того что	8	2
225	на которой	1	2
226	оно и	3	2
227	и ее	1	2
228	для всех	5	2
229	уже не	2	2
230	только на	3	2
231	же в	2	2
232	и других	4	2
233	отношению к	13	2
234	именно в	1	2
235	а на	1	2
236	а не	21	2
237	его как	1	2
238	переходим к	2	2
239	в связи	1	2
240	между явлениями	2	2
241	в человеке	10	2
242	может стать	1	2
243	в данном	1	2
244	в состоянии	3	2
245	на небе	1	2
246	которое он	2	2
247	или в	2	2
248	имеет дело	1	2
249	в результате	1	2
250	этой системы	1	2
251	о котором	3	2
252	и как	6	2
253	с ним	3	2
254	ни было	2	2
255	нас не	1	2
256	во всяком	3	2
257	от этой	1	1
258	отношения к	1	1
259	одним из	2	1
260	к их	1	1
261	он считает	1	1
262	до него	1	1
263	человека и	1	1
264	переходит к	1	1
265	как его	1	1
266	в такой	1	1
267	сам по	1	1
268	самом деле	1	1
269	вряд ли	1	1
270	в первом	5	1
