N	3gram	Bakhtin_Fr_5	Vladivir
1	о том что	1	7
2	в том что	6	7
3	дело в том	2	4
4	то же время	9	4
5	в течение всей	1	4
6	в то же	9	4
7	том что в	1	3
8	что он не	1	3
9	не может быть	2	3
10	как мы уже	1	3
11	он не только	2	2
12	как раз и	1	2
13	еще и сейчас	1	2
14	и в то	1	2
15	свидетельствуют о том	1	2
16	так как он	1	2
17	и в частности	1	2
18	в то время	2	2
19	в году в	1	2
20	мы уже сказали	1	2
21	можно сказать что	2	2
22	все это конечно	1	2
23	тем не менее	1	2
24	для того чтобы	6	2
25	что и в	1	2
26	к тому же	2	2
27	что иное как	1	1
28	да и в	1	1
29	другой день после	1	1
30	мысли и слова	2	1
31	о том насколько	1	1
32	потому что в	1	1
33	и той же	1	1
34	течение всей своей	1	1
35	в самом деле	1	1
36	самом же деле	1	1
37	во время своего	1	1
38	у него были	1	1
39	на самом же	1	1
40	нисколько не мешало	1	1
41	не только была	1	1
42	своего отца и	1	1
43	почти все с	1	1
44	не было ничего	1	1
45	в значительной мере	1	1
46	к жизни и	1	1
47	вместе с тем	1	1
48	о чем не	1	1
49	в это время	1	1
50	но в то	5	1
51	что во время	1	1
52	даже самые серьезные	1	1
53	в связи с	5	1
54	а также и	4	1
55	потому что она	2	1
56	свои чувства от	1	1
57	но в общем	2	1
58	в течение нескольких	1	1
59	со всеми его	2	1
60	что в доме	1	1
61	же время весьма	1	1
62	это конечно не	1	1
63	но и вообще	1	1
64	одной и той	1	1
65	в разные стороны	1	1
66	есть не что	1	1
67	всей своей жизни	1	1
68	так и в	1	1
69	свою связь с	1	1
70	в свою очередь	1	1
71	но он не	1	1
72	только во время	1	1
73	он чувствует себя	1	1
74	никак не мог	1	1
75	же время и	1	1
76	но он в	1	1
77	но на этот	1	1
78	в этой же	1	1
79	но это не	1	1
80	не что иное	1	1
81	по этому поводу	1	1
82	в конце жизни	2	1
83	и только в	1	1
84	и что в	1	1
85	то как он	1	1
86	на другой день	1	1
87	в этом отношении	5	1
88	также и в	2	1
