N	3gram	Bakhtin_Pr_3	NovoeSre
1	не может быть	1	4
2	в средние века	10	3
3	во всех сферах	1	3
4	равно как и	1	2
5	в этом смысле	1	2
6	в нем нет	3	2
7	с другой стороны	1	2
8	по своей природе	1	1
9	но это уже	1	1
10	и т.п так	1	1
11	века и потому	1	1
12	а не в	1	1
13	и до сих	1	1
14	мы должны перейти	1	1
15	в том числе	11	1
16	до сих пор	5	1
17	и во всех	3	1
18	и не может	1	1
19	в эту эпоху	1	1
20	в зависимости от	2	1
21	мы конечно не	1	1
22	в отличие от	1	1
23	в основе их	1	1
24	но и в	1	1
25	том числе и	10	1
26	и для того	1	1
27	можно было бы	1	1
28	может быть только	1	1
29	культуры в том	1	1
30	еще не знает	1	1
31	к вопросу о	1	1
32	это конечно не	1	1
33	во всяком случае	1	1
34	я не могу	1	1
35	хотя и в	1	1
36	в мире а	1	1
37	как в средние	1	1
38	средние века как	1	1
39	о том что	2	1
40	место в жизни	1	1
41	если нет бога	1	1
42	и все они	1	1
43	в новое время	4	1
44	в большинстве случаев	4	1
45	нового времени и	1	1
46	в том что	3	1
47	как и в	3	1
