N	3gram	Vygotskiy__1	Analitik
1	в том что	15	7
2	по отношению к	7	7
3	с другой стороны	9	5
4	о том что	6	5
5	по крайней мере	1	4
6	в свою очередь	3	4
7	как и в	1	4
8	в данном случае	2	3
9	то же время	2	3
10	не только не	1	3
11	той или иной	1	3
12	в то же	2	3
13	в этом отношении	4	3
14	дело в том	1	2
15	в ответ на	1	2
16	том что он	2	2
17	с точки зрения	18	2
18	одной и той	2	2
19	в отличие от	1	2
20	в значительной степени	2	2
21	едва ли не	1	2
22	с одной стороны	8	2
23	сама по себе	1	2
24	тем не менее	1	2
25	во всяком случае	3	2
26	в конечном счете	1	2
27	можно сказать что	4	2
28	и той же	2	2
29	если бы он	2	1
30	по своей природе	2	1
31	раз в том	1	1
32	в чистом виде	1	1
33	хотя и не	1	1
34	к этому же	1	1
35	это говоря словами	1	1
36	на самом деле	1	1
37	в самом деле	2	1
38	в этом смысле	1	1
39	как если бы	2	1
40	между тем в	1	1
41	до сих пор	4	1
42	в зависимости от	2	1
43	что он не	1	1
44	мы не станем	4	1
45	по нашему убеждению	1	1
46	что мы знаем	1	1
47	в сущности говоря	2	1
48	со всеми остальными	2	1
49	на этот вопрос	2	1
50	значении этого слова	1	1
51	но и как	1	1
52	именно в этом	2	1
53	не было никакой	1	1
54	что было бы	1	1
55	ту или иную	1	1
56	как раз в	1	1
57	сам по себе	3	1
58	том что мы	1	1
59	в том чтобы	3	1
60	не только в	1	1
61	если говорить о	1	1
62	однако и здесь	1	1
63	тот факт что	1	1
64	не столько в	1	1
65	в известном смысле	2	1
66	в результате чего	1	1
67	в единое целое	2	1
68	которые могли бы	1	1
69	а с другой	2	1
70	и как бы	1	1
71	по этому пути	1	1
72	таким же образом	1	1
73	но и его	1	1
74	все что мы	1	1
75	для того чтобы	15	1
76	не только как	1	1
77	лишь в самом	1	1
78	в тех случаях	1	1
79	не может быть	5	1
80	само по себе	1	1
81	в одном из	2	1
82	в связь с	1	1
83	между тем это	1	1
84	речь идет о	2	1
85	рассматривать в качестве	1	1
86	его мысли и	1	1
87	друг от друга	3	1
88	тем более что	1	1
89	заключается в том	6	1
90	тех случаях когда	1	1
