N	3gram	Losev_Vesc_1	Psycholo
1	в том что	4	9
2	не может быть	6	8
3	на то что	2	8
4	и т д	19	8
5	в самом деле	4	7
6	в том чтобы	1	7
7	о том что	4	7
8	во всяком случае	2	6
9	заключается в том	1	6
10	в зависимости от	1	5
11	то время как	1	5
12	в то время	1	5
13	не в том	1	5
14	само по себе	1	5
15	этой точки зрения	1	5
16	подобно тому как	4	5
17	с другой стороны	2	5
18	с одной стороны	3	5
19	для того чтобы	2	5
20	психологической точки зрения	1	4
21	с этой точки	1	4
22	так же как	1	4
23	только тогда когда	2	4
24	до сих пор	1	3
25	в собственном смысле	2	3
26	то что у	2	3
27	в конце концов	2	3
28	что у него	1	3
29	не только не	2	3
30	все то что	1	3
31	то что я	2	2
32	заключается не в	1	2
33	более или менее	1	2
34	то же самое	1	2
35	мы не можем	1	2
36	с точки зрения	3	2
37	в этом отношении	1	2
38	в одинаковой мере	1	2
39	вместе с тем	1	2
40	ясно что и	1	2
41	в применении к	1	2
42	в ее чистом	1	2
43	тех или иных	1	2
44	как будто бы	1	2
45	ее чистом виде	1	2
46	может быть совершенно	1	2
47	а в том	1	2
48	от того что	1	2
49	и в самом	1	2
50	мы видим что	1	2
51	сама по себе	3	2
52	тем не менее	3	2
53	на то чтобы	1	2
54	что и в	1	2
55	по себе а	1	2
56	мы видели что	1	2
57	т д и	5	1
58	и того же	1	1
59	есть как бы	3	1
60	и тому же	1	1
61	не может не	1	1
62	а следовательно и	1	1
63	и потому ее	1	1
64	а потом уже	1	1
65	что же тогда	1	1
66	в основе своей	2	1
67	только и может	1	1
68	в чем же	3	1
69	мы имеем дело	2	1
70	оно может быть	1	1
71	и без всякого	2	1
72	дело в том	2	1
73	но то что	1	1
74	но так как	1	1
75	самой по себе	1	1
76	но это только	1	1
77	то ясно что	1	1
78	с и в	1	1
79	и в особенности	1	1
80	есть прежде всего	2	1
81	ее отличие от	1	1
82	одной стороны и	1	1
83	по сравнению с	6	1
84	и во всех	1	1
85	ведь и есть	1	1
86	что мы имеем	1	1
87	сами по себе	3	1
88	ни в коем	1	1
89	что человек есть	1	1
90	что только в	2	1
91	так как мы	1	1
92	каждой из этих	1	1
93	независимо от того	1	1
94	резко отличается от	1	1
95	самых основных и	1	1
96	приводит их в	1	1
97	что я хочу	3	1
98	бы сказать что	2	1
99	может быть только	3	1
100	д все это	1	1
101	не то что	1	1
102	и тем не	1	1
103	того что они	1	1
104	и то что	3	1
105	в коем случае	1	1
106	ту или иную	2	1
107	так как она	1	1
108	если мы хотим	1	1
109	как бы его	1	1
110	она резко отличается	1	1
111	не потому что	4	1
112	в первом случае	2	1
113	не только в	4	1
114	мы не знаем	1	1
115	не вещь а	1	1
116	ни от какого	1	1
117	в действительности же	1	1
118	и то же	4	1
119	потому что это	1	1
120	того что она	2	1
121	собой если мы	1	1
122	что почти все	1	1
123	и в науке	1	1
124	в том или	1	1
125	это и есть	1	1
126	один из самых	1	1
127	все что мы	1	1
128	т д все	1	1
129	которое и есть	1	1
130	первом случае мы	1	1
131	как мы знаем	1	1
132	только о том	1	1
133	что то же	1	1
134	и во всяком	1	1
135	оно есть не	4	1
136	хотя бы только	1	1
137	только то что	2	1
138	в себя самые	1	1
139	когда мы говорим	1	1
140	что оно есть	4	1
141	д и т	5	1
142	во всем что	1	1
143	вовсе не есть	6	1
144	или что то	1	1
145	коем случае не	1	1
146	в свою очередь	4	1
147	психики а не	1	1
148	вопрос о том	1	1
149	к одному и	1	1
150	что иное как	7	1
151	можно сказать что	3	1
152	у нас в	2	1
153	одного и того	1	1
154	если мы ее	1	1
155	и в частности	1	1
156	тому как мы	1	1
157	было бы сказать	2	1
158	не что иное	7	1
159	себе а потом	1	1
160	одно и то	4	1
161	т д то	1	1
162	в результате этого	1	1
163	одному и тому	1	1
