N	2gram	Bakhtin_Fr_4	Vladivir
1	и в	29	30
2	в году	3	24
3	в этом	11	20
4	то что	4	20
5	у него	5	19
6	и не	16	18
7	в том	7	18
8	и с	9	14
9	что он	4	13
10	в конце	9	13
11	не только	10	12
12	том что	3	12
13	там же	3	12
14	что в	1	12
15	как мы	10	11
16	в его	8	11
17	сказать что	5	11
18	и вообще	1	10
19	а также	2	10
20	и даже	3	10
21	все же	3	9
22	кроме того	2	9
23	в то	10	9
24	не может	2	9
25	для него	1	9
26	потому что	1	9
27	в своем	3	8
28	но в	12	8
29	не мог	2	8
30	связи с	2	8
31	но и	9	8
32	в связи	1	8
33	до конца	5	7
34	то есть	21	7
35	ни в	2	7
36	которую он	4	7
37	точки зрения	4	7
38	никогда не	2	7
39	может быть	2	7
40	между прочим	2	7
41	для нас	1	7
42	и все	13	7
43	также и	4	6
44	он был	2	6
45	хотя и	2	6
46	и к	2	6
47	в себе	3	6
48	об этом	1	6
49	в париже	1	6
50	и его	8	6
51	у нас	1	6
52	то время	2	6
53	всякого рода	2	6
54	только в	2	6
55	еще и	7	6
56	прежде всего	8	6
57	о чем	2	6
58	к этому	2	6
59	жизни и	4	6
60	того же	5	5
61	и то	2	5
62	с этим	1	5
63	то в	3	5
64	все эти	9	5
65	при этом	3	5
66	как и	12	5
67	в своей	5	5
68	в котором	2	5
69	так как	7	5
70	в дальнейшем	3	5
71	так и	11	5
72	с ним	2	5
73	другими словами	2	5
74	и что	1	5
75	того что	3	5
76	тот же	3	5
77	как бы	8	5
78	о его	2	5
79	все это	4	5
80	в результате	4	5
81	из этого	2	5
82	то же	10	4
83	той же	3	4
84	и он	1	4
85	в ней	3	4
86	и на	11	4
87	с его	4	4
88	отношение к	1	4
89	в которой	4	4
90	что это	5	4
91	в целом	1	4
92	в этой	13	4
93	и если	1	4
94	на его	2	4
95	в нем	5	4
96	он не	3	4
97	его в	9	4
98	это было	1	4
99	и мы	2	4
100	мы знаем	1	4
101	в этих	2	4
102	и о	5	4
103	здесь не	3	4
104	эти последние	1	4
105	можно сказать	1	4
106	о том	2	4
107	конечно не	4	4
108	вовсе не	9	4
109	со стороны	2	4
110	именно в	2	4
111	так же	7	4
112	в это	1	4
113	с этой	1	4
114	но это	4	4
115	и наконец	2	4
116	на этот	1	4
117	ко всему	1	4
118	это время	1	4
119	отношения к	1	3
120	и вот	3	3
121	этого времени	1	3
122	но не	2	3
123	отличие от	1	3
124	его на	1	3
125	как в	2	3
126	и как	3	3
127	более или	3	3
128	в очень	1	3
129	им в	2	3
130	всех этих	3	3
131	таким образом	20	3
132	те же	1	3
133	в них	7	3
134	или менее	3	3
135	в отношении	1	3
136	с точки	2	3
137	не столько	2	3
138	в отличие	1	3
139	что я	2	3
140	но он	6	3
141	в россии	1	3
142	том же	2	3
143	вплоть до	1	3
144	только и	1	3
145	же время	8	3
146	учения о	2	3
147	он и	5	3
148	и вполне	3	3
149	где он	2	3
150	и это	2	3
151	что и	1	3
152	вообще в	1	3
153	уже не	2	3
154	уже в	2	3
155	в виде	1	3
156	на этих	1	3
157	этот раз	1	3
158	здесь мы	1	3
159	само собой	1	3
160	даже и	2	3
161	собой разумеется	1	3
162	дело в	2	3
163	конце концов	4	3
164	под влиянием	1	3
165	нет ничего	2	3
166	в данном	1	3
167	да и	2	3
168	под названием	1	3
169	и для	2	3
170	еще более	1	3
171	в свою	1	3
172	в таком	1	3
173	это в	2	3
174	не имел	1	2
175	и есть	4	2
176	очень много	1	2
177	в чисто	1	2
178	и до	5	2
179	из его	1	2
180	что эти	1	2
181	мы уже	10	2
182	г в	1	2
183	время как	1	2
184	не вполне	1	2
185	ему в	1	2
186	к брату	1	2
187	только после	1	2
188	по своему	4	2
189	а он	1	2
190	в общем	1	2
191	как к	3	2
192	в самом	1	2
193	но его	1	2
194	как он	2	2
195	на то	1	2
196	человек не	1	2
197	с новым	1	2
198	этом споре	1	2
199	мысли и	1	2
200	прочим и	1	2
201	и сам	3	2
202	на земле	1	2
203	и по	5	2
204	на этом	2	2
205	но дело	1	2
206	в париж	1	2
207	но все	1	2
208	это не	5	2
209	с начала	3	2
210	начала и	3	2
211	он же	1	2
212	и вы	1	2
213	а за	1	2
214	эту тему	1	2
215	мы видели	7	2
216	мы не	1	2
217	еще в	1	2
218	на первый	2	2
219	и при	2	2
220	в их	2	2
221	то его	1	2
222	он дает	1	2
223	их в	2	2
224	даже в	1	2
225	свою книгу	1	2
226	и очень	1	2
227	новым годом	1	2
228	раз и	1	2
229	мы пока	1	2
230	на котором	2	2
231	правда в	1	2
232	тогда и	1	2
233	в самых	1	2
234	того чтобы	3	2
235	казалось бы	1	2
236	уже и	2	2
237	как будто	2	2
238	которое в	1	2
239	которого я	1	2
240	к тому	2	2
241	будто бы	1	2
242	в виду	2	2
243	свою очередь	1	2
244	людей в	1	2
245	данном случае	1	2
246	почему и	1	2
247	возможно что	1	2
248	ничего не	1	2
249	первый план	1	2
250	вот это	3	2
251	в чем	3	2
252	в сущности	6	2
253	и во	1	2
254	борьба с	1	2
255	нас в	1	2
256	к нему	3	2
257	которой мы	1	2
258	и всякая	1	2
259	и она	1	2
260	и всего	1	2
261	себя в	2	2
262	он сам	1	2
263	него и	1	2
264	его и	2	2
265	ни с	2	2
266	же они	1	2
267	в новом	2	2
268	мы находим	1	2
269	друг друга	2	2
270	для того	3	2
271	у которого	1	2
272	здесь в	6	2
273	тут же	1	2
274	этому времени	1	2
275	во второй	2	2
276	церкви и	3	2
277	был в	1	2
278	в собрании	1	2
279	не на	2	2
280	с которым	1	2
281	на эту	3	2
282	уже давно	2	2
283	в частности	3	2
284	к его	1	2
285	и потому	1	2
286	отрывок из	1	2
287	в той	2	2
288	мы сказали	2	2
289	в трех	2	2
290	у вас	2	2
291	можно было	1	2
292	близкий к	1	2
293	в более	1	2
294	и от	1	2
295	жизни в	2	2
296	о своем	2	2
297	есть и	4	2
298	же и	3	2
299	в своих	2	2
300	также было	1	1
301	с новыми	1	1
302	смысле слова	1	1
303	как известно	2	1
304	обращается в	1	1
305	в этот	1	1
306	в тех	1	1
307	и др	4	1
308	не считая	2	1
309	по преимуществу	3	1
310	смерть в	1	1
311	без влияния	1	1
312	с таким	2	1
313	и за	3	1
314	чем он	1	1
315	первую часть	1	1
316	в первый	1	1
317	ж он	1	1
318	помните что	1	1
319	он как	1	1
320	говорить о	1	1
321	но она	2	1
322	в полной	1	1
323	жизни как	1	1
324	которое не	2	1
325	но даже	1	1
326	мы здесь	2	1
327	представлений по	1	1
328	литературы и	1	1
329	и тонкий	1	1
330	не без	1	1
331	самом деле	1	1
332	слишком много	1	1
333	то он	2	1
