N	2gram	Vygotskiy__6	Analitik
1	в качестве	4	31
2	может быть	13	29
3	в том	28	27
4	не может	19	22
5	и не	11	21
6	в частности	4	19
7	и в	28	18
8	но и	10	17
9	а не	3	17
10	представляет собой	3	16
11	отнюдь не	1	15
12	не только	16	15
13	не в	4	14
14	в этом	27	13
15	как и	6	13
16	в его	3	13
17	при этом	3	12
18	том что	19	12
19	в себе	4	11
20	состоит в	2	11
21	но не	10	10
22	то же	7	9
23	иначе говоря	3	9
24	в то	6	9
25	а в	2	9
26	есть не	1	8
27	но в	5	8
28	нуждается в	3	8
29	в той	4	8
30	тем самым	8	7
31	к тому	10	7
32	этого слова	2	7
33	особого рода	1	7
34	мы имеем	4	6
35	в сущности	7	6
36	по отношению	10	6
37	отличие от	1	6
38	в самом	8	6
39	в случае	3	6
40	это не	5	6
41	далеко не	1	6
42	точки зрения	13	6
43	в своей	2	6
44	в отличие	1	6
45	в основе	3	6
46	по своей	3	6
47	той или	1	6
48	должен быть	1	6
49	в себя	3	6
50	только в	18	6
51	то что	28	6
52	или иной	1	6
53	прежде всего	2	6
54	в их	3	5
55	что иное	1	5
56	и на	5	5
57	иное как	1	5
58	и как	6	5
59	в целом	3	5
60	в этой	5	5
61	и его	3	5
62	имеет место	2	5
63	о том	1	5
64	и того	4	5
65	между тем	1	5
66	как бы	11	5
67	отношению к	10	5
68	что в	17	5
69	того же	7	4
70	не что	1	4
71	из того	5	4
72	в широком	1	4
73	все же	2	4
74	с другими	2	4
75	с точки	10	4
76	и более	2	4
77	по себе	3	4
78	имеем дело	2	4
79	в области	6	4
80	ни в	1	4
81	могут быть	5	4
82	так и	6	4
83	не с	2	4
84	с ним	2	4
85	в другом	2	4
86	на вопрос	2	4
87	с другой	2	4
88	того что	24	4
89	дело с	2	4
90	уже не	1	4
91	для того	8	4
92	с другим	1	4
93	именно в	4	4
94	вместе с	7	4
95	из которых	1	4
96	как известно	7	3
97	одним из	2	3
98	между двумя	2	3
99	это всегда	1	3
100	что как	1	3
101	однако не	1	3
102	и к	6	3
103	в нашем	4	3
104	как он	1	3
105	в нем	7	3
106	он не	7	3
107	в силу	17	3
108	подобно тому	1	3
109	таким образом	18	3
110	опираются на	1	3
111	даже в	1	3
112	ведет к	1	3
113	в ходе	3	3
114	в котором	2	3
115	всякий раз	3	3
116	дело не	1	3
117	того чтобы	10	3
118	при наличии	1	3
119	не могут	5	3
120	оно может	1	3
121	в собственном	1	3
