N	2gram	Tiupa_Hudo_1	Problema
1	то есть	18	39
2	то что	4	38
3	вовсе не	2	37
4	и не	15	37
5	и в	19	35
6	не есть	1	33
7	не только	16	24
8	сказать что	4	24
9	том что	8	19
10	что такое	1	18
11	у нас	1	18
12	о том	2	18
13	может быть	14	18
14	в этом	11	17
15	всякий знак	1	17
16	настоящее время	1	16
17	но и	10	16
18	в настоящее	1	16
19	такого рода	10	15
20	знака и	1	15
21	только в	5	14
22	не менее	3	13
23	потому что	3	13
24	не может	7	13
25	и что	3	13
26	также и	1	12
27	тем не	3	12
28	того что	4	12
29	в том	18	12
30	не будет	2	11
31	значения и	2	11
32	и даже	1	11
33	так что	1	11
34	прежде всего	4	11
35	что в	6	11
36	в таком	1	11
37	таком случае	1	10
38	и то	4	10
39	говорить о	3	10
40	еще не	3	10
41	а не	9	10
42	в данном	4	10
43	тем более	1	10
44	едва ли	1	9
45	языкового знака	2	9
46	в этой	2	9
47	для себя	2	9
48	если мы	2	9
49	этого термина	2	8
50	по себе	2	8
51	знаком и	1	8
52	в виду	5	8
53	было бы	1	8
54	уже не	4	8
55	как раз	3	8
56	только о	2	8
57	бы и	1	7
58	все эти	2	7
59	тоже не	1	7
60	того или	3	7
61	тем самым	4	7
62	некоторого рода	1	7
63	не имеет	1	7
64	знака к	5	7
65	не является	4	7
66	в конце	1	7
67	так и	11	7
68	казалось бы	1	7
69	в его	9	7
70	так как	1	7
71	этом случае	1	7
72	есть не	1	6
73	с другой	7	6
74	но как	2	6
75	а только	4	6
76	но в	7	6
77	так или	3	6
78	на то	1	6
79	что все	1	6
80	по крайней	1	6
81	как будто	1	6
82	крайней мере	1	6
83	когда мы	1	6
84	же самое	1	6
85	можно сказать	5	6
86	ни в	5	6
87	в области	6	6
88	или иначе	4	6
89	а именно	2	6
90	о чем	2	6
91	при условии	2	6
92	и для	2	6
93	не существует	1	6
94	в то	6	6
95	то же	10	5
96	между собой	2	5
97	по своему	2	5
98	отнюдь не	2	5
99	в самом	5	5
100	в себе	9	5
101	с другими	4	5
102	этом смысле	3	5
103	как и	2	5
104	и без	1	5
105	и более	2	5
106	для меня	2	5
107	связи с	1	5
108	к сфере	1	5
109	той или	4	5
110	и это	2	5
111	как мы	1	5
112	и на	2	5
113	тот или	2	5
114	с одной	2	5
115	одной стороны	2	5
116	или иной	7	5
117	еще и	1	5
118	что не	1	5
119	другой стороны	5	5
120	в частности	13	5
121	так же	2	5
122	в связи	1	5
123	или иного	3	5
124	и есть	1	4
125	не вполне	2	4
126	но не	11	4
127	не все	2	4
128	сама по	2	4
129	в своем	2	4
130	и как	3	4
131	более или	5	4
132	что она	2	4
133	их в	3	4
134	таким образом	3	4
135	заключается в	2	4
136	и тем	2	4
137	далеко не	2	4
138	на первый	1	4
139	или менее	5	4
140	в этих	3	4
141	но если	1	4
142	в отношении	3	4
143	но только	1	4
144	в каком	2	4
145	не могут	1	4
146	и о	3	4
147	разного рода	1	4
148	если бы	3	4
149	и здесь	1	4
150	тоже является	1	4
151	значение в	1	4
152	тот же	1	4
153	что он	3	4
154	есть в	2	4
155	представить себе	1	4
156	случае не	2	4
157	отношение знака	3	4
158	нами не	1	4
159	тем что	1	4
160	если не	1	4
161	мы говорим	1	4
162	в область	1	4
163	как бы	9	4
164	слова и	2	4
165	все это	2	4
166	в результате	1	4
167	а в	12	4
168	можно говорить	1	3
169	это и	1	3
170	в их	5	3
171	что иное	1	3
172	это отношение	3	3
173	своему смыслу	1	3
174	в нашем	2	3
175	а тем	1	3
176	что они	1	3
177	в истории	1	3
178	хотя и	3	3
179	могли бы	1	3
180	не было	1	3
181	и к	3	3
182	только то	1	3
183	в целом	3	3
184	бы не	1	3
185	из этих	3	3
186	в случае	1	3
187	при этом	13	3
188	вещи или	1	3
189	и по	2	3
190	введение в	1	3
191	здесь мы	1	3
192	то ни	1	3
193	лишь в	4	3
194	его в	2	3
195	в слове	3	3
196	и тоже	1	3
197	и того	2	3
198	или точнее	1	3
199	не во	1	3
200	никто не	2	3
201	к предмету	1	3
202	общения людей	1	3
203	тому что	2	3
204	без его	1	3
205	в таких	1	3
206	с которой	1	3
207	одна из	2	3
208	и притом	3	3
209	в основе	4	3
210	только и	1	3
211	слова как	5	3
212	и является	1	3
213	языка в	4	3
214	не знает	3	3
215	оно не	1	3
216	то или	1	3
217	с самим	2	3
218	для этого	1	3
219	иное как	1	3
220	внимание на	1	3
221	но мы	1	3
222	в значительной	1	3
223	том или	1	3
224	говорить об	1	3
225	и пусть	1	3
226	один из	2	3
227	никак нельзя	1	3
228	по этому	1	3
229	или даже	3	3
230	для того	2	3
231	говорим о	1	3
232	что для	1	3
233	тому как	1	3
234	к понятию	1	3
235	их фактического	1	3
236	от нас	1	3
237	к тому	4	3
238	и от	1	3
239	о котором	1	3
240	бы в	1	3
241	от всего	1	3
242	тех или	2	3
243	это тоже	2	3
244	одновременно и	1	3
245	не что	1	3
246	в своих	1	3
247	точно так	1	3
248	все что	1	3
249	значения этого	1	2
250	чтобы не	1	2
251	мере в	1	2
252	по преимуществу	2	2
253	нас на	1	2
254	свое место	1	2
255	той же	1	2
256	совпадает с	2	2
257	из которых	1	2
258	представляет собой	10	2
259	это возможно	1	2
260	здесь не	2	2
261	бы то	1	2
262	во всех	3	2
263	от его	1	2
264	оно является	1	2
265	друг от	1	2
266	или иное	1	2
267	в той	3	2
268	внутри себя	1	2
269	перед нами	1	2
270	отношение между	1	2
271	звука и	1	2
272	и свою	1	2
273	и конечно	1	2
274	необходимо для	1	2
275	роль в	1	2
276	имеем в	3	2
277	во многих	1	2
278	время и	1	2
279	он не	4	2
280	в понимании	1	2
281	знаковая система	2	2
282	содержит в	1	2
283	подобно тому	1	2
284	и ее	3	2
285	русском языке	1	2
286	однако все	2	2
287	об этом	2	2
288	входит в	4	2
289	не совпадает	1	2
290	в них	2	2
291	должно быть	1	2
292	точки зрения	10	2
293	в такой	1	2
294	мы конечно	1	2
295	в условиях	1	2
296	которые в	1	2
297	не в	7	2
298	даже в	3	2
299	человека но	1	2
300	того чтобы	2	2
301	та или	1	2
302	и вещи	1	2
303	или иная	1	2
304	однако это	1	2
305	настоящего времени	1	2
306	отличается от	2	2
307	числе и	1	2
308	человеческим языком	1	2
309	что может	2	2
310	на это	1	2
311	ясность и	1	2
312	от друга	1	2
313	только при	1	2
314	определенным образом	2	2
315	мысль о	1	2
316	как знак	1	2
317	и сам	1	2
318	том случае	1	2
319	здесь как	1	2
320	можно только	1	2
321	сводится к	7	2
322	и поэтому	1	2
323	что каждый	2	2
324	а также	5	2
325	это было	1	2
326	к нему	3	2
327	что и	2	2
328	по содержанию	1	2
329	быть и	2	2
330	и весьма	2	2
331	между этими	1	2
332	или его	1	2
333	или в	2	2
334	в качестве	24	2
335	же и	1	2
336	с нею	1	2
337	значения слов	1	2
338	языка а	1	2
339	является не	1	2
340	мышления и	1	2
341	себе в	1	2
342	ведь это	1	2
343	с этими	1	2
344	содержанию своему	1	2
345	как такового	1	2
346	или ином	1	2
347	значение знака	2	2
348	между которыми	1	2
349	знаковая природа	1	2
350	с нашим	1	2
351	и прежде	1	2
352	это необходимо	1	2
353	на чем	1	2
354	и др	2	2
355	смысла и	1	2
356	что из	1	2
357	в одно	2	2
358	обязательно является	1	2
359	имея в	1	2
360	вместе с	1	2
361	и особенно	2	2
362	другими людьми	1	2
363	имеет значение	1	2
364	отдельно от	1	2
365	время для	1	2
366	только мы	1	2
367	свидетельствует о	1	2
368	но обязательно	1	2
369	собственно говоря	2	2
370	в системе	2	2
371	по поводу	1	2
372	слово в	1	2
373	о своем	1	2
374	из этого	2	2
375	в действительности	1	2
376	частности в	1	2
377	случае если	1	2
378	том числе	2	2
379	знаком если	1	1
380	говоря о	3	1
381	отношения к	2	1
382	одним из	1	1
383	для построения	1	1
384	же как	1	1
385	связи между	1	1
386	дело обстоит	1	1
387	даже сказать	1	1
388	здесь и	1	1
389	конечно с	1	1
390	к другому	1	1
391	отношения между	1	1
392	ту же	1	1
393	не имело	1	1
394	субъект и	2	1
395	бесконечно и	1	1
396	и больше	2	1
397	иметь место	1	1
398	отношений которые	1	1
399	по его	1	1
400	оторванности от	1	1
401	речевой деятельности	1	1
402	мы имеем	6	1
403	именно к	1	1
404	от своих	1	1
405	своими корнями	1	1
406	является знаком	1	1
407	это всегда	1	1
408	требует от	1	1
409	я не	2	1
410	и знака	1	1
411	все виды	1	1
412	к общему	1	1
413	который может	1	1
414	как говорится	1	1
415	на них	1	1
416	ни одно	2	1
417	столь же	1	1
418	время в	1	1
419	что его	1	1
420	с его	6	1
421	тем как	1	1
422	он говорит	1	1
423	речи когда	1	1
424	на язык	1	1
425	не входит	2	1
426	отношение к	5	1
427	никакого нового	1	1
428	другими знаками	3	1
429	первый взгляд	1	1
430	в рамках	8	1
431	как в	2	1
432	каждая из	2	1
433	с такими	1	1
