N	3gram	Bakhtin_Fr_3	Dialekti
1	с точки зрения	1	14
2	что иное как	1	6
3	не может быть	2	6
4	не что иное	1	6
5	само по себе	1	5
6	о том что	2	5
7	подобно тому как	1	4
8	на первый план	1	4
9	имеется в виду	1	3
10	как раз и	1	3
11	в том что	1	3
12	есть не что	1	3
13	как и в	2	3
14	и прежде всего	3	3
15	но даже и	1	2
16	для этого он	1	2
17	как и все	3	2
18	и в этом	1	2
19	с другой стороны	1	2
20	во всяком случае	1	2
21	в сущности и	1	2
22	это и есть	1	2
23	той или иной	2	2
24	не было ни	3	2
25	в вопросе о	1	2
26	одна из самых	1	2
27	том что в	1	1
28	о мире как	1	1
29	но и самого	1	1
30	одном из самых	1	1
31	что в основе	1	1
32	и той же	2	1
33	имеем в виду	1	1
34	мы уже сказали	1	1
35	на самом деле	3	1
36	и в особенности	1	1
37	не видит что	1	1
38	до сих пор	4	1
39	дело вовсе не	1	1
40	и не может	1	1
41	он и не	1	1
42	в этом отношении	2	1
43	значит не только	1	1
44	это вовсе не	2	1
45	есть и в	1	1
46	может быть только	1	1
47	но и всякие	1	1
48	и в частности	1	1
49	это может быть	1	1
50	отличающий ее от	1	1
51	в применении к	1	1
52	все что было	1	1
53	в данном случае	2	1
54	но только не	1	1
55	не знает ни	1	1
56	имели в виду	1	1
57	это конечно не	1	1
58	очень мало и	1	1
59	одно из них	1	1
60	в самом существенном	1	1
61	я бы сказал	1	1
62	то же время	6	1
63	вовсе не в	1	1
64	что в ней	1	1
65	жизни и смерти	2	1
66	связи с этим	1	1
67	в одном из	1	1
68	к нему и	1	1
69	но все эти	1	1
70	бы то ни	1	1
71	то ни было	1	1
72	мы имеем в	1	1
73	в то же	6	1
74	в связи с	4	1
75	одной и той	2	1
76	тех или иных	1	1
77	ни во что	1	1
78	что и в	1	1
