N	3gram	Tiupa_Lite_2	Freidism
1	с точки зрения	3	11
2	по отношению к	3	8
3	не может быть	7	7
4	и прежде всего	1	5
5	то же время	9	4
6	в то же	9	4
7	в данном случае	3	4
8	на самом деле	1	4
9	как мы видели	1	4
10	для того чтобы	1	3
11	бы то ни	1	3
12	в свою очередь	1	3
13	в конечном счете	5	3
14	то же самое	1	2
15	что же касается	1	2
16	и не может	1	2
17	в отличие от	1	2
18	это прежде всего	2	2
19	не могут быть	1	2
20	а с другой	1	2
21	внутренней и внешней	1	2
22	все то что	1	2
23	может быть это	1	2
24	в этом отношении	3	2
25	и притом в	1	2
26	то ни было	1	2
27	с одной стороны	6	2
28	тем не менее	2	2
29	в конце концов	1	2
30	том что в	1	1
31	нет и не	1	1
32	та сила которая	1	1
33	но даже и	1	1
34	в этом случае	2	1
35	с ним а	1	1
36	по отношению ко	1	1
37	является одним из	1	1
38	только то что	1	1
39	в себе и	1	1
40	во всех этих	1	1
41	из того что	1	1
42	в основе своей	1	1
43	по крайней мере	2	1
44	и вовсе не	1	1
45	даже и не	1	1
46	из того же	1	1
47	в себя и	1	1
48	для искусства в	1	1
49	себе а в	1	1
50	отношению ко всему	1	1
51	повлечь за собой	1	1
52	в такой же	1	1
53	в целом ряде	1	1
54	мы не можем	1	1
55	имея в виду	1	1
56	сказать и о	1	1
57	о том что	2	1
58	ничего общего с	1	1
59	не только не	1	1
60	той или иной	1	1
61	но и не	1	1
62	быть не может	1	1
63	в том что	5	1
64	при этом как	1	1
