N	3gram	Vygotskiy__2	EvropaiE
1	с точки зрения	18	16
2	с одной стороны	7	8
3	одной стороны и	2	6
4	в том что	21	6
5	так же как	1	5
6	этой точки зрения	1	5
7	для того чтобы	10	5
8	бы то ни	1	4
9	то ни было	1	4
10	само по себе	2	4
11	той или иной	1	4
12	в той или	1	3
13	в этом смысле	2	3
14	хотя бы и	2	3
15	в этом отношении	3	3
16	можно было бы	5	3
17	в применении к	1	3
18	в известном смысле	1	3
19	друг с другом	2	3
20	во всяком случае	6	3
21	как бы ни	1	3
22	можно сказать что	1	3
23	или хотя бы	1	2
24	того что в	2	2
25	только в том	1	2
26	и со стороны	1	2
27	то что в	1	2
28	из того что	4	2
29	к тому чтобы	2	2
30	рано или поздно	1	2
31	и в частности	1	2
32	в данном случае	3	2
33	дело идет о	1	2
34	в качестве орудия	1	2
35	заключается в том	7	2
36	по нашему мнению	1	2
37	по сравнению с	5	2
38	и только в	1	2
39	с другой стороны	1	2
40	не может быть	6	2
41	по себе не	1	2
42	в частности в	1	2
43	на то что	6	2
44	друг от друга	2	2
45	как мы видели	1	2
46	что при известных	1	1
47	не может не	1	1
48	что в этом	1	1
49	мы хотели бы	1	1
50	в своем развитии	2	1
51	в последнее время	4	1
52	дело в том	1	1
53	но так как	1	1
54	более или менее	2	1
55	ответить на этот	1	1
56	в том же	2	1
57	и в качестве	1	1
58	то что с	2	1
59	несмотря на то	1	1
60	что как бы	1	1
61	при соприкосновении с	1	1
62	том случае если	1	1
63	то и другое	1	1
64	не связана с	1	1
65	представление о том	1	1
66	а также в	1	1
67	в отличие от	3	1
68	этот факт можно	1	1
69	именно и только	1	1
70	с тем что	1	1
71	что мы знаем	6	1
72	том числе и	3	1
73	мы увидим что	2	1
74	на этот вопрос	5	1
75	и в применении	2	1
76	в этом процессе	1	1
77	с а затем	1	1
78	в силу этого	1	1
79	и в своем	2	1
80	мы находим у	1	1
81	точки зрения развития	1	1
82	быть уверенным что	1	1
83	и с точки	1	1
84	на этот раз	1	1
85	но в процессе	1	1
86	и тот же	1	1
87	смысле этого слова	3	1
88	как сказал бы	1	1
89	не могут быть	1	1
90	в том случае	1	1
91	которые можно было	1	1
92	в связи с	6	1
93	друг к другу	1	1
94	мы не станем	2	1
95	вместо того чтобы	1	1
96	мы видели что	3	1
97	один и тот	1	1
98	мы не находим	1	1
99	в переводе на	1	1
100	так и со	1	1
101	вовсе не в	2	1
102	мы не можем	3	1
103	том смысле что	1	1
104	связи с этим	1	1
105	и тем самым	1	1
106	и тем более	1	1
107	оно не может	1	1
108	при известных условиях	1	1
109	именно потому что	1	1
110	речь идет о	2	1
111	во всем его	1	1
112	следует оговориться что	1	1
113	но в отношении	1	1
114	в другой своей	1	1
115	нас к выводу	1	1
116	в том числе	3	1
117	в том смысле	1	1
118	так и по	1	1
119	точки зрения этих	1	1
120	параллелизм хотя бы	1	1
121	к тому же	1	1
122	только тогда когда	2	1
123	мы стремились показать	1	1
