N	3gram	Losev_Dial_2	Myshleni
1	в том что	6	31
2	заключается в том	1	14
3	с точки зрения	8	11
4	с одной стороны	1	9
5	в этом смысле	1	8
6	с другой стороны	4	8
7	то же самое	2	7
8	в этом отношении	1	7
9	друг с другом	1	7
10	в самом деле	3	6
11	одно и то	4	6
12	и то же	4	6
13	так же как	1	5
14	же как и	1	4
15	те же предметы	1	4
16	и то что	1	4
17	в обоих случаях	1	3
18	с первого взгляда	2	3
19	вместе с тем	1	3
20	в себе и	1	3
21	точно так же	1	3
22	по сравнению с	1	3
23	во всяком случае	2	3
24	в связи с	4	3
25	о том что	4	3
26	речь идет о	1	3
27	как мы уже	1	3
28	одной стороны и	1	2
29	того же самого	1	2
30	и не только	5	2
31	не может не	3	2
32	но и в	1	2
33	в одинаковой мере	1	2
34	содержит в себе	3	2
35	в данном случае	2	2
36	то что они	1	2
37	не могут быть	2	2
38	все более и	1	2
39	мы уже говорили	1	2
40	в свое время	1	2
41	к выводу что	1	2
42	это значит что	8	2
43	более и более	1	2
44	подобно тому как	1	2
45	в том смысле	4	2
46	я думаю что	1	1
47	том что в	1	1
48	в смысле формы	1	1
49	не в состоянии	2	1
50	том отношении что	1	1
51	что иное как	3	1
52	сомневаться в том	2	1
53	одних и тех	1	1
54	это не может	1	1
55	видели уже в	1	1
56	нельзя сомневаться в	1	1
57	которые не могут	1	1
58	одному тому что	1	1
59	по одному тому	1	1
60	это то что	1	1
61	так как это	2	1
62	том смысле как	1	1
63	можем сказать что	1	1
64	мы никогда не	1	1
65	так же и	1	1
66	равно как и	1	1
67	не говоря уже	2	1
68	на самом деле	1	1
69	и даже не	1	1
70	но даже и	1	1
71	есть прежде всего	1	1
72	новые и новые	1	1
73	о том как	1	1
74	то что с	1	1
75	в этом совершенно	1	1
76	и во многих	1	1
77	принять во внимание	3	1
78	в зависимости от	2	1
79	на задний план	1	1
80	бы то ни	1	1
81	и та же	4	1
82	было бы просто	1	1
83	до сих пор	2	1
84	и тех же	1	1
85	не просто в	1	1
86	говоря уже о	2	1
87	то и другое	1	1
88	то в чем	1	1
89	которые могут быть	1	1
90	та же вещь	3	1
91	ни в какой	2	1
92	и в частности	2	1
93	к тому что	1	1
94	мы берем его	1	1
95	то время как	3	1
96	порождать из себя	1	1
97	не только в	2	1
98	же и в	1	1
99	в конце концов	1	1
100	так как они	1	1
101	не содержит в	1	1
102	что мы называем	1	1
103	и при этом	1	1
104	во внимание что	1	1
105	и как бы	1	1
106	имея в виду	1	1
107	как мы это	2	1
108	к тому же	1	1
109	смысле что они	1	1
110	одна и та	4	1
111	то что эти	1	1
112	в том отношении	1	1
113	о котором мы	1	1
114	когда мы говорим	1	1
115	в смысле момента	1	1
116	не может быть	3	1
117	по себе не	3	1
118	в то время	3	1
119	только то что	4	1
120	в основе и	1	1
121	том смысле что	3	1
122	как бы по	1	1
123	само по себе	2	1
124	мы должны сказать	1	1
125	тем и другим	1	1
126	мы можем сказать	1	1
127	с самого начала	2	1
128	что одна и	1	1
129	вопрос о том	1	1
130	что обе эти	1	1
131	но все же	1	1
132	можно сказать что	3	1
133	мы говорим о	1	1
134	если принять во	2	1
135	между тем и	1	1
136	не только на	1	1
137	это не мешает	1	1
138	в другое время	1	1
139	все же не	1	1
140	может быть так	1	1
141	не что иное	3	1
142	тем не менее	2	1
143	том что он	1	1
144	но как только	1	1
145	может быть в	3	1
146	что и в	1	1
147	только тогда когда	4	1
148	только к самому	1	1
149	не больше чем	1	1
150	может быть даже	1	1
