N	2gram	Propp_Isto_4	Vladivir
1	и в	26	30
2	в этом	7	20
3	то что	16	20
4	у него	5	19
5	и не	9	18
6	в том	3	18
7	и с	5	14
8	что он	10	13
9	не только	15	12
10	том что	3	12
11	что в	14	12
12	как мы	5	11
13	в его	5	11
14	а в	8	11
15	сказать что	2	11
16	года он	1	10
17	а также	3	10
18	не было	1	10
19	и даже	4	10
20	все же	9	9
21	было бы	2	9
22	не в	5	9
23	в то	1	9
24	не может	6	9
25	потому что	6	9
26	в своем	2	8
27	но в	5	8
28	что же	1	8
29	не мог	3	8
30	связи с	3	8
31	но и	12	8
32	в связи	2	8
33	вместе с	6	8
34	ни в	2	7
35	точки зрения	1	7
36	никогда не	2	7
37	не менее	2	7
38	в эти	1	7
39	может быть	14	7
40	а не	6	7
41	как это	3	7
42	между прочим	2	7
43	для нас	3	7
44	и все	2	7
45	он был	1	6
46	хотя и	2	6
47	и к	1	6
48	в себе	2	6
49	об этом	7	6
50	тем не	2	6
51	и его	10	6
52	у нас	2	6
53	то время	1	6
54	всякого рода	3	6
55	только в	3	6
56	а именно	3	6
57	прежде всего	1	6
58	о чем	3	6
59	года в	1	6
60	к этому	5	6
61	жизни и	1	6
62	и то	6	5
63	и я	1	5
64	с этим	2	5
65	все эти	3	5
66	при этом	3	5
67	как и	7	5
68	в своей	4	5
69	в котором	1	5
70	по себе	2	5
71	так как	9	5
72	в дальнейшем	6	5
73	это мы	2	5
74	так и	10	5
75	с ним	1	5
76	другими словами	2	5
77	и что	5	5
78	того что	2	5
79	тот же	1	5
80	он уже	2	5
81	так что	2	5
82	как бы	3	5
83	в основном	1	5
84	все это	2	5
85	в результате	1	5
86	то же	8	4
87	той же	1	4
88	то это	5	4
89	и он	3	4
90	в ней	1	4
91	и на	2	4
92	мы читаем	2	4
93	отношение к	2	4
94	что это	2	4
95	в целом	2	4
96	в этой	2	4
97	и если	3	4
98	на его	3	4
99	в нем	2	4
100	он не	7	4
101	содержит в	2	4
102	его в	9	4
103	и мы	1	4
104	мы знаем	8	4
105	в этих	7	4
106	мы должны	5	4
107	не есть	2	4
108	здесь не	4	4
109	можно сказать	1	4
110	о том	4	4
111	конечно не	2	4
112	вовсе не	4	4
113	со стороны	1	4
114	именно в	1	4
115	так же	18	4
116	в это	1	4
117	с этой	2	4
118	но это	3	4
119	в начале	1	4
120	н я	1	4
121	и наконец	1	4
122	на этот	2	4
123	по поводу	1	4
124	поездка в	1	3
125	говоря о	1	3
126	был и	1	3
127	и вот	2	3
128	именно к	1	3
129	во всех	1	3
130	но не	5	3
131	его на	4	3
132	как в	7	3
133	и как	5	3
134	из этих	3	3
135	в очень	1	3
136	им в	1	3
137	всех этих	1	3
138	таким образом	10	3
139	те же	3	3
140	должен был	3	3
141	в них	1	3
142	что я	2	3
143	но он	4	3
144	вплоть до	1	3
145	к ней	1	3
146	в области	2	3
147	он и	1	3
148	когда мы	1	3
149	сравнительно с	1	3
150	где он	1	3
151	и это	1	3
152	что и	9	3
153	мы будем	1	3
154	уже не	5	3
155	уже в	2	3
156	в виде	2	3
157	здесь мы	2	3
158	даже и	2	3
159	или иначе	1	3
160	под влиянием	1	3
161	из трех	3	3
162	в данном	3	3
163	по существу	3	3
164	еще более	1	3
165	тем более	1	3
166	хотя бы	2	3
167	точно так	5	3
168	это в	1	3
169	увидим ниже	1	2
170	перед смертью	1	2
171	и есть	2	2
172	очень много	1	2
173	из его	1	2
174	что эти	1	2
175	к нашим	1	2
176	мы уже	5	2
177	еще на	1	2
178	что если	1	2
179	есть нечто	1	2
180	время как	1	2
181	не вполне	1	2
182	ему в	2	2
183	но то	1	2
184	только после	1	2
185	при жизни	2	2
186	только тогда	3	2
187	а он	1	2
188	себе и	1	2
189	как к	1	2
190	и хотя	1	2
191	еще один	2	2
192	но его	1	2
193	как он	6	2
194	на то	3	2
195	не могла	1	2
196	с новым	1	2
197	а к	1	2
198	три года	4	2
199	вера в	1	2
200	которой не	1	2
201	же это	2	2
202	прочим и	1	2
203	том чтобы	1	2
204	на земле	3	2
205	и по	5	2
206	на этом	2	2
207	но все	5	2
208	и может	1	2
209	на все	1	2
210	это не	5	2
211	он все	1	2
212	он же	2	2
213	этого не	2	2
214	с тем	2	2
215	которой он	2	2
216	мы видели	6	2
217	к середине	1	2
218	мы не	1	2
219	он меня	1	2
220	и при	3	2
221	он дает	1	2
222	к той	1	2
223	их в	7	2
224	однако в	2	2
225	даже в	4	2
226	и очень	1	2
227	мы пока	2	2
228	она не	3	2
229	меня не	3	2
230	не имеет	3	2
231	на котором	3	2
232	тогда когда	1	2
233	того как	4	2
234	к этим	2	2
235	в русском	1	2
236	меня и	2	2
237	как будто	1	2
238	ему все	1	2
239	к тому	1	2
240	а что	1	2
241	будто бы	1	2
242	можно и	1	2
243	в виду	1	2
244	меня в	1	2
245	данном случае	3	2
246	почему и	2	2
247	имеет никакого	1	2
248	возможно что	2	2
249	ничего не	5	2
250	о нем	1	2
251	после того	2	2
252	в чем	1	2
253	и во	2	2
254	нас в	1	2
255	к нему	6	2
256	и она	1	2
257	по возвращении	1	2
258	под этими	1	2
259	от нас	1	2
260	и жизни	1	2
261	себя в	2	2
262	он сам	1	2
263	его и	2	2
264	же они	1	2
265	друг друга	1	2
266	но уже	1	2
267	как у	1	2
268	здесь в	1	2
269	тут же	2	2
270	во второй	1	2
271	что не	1	2
272	не на	3	2
273	с которым	1	2
274	на эту	1	2
275	уже давно	1	2
276	в частности	2	2
277	здесь можно	2	2
278	к его	1	2
279	или по	1	2
280	наряду с	3	2
281	такого рода	2	2
282	это за	1	2
283	на руках	1	2
284	в более	1	2
285	к этой	3	2
286	же в	3	2
287	есть и	2	2
288	не говорится	1	2
289	в своих	1	2
290	и т	27	1
291	одним из	1	1
292	например в	3	1
293	обращается в	1	1
294	в этот	4	1
295	в тех	4	1
296	и др	5	1
297	тех же	2	1
298	эти мотивы	1	1
299	общение человека	1	1
300	произведение которое	1	1
301	между двумя	12	1
302	смерть в	1	1
303	он всегда	3	1
304	каком они	1	1
305	и за	2	1
306	по его	2	1
307	есть не	1	1
308	отсюда видно	1	1
309	более ранней	1	1
310	что между	1	1
311	ответить на	1	1
312	пока только	2	1
313	он как	1	1
314	представлением о	2	1
315	но она	1	1
316	что иное	3	1
317	орудия и	1	1
318	представление о	1	1
319	но даже	1	1
320	и ни	1	1
321	есть второй	1	1
322	мы здесь	2	1
323	ним и	1	1
324	и самого	1	1
325	в которых	4	1
326	суждение о	1	1
327	иное как	3	1
328	за свое	1	1
329	за него	1	1
330	своей работе	1	1
331	исключительно только	1	1
332	то он	1	1
333	но как	1	1
334	а только	1	1
335	к богу	1	1
336	не все	1	1
337	если в	1	1
338	а через	1	1
339	что так	1	1
340	не просто	4	1
341	земле в	2	1
342	что они	6	1
343	как говорит	1	1
344	мертвых и	1	1
345	независимо от	1	1
346	общего с	1	1
347	что именно	1	1
348	туда и	1	1
349	этой стороны	2	1
350	что нет	1	1
351	когда он	6	1
352	целый ряд	1	1
353	вопросом о	1	1
354	что по	1	1
355	его к	3	1
356	это просто	1	1
357	духа и	1	1
358	ясно и	1	1
359	него до	1	1
360	всегда был	1	1
361	нему с	1	1
362	к чему	1	1
363	та же	1	1
364	он в	4	1
365	тут и	2	1
366	и и	3	1
367	это впрочем	1	1
368	право на	2	1
369	думать что	1	1
370	своему другу	1	1
371	можно себе	1	1
372	что она	3	1
373	в свет	1	1
374	главным образом	2	1
375	уже тогда	1	1
376	времена и	1	1
377	чтобы он	2	1
378	т д	24	1
379	же именно	1	1
380	одному из	1	1
381	на том	2	1
382	становится его	3	1
383	не к	2	1
384	жизнью и	1	1
385	мир как	1	1
386	с представлением	3	1
387	но вместе	1	1
388	его от	2	1
389	никому не	1	1
390	так например	2	1
391	им как	1	1
392	об этой	1	1
393	связанных с	2	1
394	или два	1	1
395	них не	1	1
396	а по	4	1
397	лишь в	2	1
398	а как	2	1
399	и гуляет	1	1
400	он есть	1	1
401	в свой	2	1
402	прибавить что	4	1
403	убежден в	1	1
404	к которым	5	1
405	очень интересно	2	1
406	мы имеем	7	1
407	со своими	1	1
408	что такого	1	1
409	здесь все	1	1
410	старшего брата	1	1
411	бога и	1	1
412	такой же	1	1
413	его три	1	1
414	но я	1	1
415	во время	7	1
416	но если	1	1
417	от своего	3	1
418	поэтического творчества	1	1
419	при изучении	2	1
420	можно найти	2	1
421	попасть в	2	1
422	всему миру	1	1
423	просто в	1	1
424	то для	1	1
425	бы мы	2	1
426	своего рода	1	1
427	мир и	1	1
428	но эта	4	1
429	время я	1	1
430	выше мы	2	1
431	не будем	1	1
432	превращения в	2	1
433	если бы	2	1
434	дом и	1	1
435	чтобы иметь	2	1
436	что этот	4	1
437	не любит	1	1
438	случае мы	2	1
439	сам он	1	1
440	в русской	3	1
441	дело не	2	1
442	заставить его	2	1
443	на него	3	1
444	путь и	1	1
445	чтобы стать	1	1
446	не могло	2	1
447	достаточно ясно	1	1
448	и весь	1	1
449	этих двух	1	1
450	очень мало	1	1
451	он хочет	1	1
452	взял его	1	1
453	и является	1	1
454	во всем	3	1
455	здесь же	1	1
456	достаточно указать	1	1
457	только с	2	1
458	ему не	1	1
459	только наиболее	1	1
460	у меня	1	1
461	и здесь	5	1
462	к отдельным	2	1
463	очень часто	1	1
464	если у	1	1
465	во все	2	1
466	должны быть	1	1
467	пребывание в	1	1
468	на могилу	2	1
469	все еще	3	1
470	своего отца	3	1
471	утверждать что	1	1
472	приведем еще	1	1
473	ничего общего	1	1
474	здесь еще	1	1
475	тогда я	1	1
476	иногда он	3	1
477	только при	1	1
478	совершенно ясно	2	1
479	меня а	1	1
480	кони а	1	1
481	куда он	1	1
482	чтобы быть	1	1
483	но мы	3	1
484	образом я	1	1
485	всей своей	1	1
486	так в	4	1
487	от того	2	1
