N	3gram	Bakhtin_fo_1	Vladivir
1	в том что	2	10
2	о том что	1	8
3	с точки зрения	2	6
4	вместе с тем	2	6
5	а также и	2	6
6	не может быть	3	6
7	как раз и	2	5
8	и в этом	1	5
9	дело в том	2	5
10	к тому же	2	5
11	в то время	3	4
12	том что в	1	3
13	во всяком случае	1	3
14	с одной стороны	2	3
15	в то же	6	3
16	в отличие от	2	3
17	само собой разумеется	2	2
18	также и в	2	2
19	одной стороны и	2	2
20	на первый план	1	2
21	в этом отношении	3	2
22	совершенно так же	1	2
23	и в то	5	2
24	в это время	1	2
25	так же как	2	2
26	в данном случае	1	2
27	еще и в	1	2
28	то время как	2	2
29	в связи с	5	2
30	и в том	1	2
31	бросается в глаза	1	2
32	в себе и	1	2
33	то же время	9	2
34	в каком же	2	1
35	природы то есть	1	1
36	а следовательно и	1	1
37	ровно ничего не	1	1
38	как и для	2	1
39	в виду что	1	1
40	не говорится ни	1	1
41	и не только	2	1
42	в том же	1	1
43	в этом случае	1	1
44	так и его	1	1
45	же как и	2	1
46	о которой мы	1	1
47	до сих пор	3	1
48	и во многом	1	1
49	то есть чтобы	1	1
50	сама по себе	1	1
51	в строгом смысле	2	1
52	сих пор не	1	1
53	и в дальнейшем	1	1
54	с тем что	1	1
55	как раз наиболее	1	1
56	что в нем	1	1
57	этой проблемы и	1	1
58	собой разумеется что	2	1
59	времени то есть	1	1
60	у него нет	1	1
61	одно и то	3	1
62	в частности у	1	1
63	может быть и	2	1
64	не могло быть	3	1
65	возвращается к своему	1	1
66	бытие и сущность	1	1
67	не только в	2	1
68	при помощи которой	1	1
69	в один ряд	1	1
70	в себя и	1	1
71	и то же	3	1
72	буквальном смысле слова	1	1
73	для него это	1	1
74	самого человека и	1	1
75	всего бытия и	1	1
76	только и не	1	1
77	его борьбе с	1	1
78	но вместе с	1	1
79	кроме того в	1	1
80	если они не	1	1
81	в новое время	1	1
82	о которых мы	1	1
83	все то что	2	1
84	мы уже видели	1	1
85	мы и в	1	1
86	имел в виду	1	1
87	ясно что в	1	1
88	надо сказать что	1	1
89	с самого начала	2	1
90	но все эти	2	1
91	в философии и	1	1
92	в самом деле	1	1
93	той или иной	2	1
94	вовсе не являются	1	1
95	включает в себя	1	1
96	бы он ни	1	1
97	не только на	1	1
98	в том числе	4	1
99	и совсем не	1	1
100	с этим мы	1	1
101	по этому вопросу	1	1
102	в конце ее	1	1
103	мы уже знаем	1	1
104	в буквальном смысле	2	1
105	для того чтобы	5	1
106	наше внимание на	1	1
107	в себе не	1	1
108	и не могло	1	1
109	как мы говорили	1	1
110	и др не	1	1
111	если бы эти	1	1
