N	3gram	Tiupa_Disk_1	Hudozhes
1	в том что	13	11
2	по отношению к	9	7
3	о том что	5	7
4	подобно тому как	2	4
5	то же время	4	4
6	в то же	3	4
7	том что в	2	3
8	но при этом	3	3
9	не может быть	3	3
10	как и в	1	3
11	в конечном счете	1	3
12	ни о чем	1	3
13	с одной стороны	9	3
14	тем не менее	1	3
15	в соответствии с	2	3
16	состоит в том	2	2
17	если можно так	1	2
18	а не в	2	2
19	о том как	1	2
20	с точки зрения	1	2
21	только в том	2	2
22	до сих пор	1	2
23	и в то	1	2
24	хотя бы и	1	2
25	можно так выразиться	1	2
26	тогда как в	5	2
27	уже одно это	1	2
28	в данном случае	2	2
29	то же самое	2	2
30	не более чем	2	2
31	как будто бы	1	2
32	того или иного	1	2
33	не только в	2	2
34	к тому же	4	2
35	дама с собачкой	1	2
36	на том что	1	1
37	нет и не	1	1
38	той или иной	3	1
39	бахтин по отношению	1	1
40	строгом значении этого	1	1
41	дело в том	1	1
42	но и о	1	1
43	в котором он	1	1
44	как раз и	1	1
45	тот или иной	2	1
46	при этом он	1	1
47	что он не	1	1
48	во второй редакции	1	1
49	в том случае	1	1
50	в этом отношении	1	1
51	что не только	1	1
52	том числе и	2	1
53	и составляет эстетическую	1	1
54	а с другой	3	1
55	при всей его	2	1
56	а иногда и	1	1
57	следующим образом в	1	1
58	в таком случае	1	1
59	это в значительной	1	1
60	том случае если	1	1
61	обнаруживает себя в	1	1
62	к себе и	1	1
63	в значительной степени	2	1
64	едва ли не	2	1
65	точкой зрения на	1	1
66	выступает своего рода	1	1
67	не несет в	1	1
68	в строгом значении	2	1
69	в частности если	1	1
70	из виду что	1	1
71	тем что он	1	1
72	имеем дело с	1	1
73	а не как	1	1
74	о чем не	1	1
75	несет в себе	1	1
76	к той же	1	1
77	с другой стороны	3	1
78	на этом пути	1	1
79	и в том	1	1
80	места времени и	1	1
81	содержит в себе	1	1
82	она могла бы	1	1
83	а в том	2	1
84	вместе со всеми	1	1
85	автор и читатель	1	1
86	не могло быть	1	1
87	заключается в том	1	1
88	в этом случае	1	1
89	упускать из виду	1	1
90	с самого начала	1	1
91	это отнюдь не	1	1
92	но все же	1	1
93	по сути дела	2	1
94	можно сказать что	2	1
95	как уже подчеркивалось	1	1
96	единством места времени	1	1
97	в том числе	2	1
98	значении этого термина	2	1
99	мы имеем дело	2	1
100	к той или	2	1
101	лежит не в	1	1
102	пока еще не	3	1
