N	3gram	Voloshinov_1	Formalny
1	не может быть	4	10
2	в связи с	1	10
3	с точки зрения	5	7
4	в этом отношении	1	7
5	в самом деле	2	5
6	то же время	1	5
7	в то же	1	5
8	того или иного	2	4
9	на самом деле	1	3
10	быть и речи	1	3
11	и не может	1	3
12	в зависимости от	2	3
13	может быть и	1	3
14	в своей статье	1	3
15	с другой стороны	2	3
16	она ни была	1	3
17	хотя бы в	1	3
18	для того чтобы	1	3
19	только и может	1	2
20	прежде всего в	1	2
21	формальный метод в	1	2
22	в отличие от	1	2
23	ни о какой	1	2
24	не входит в	1	2
25	говорить не приходится	1	2
26	своей статье о	1	2
27	теории поэтического языка	1	2
28	по себе а	1	2
29	с самого начала	2	2
30	к тому что	1	2
31	в предисловии к	1	2
32	в том что	2	2
33	что иное как	2	1
34	самый предмет исследования	1	1
35	в шкловского и	1	1
36	что в основе	1	1
37	чем же объясняется	1	1
38	иметь в виду	1	1
39	а вовсе не	1	1
40	в виду что	1	1
41	гоголь и достоевский	1	1
42	более или менее	1	1
43	равно как и	1	1
44	конструкции поэтического произведения	1	1
45	и в некоторых	1	1
46	нам кажется что	1	1
47	с одной стороны	2	1
48	в процессе взаимодействия	1	1
49	связана с проблемой	1	1
50	же время в	1	1
51	в методологической позиции	1	1
52	можно говорить о	1	1
53	отметить еще одну	1	1
54	языка как системы	2	1
55	в собственном смысле	1	1
56	в системе языка	1	1
57	лишь в процессе	1	1
58	является не чем	1	1
59	то или иное	1	1
60	вместе с ними	1	1
61	мы полагаем что	1	1
62	мы не можем	1	1
63	в особенности в	1	1
64	не чем иным	2	1
65	в данном случае	2	1
66	к предмету но	1	1
67	но в то	1	1
68	и в его	1	1
69	и тот же	1	1
70	иным как попыткой	1	1
71	слов и в	1	1
72	а не как	1	1
73	чуть ли не	1	1
74	вопрос отвечают ли	1	1
75	так и для	1	1
76	себе а лишь	1	1
77	поставить вопрос отвечают	1	1
78	роковую роль в	1	1
79	один и тот	1	1
80	материалом для исследования	1	1
81	что же такое	1	1
82	не было бы	1	1
83	не имеет и	1	1
84	только то что	1	1
85	есть не что	2	1
86	только в связи	1	1
87	таким образом ритм	1	1
88	еще одну особенность	1	1
89	становится чуть ли	1	1
90	чем иным как	2	1
91	но тем не	1	1
92	таким образом мы	1	1
93	в школе фосслера	1	1
94	ничего общего с	2	1
95	широком понимании этого	1	1
96	но что же	1	1
97	вряд ли вообще	1	1
98	превращения его в	1	1
99	в узком смысле	1	1
100	не что иное	2	1
101	к истории литературы	1	1
102	тем не менее	1	1
103	в последнем счете	1	1
104	как и в	1	1
105	в поэзии в	1	1
