N	3gram	Tiupa_Lite_1	Myslijsy
1	в том что	11	16
2	по отношению к	2	5
3	по крайней мере	1	5
4	то же время	5	5
5	в то же	5	5
6	с другой стороны	1	4
7	не только в	4	4
8	до сих пор	1	3
9	одним и тем	1	3
10	и тем же	1	3
11	с одной стороны	2	3
12	в произведении искусства	1	3
13	в свою очередь	1	3
14	только в том	2	3
15	тем не менее	2	3
16	не может быть	1	3
17	то что я	1	2
18	только потому что	1	2
19	в этом последнем	1	2
20	подобно тому как	2	2
21	том что он	1	2
22	в том же	3	2
23	в этом отношении	2	2
24	именно в том	1	2
25	нельзя сказать что	1	2
26	могли бы быть	1	1
27	в эту минуту	1	1
28	а потому и	1	1
29	а не в	1	1
30	однако с точки	1	1
31	не говоря уже	2	1
32	на самом деле	1	1
33	в самом деле	1	1
34	во многих случаях	1	1
35	потому что я	1	1
36	может быть назван	1	1
37	не подлежит сомнению	1	1
38	говоря уже о	1	1
39	лишь тогда когда	1	1
40	из того что	2	1
41	несмотря на свою	1	1
42	до тех пор	1	1
43	и то что	2	1
44	только в силу	1	1
45	этимологическое значение слова	1	1
46	в данном случае	4	1
47	а не как	1	1
48	так или иначе	8	1
49	тем что в	1	1
50	если оно вообще	1	1
51	внутреннего и внешнего	1	1
52	одно из них	1	1
53	что художественное творчество	1	1
54	каждого из них	1	1
55	только то что	1	1
56	не в силах	1	1
57	далеко не всегда	1	1
58	и тем самым	2	1
59	о том что	2	1
60	ничего общего с	1	1
61	что же именно	1	1
62	не может стать	1	1
63	но и от	1	1
64	на то что	1	1
65	может и не	1	1
66	тем более что	1	1
67	по этому поводу	1	1
68	не только от	1	1
69	быть не может	1	1
70	в сфере языка	1	1
71	здесь как и	1	1
72	на первый взгляд	1	1
73	к тому же	1	1
74	на наш взгляд	5	1
