N	2gram	Losev_Dial_1	EvropaiC
1	таким образом	1	32
2	в том	9	31
3	и в	18	24
4	том что	9	20
5	все эти	2	19
6	не может	12	18
7	то что	13	17
8	может быть	17	15
9	все же	5	15
10	точки зрения	17	13
11	самом деле	3	12
12	в своем	5	12
13	до сих	2	12
14	в этом	12	12
15	сих пор	2	12
16	с этим	2	11
17	между тем	1	11
18	все это	11	11
19	во всех	1	10
20	культуры и	1	10
21	так и	9	10
22	как бы	11	10
23	все что	1	10
24	на то	5	9
25	при этом	1	9
26	как и	2	9
27	с другом	1	9
28	друг с	1	9
29	в результате	1	9
30	что в	13	9
31	в самом	3	8
32	с точки	12	8
33	знаем что	1	8
34	не в	6	8
35	идет речь	2	8
36	ясно что	8	8
37	если бы	12	8
38	так же	4	8
39	и все	3	8
40	а между	1	7
41	на самом	3	7
42	из этих	2	7
43	в силу	1	7
44	о которых	2	7
45	или менее	3	7
46	не менее	2	7
47	по существу	1	7
48	того чтобы	1	7
49	по своей	1	7
50	к тому	4	7
51	для этого	2	7
52	о том	4	7
53	и что	12	7
54	что он	11	7
55	для того	2	7
56	но и	7	7
57	и не	30	7
58	более или	3	7
59	о котором	1	7
60	из этого	1	7
61	должна быть	3	6
62	еще не	2	6
63	что касается	2	6
64	в этой	1	6
65	в мире	2	6
66	в сознании	3	6
67	несмотря на	10	6
68	и при	2	6
69	от друга	1	6
70	с ним	6	6
71	что и	3	6
72	при чем	2	6
73	того что	2	6
74	только в	3	6
75	все они	1	6
76	так что	15	6
77	так как	11	6
78	мы можем	4	6
79	друг от	1	6
80	с другой	6	6
81	вместе с	1	6
82	в европе	1	6
83	европейская наука	1	6
84	отличается от	2	6
85	у них	3	6
86	бороться с	2	5
87	столь же	1	5
88	и к	1	5
89	но в	6	5
90	в которой	1	5
91	что это	11	5
92	в себе	11	5
93	тому же	2	5
94	не только	13	5
95	и если	1	5
96	но все	3	5
97	не будет	1	5
98	что все	1	5
99	и с	5	5
100	его в	1	5
101	между собою	2	5
102	и без	1	5
103	в то	6	5
104	как будто	1	5
105	по сравнению	2	5
106	в его	3	5
107	большею частью	2	5
108	потому что	14	5
109	и их	2	5
110	у него	1	5
111	именно в	2	5
112	далеко не	1	5
113	ничем не	3	5
114	другой стороны	4	5
115	сравнению с	2	5
116	быть и	4	5
117	и для	2	5
118	и от	2	5
119	к этому	2	5
120	в такой	1	4
121	и то	9	4
122	то же	10	4
123	мы уже	1	4
124	та же	3	4
125	из того	2	4
126	отношение к	5	4
127	данный момент	1	4
128	что как	2	4
129	хотя и	4	4
130	он не	3	4
131	всех этих	3	4
132	мало того	1	4
133	в одну	3	4
134	из них	2	4
135	должно быть	3	4
136	и культуры	1	4
137	в их	3	4
138	оказывается что	1	4
139	тем не	1	4
140	что эта	4	4
141	связи с	1	4
142	тех кто	2	4
143	и сейчас	2	4
144	в дальнейшем	5	4
145	никогда не	9	4
146	пор не	1	4
147	и у	2	4
148	если мы	2	4
149	не есть	40	4
150	в виде	2	4
151	не так	1	4
152	а потому	1	4
153	в конце	4	4
154	а с	2	4
155	конце концов	3	4
156	не могут	1	4
157	это есть	9	4
158	в состоянии	1	4
159	то ясно	1	4
160	мы должны	5	4
161	хотя бы	6	4
162	состоит из	3	4
163	совершенно не	8	4
164	в таком	1	4
165	как известно	1	3
166	же как	2	3
167	историческую эпоху	2	3
168	вопрос о	2	3
169	но по	1	3
170	но даже	1	3
171	самих себя	1	3
172	в данном	3	3
173	мы будем	1	3
174	что по	1	3
175	и наконец	1	3
176	на нас	1	3
177	так или	1	3
178	в нем	16	3
179	на земле	2	3
180	и по	1	3
181	и может	2	3
182	заключается в	1	3
183	это не	9	3
184	на почве	1	3
185	в жизни	1	3
186	в этих	5	3
187	что если	2	3
188	представление о	1	3
189	даже в	3	3
190	что их	2	3
191	для нас	1	3
192	в разных	3	3
193	всякой другой	1	3
194	во всем	2	3
195	а лишь	3	3
196	уже и	3	3
197	от того	1	3
198	всему этому	1	3
199	должны быть	1	3
200	что оно	5	3
201	ничего общего	4	3
202	и это	2	3
203	будет считать	1	3
204	жизнь и	3	3
205	и вообще	4	3
206	с одной	2	3
207	то они	1	3
208	различия между	1	3
209	сказали что	2	3
210	даже если	3	3
211	очень много	3	3
212	конечно не	3	3
213	при помощи	1	3
214	и других	1	3
215	от тех	1	3
216	является ли	1	3
217	как у	2	3
218	или иначе	1	3
219	прежде всего	10	3
220	же не	1	3
221	в связи	1	3
222	и потому	3	3
223	по одному	1	3
224	мы сказали	1	3
225	сейчас же	1	3
226	не то	6	3
227	от него	4	3
228	бы в	3	3
229	тем более	2	3
230	только что	3	3
231	а в	5	3
232	что мы	1	3
233	в котором	4	2
234	и до	1	2
235	что эти	1	2
236	по его	1	2
237	также и	7	2
238	и состоит	2	2
239	общества и	1	2
240	теперь мы	1	2
241	почти все	2	2
242	мы и	2	2
243	же что	1	2
244	в ней	3	2
245	всю их	1	2
246	от себя	1	2
247	во всяком	4	2
248	друг к	2	2
249	но как	2	2
250	заметим что	1	2
251	в сторону	1	2
252	только тогда	2	2
253	что они	3	2
254	общего с	5	2
255	есть в	1	2
256	и где	2	2
257	то в	7	2
258	и там	1	2
259	в общий	1	2
260	если он	1	2
261	что она	7	2
262	как две	1	2
263	том чтобы	1	2
264	одной и	1	2
265	а это	1	2
266	же касается	1	2
267	к другу	2	2
268	то есть	1	2
269	нечего и	1	2
270	в них	3	2
271	нет в	1	2
272	со своими	1	2
273	и уже	1	2
274	потому и	1	2
275	такой же	2	2
276	на первый	1	2
277	но если	5	2
278	никто не	2	2
279	представить себе	1	2
280	можно ли	1	2
281	в которых	2	2
282	точку зрения	3	2
283	образом и	2	2
284	и более	4	2
285	тому что	3	2
286	она не	6	2
287	тем самым	1	2
288	на себе	3	2
289	в основе	3	2
290	говорить о	5	2
291	мы все	1	2
292	этих двух	1	2
293	очень мало	2	2
294	на этом	2	2
295	это конечно	2	2
296	сходство с	1	2
297	понять что	1	2
298	имеет место	1	2
299	если же	1	2
300	о них	1	2
301	должен быть	1	2
302	как мы	4	2
303	как не	2	2
304	быть вполне	1	2
305	на том	1	2
306	и сам	1	2
307	что у	1	2
308	на нее	1	2
309	все его	1	2
310	в виду	5	2
311	в другом	2	2
312	другими словами	2	2
313	не стоит	1	2
314	же время	4	2
315	можно встретить	1	2
316	все в	1	2
317	к нему	8	2
318	исторического развития	1	2
319	в ту	1	2
320	если это	2	2
321	было бы	12	2
322	но так	2	2
323	но с	3	2
324	борьбы за	1	2
325	и так	2	2
326	жизни и	3	2
327	то и	2	2
328	ни было	2	2
329	борьбы с	1	2
330	для него	2	2
331	всяком случае	2	2
332	вовсе не	7	2
333	к ним	2	2
334	из нее	1	2
335	как при	1	2
336	и только	1	2
337	не было	6	2
338	и из	3	2
339	однако это	1	2
340	только один	1	2
341	что для	3	2
342	одной стороны	2	2
343	одну из	1	2
344	отнюдь не	9	2
345	при более	1	2
346	в частности	2	2
347	но не	4	2
348	что же	3	2
349	из этой	1	2
350	только то	4	2
351	с этой	2	2
352	и тому	1	2
353	при условии	3	2
354	между прочим	1	2
355	но для	1	2
356	говорить что	2	2
357	только мы	1	2
358	при таком	1	2
359	это может	2	2
360	не более	1	2
361	и говорить	2	2
362	с ними	2	2
363	между ними	1	2
364	не знает	2	2
365	ко всему	2	2
366	что под	2	2
367	однако мы	1	2
368	они не	1	2
369	гораздо более	3	2
370	и наиболее	1	1
371	я и	1	1
372	говоря о	2	1
373	например в	1	1
374	и весьма	1	1
375	ученые не	2	1
376	он может	1	1
377	ее до	1	1
378	силы и	1	1
379	показаться что	1	1
380	это и	4	1
381	на деле	2	1
382	из самых	1	1
383	научных методов	1	1
384	ее будет	1	1
385	эпохи то	1	1
386	той же	1	1
387	отношения к	3	1
388	совершенно в	1	1
389	а как	1	1
390	есть не	3	1
391	мы не	1	1
392	что между	1	1
393	и тут	3	1
394	этом не	1	1
395	только благодаря	1	1
396	время как	2	1
397	отдельных частей	1	1
398	на себя	1	1
399	я не	5	1
400	сложнее и	1	1
401	к своему	1	1
402	и самого	1	1
403	и этого	1	1
404	он сам	5	1
405	иное как	1	1
406	себя а	1	1
407	на их	1	1
408	в различных	1	1
409	и жизни	4	1
410	так если	1	1
411	тяжелы и	1	1
412	играет роль	1	1
413	такого что	1	1
414	бы не	1	1
415	в создании	1	1
416	не требует	1	1
417	и другие	1	1
418	а только	3	1
419	если в	3	1
420	себе и	2	1
421	наука сама	3	1
422	со стороны	2	1
