N	3gram	Losev_Dial_3	Problemy
1	с точки зрения	14	13
2	то же время	1	9
3	о себе самом	1	9
4	в то же	1	9
5	в том что	3	6
6	и в этом	2	5
7	в зависимости от	2	5
8	на самом деле	1	4
9	не может быть	6	4
10	подобно тому как	4	3
11	как раз и	3	3
12	сами по себе	3	3
13	это не значит	1	3
14	в этом отношении	1	3
15	во всяком случае	2	3
16	само по себе	5	3
17	с другой стороны	2	3
18	друг против друга	1	2
19	в самом деле	5	2
20	до сих пор	1	2
21	и не может	1	2
22	в лучшем случае	1	2
23	и в то	1	2
24	бы то ни	1	2
25	т е в	4	2
26	в данном случае	1	2
27	что он есть	3	2
28	к нему и	1	2
29	да ведь это	1	2
30	т е не	4	2
31	и есть то	1	1
32	а следовательно и	1	1
33	хотя и не	2	1
34	же как и	1	1
35	оно и не	1	1
36	так что оно	1	1
37	тем что оно	2	1
38	он не может	2	1
39	тем или другим	1	1
40	и даже не	1	1
41	выйти за пределы	2	1
42	как точка зрения	1	1
43	себе самом не	1	1
44	то же самое	1	1
45	ничем не отличается	4	1
46	то для него	1	1
47	зрения с которой	1	1
48	сознания но и	1	1
49	он и не	1	1
50	а так как	1	1
51	может находиться в	1	1
52	несмотря на свою	1	1
53	не отличается от	4	1
54	точно так же	2	1
55	может быть или	1	1
56	кроме того и	1	1
57	может быть только	1	1
58	по крайней мере	5	1
59	есть то что	5	1
60	и в частности	1	1
61	то время как	4	1
62	при условии что	2	1
63	и что в	1	1
64	так же как	2	1
65	того что он	3	1
66	то ни было	1	1
67	тех или иных	1	1
68	так и к	1	1
69	строго говоря нет	1	1
70	и души в	1	1
71	не могут быть	2	1
72	не в том	1	1
73	не тем что	1	1
74	вовсе еще не	1	1
75	не знает не	1	1
76	этой точки зрения	2	1
77	и во всяком	1	1
78	о том что	5	1
79	того или иного	2	1
80	зависимости от характера	1	1
81	более или менее	1	1
82	в одном из	1	1
83	даны не в	1	1
84	которые сами по	1	1
85	имеем в виду	1	1
86	в то время	4	1
87	это и есть	2	1
88	и никогда не	1	1
89	не только не	7	1
90	но все эти	1	1
91	мира а не	1	1
92	но что же	1	1
93	мы имеем в	1	1
94	что это не	2	1
95	не есть конечно	1	1
96	точка зрения с	1	1
97	т е только	1	1
98	положения которые сами	1	1
99	как одна из	1	1
100	к тому что	2	1
101	сама по себе	4	1
102	это не только	1	1
103	субъекта а не	1	1
104	перед нами не	1	1
105	что и в	1	1
106	и т д	23	1
