N	3gram	Tiupa_Lite_1	Problemy
1	к себе самому	1	14
2	то же время	5	12
3	в то же	5	12
4	на самом деле	1	10
5	с самого начала	1	8
6	в отношении к	1	7
7	не может быть	1	6
8	по отношению к	2	5
9	себе самому и	1	5
10	во всяком случае	2	5
11	с точки зрения	2	4
12	бы то ни	1	4
13	то ни было	1	4
14	и прежде всего	3	4
15	в самом деле	1	3
16	по крайней мере	1	3
17	но в то	1	3
18	с другой стороны	1	3
19	то что я	1	2
20	а прежде всего	1	2
21	подобно тому как	2	2
22	как раз и	1	2
23	знает что он	1	2
24	в отличие от	5	2
25	же время не	1	2
26	к тому чтобы	1	2
27	как мы знаем	1	2
28	что он в	1	2
29	как бы два	1	2
30	и в этом	1	2
31	что он сам	1	2
32	а не в	1	2
33	по ту сторону	1	2
34	о том что	2	2
35	не в силах	1	2
36	никогда не бывает	1	2
37	в сущности не	1	2
38	тем не менее	2	2
39	на всю жизнь	1	2
40	в большинстве случаев	1	2
41	к тому же	1	2
42	внутреннего и внешнего	1	2
43	так и не	1	1
44	какой бы то	1	1
45	он не мог	1	1
46	прежде всего в	3	1
47	как и во	1	1
48	в том же	3	1
49	может и не	1	1
50	потому что я	1	1
51	до сих пор	1	1
52	в этом отношении	2	1
53	и сам не	1	1
54	резко отличается от	1	1
55	никак не мог	1	1
56	в его позднем	1	1
57	вмешивается в его	1	1
58	и то что	2	1
59	есть своего рода	1	1
60	каждому из них	1	1
61	в значительной степени	1	1
62	в данном случае	4	1
63	всяком случае в	1	1
64	в один из	1	1
65	но при этом	2	1
66	не столько в	1	1
67	до конца не	1	1
68	все более и	1	1
69	но может быть	1	1
70	один из моментов	1	1
71	каждого из них	1	1
72	не может и	1	1
73	на вопрос что	1	1
74	имел в виду	1	1
75	но только в	1	1
76	в свою очередь	1	1
77	друг для друга	2	1
78	и того же	1	1
79	более и более	1	1
80	но все же	1	1
81	на то что	1	1
82	одного и того	1	1
83	в том что	11	1
84	того же слова	1	1
85	для него в	1	1
