N	3gram	Medvedev_F_3	Literetu
1	то же время	7	7
2	в то же	7	7
3	в этом отношении	3	5
4	в отличие от	2	5
5	по отношению к	3	4
6	в данном случае	4	4
7	с одной стороны	1	4
8	о том что	1	4
9	в том что	3	4
10	в том числе	1	3
11	с точки зрения	14	3
12	не может быть	14	3
13	эстетический объект в	1	2
14	в самом деле	4	2
15	подобно тому как	4	2
16	какого бы то	1	2
17	то же самое	3	2
18	бы то ни	4	2
19	из того что	1	2
20	том числе и	1	2
21	не только в	1	2
22	то ни было	4	2
23	так или иначе	1	2
24	а не как	1	2
25	с другой стороны	5	2
26	а и в	2	2
27	и вместе с	1	2
28	и в самом	1	2
29	той или иной	1	2
30	на то что	1	2
31	воспринимающих и на	1	1
32	одних и тех	1	1
33	и на определенные	1	1
34	реальное пространство и	1	1
35	в чистом виде	1	1
36	хотя и не	1	1
37	ориентировано во-первых на	1	1
38	направлении ориентации произведение	1	1
39	исполняемое слышимое читаемое	1	1
40	и воспринимающих и	1	1
41	расположено между людьми	1	1
42	своим тематическим содержанием	1	1
43	между людьми определенным	1	1
44	на самом деле	12	1
45	читаемое в определенное	1	1
46	о том как	2	1
47	произведение входит в	2	1
48	место в этой	1	1
49	так и не	1	1
50	при определенных обстоятельствах	1	1
51	первом направлении ориентации	1	1
52	каждый данный момент	1	1
53	исполнения и восприятия	2	1
54	различными сторонами окружающей	1	1
55	изнутри своим тематическим	1	1
56	хотя бы и	1	1
57	определенном месте при	1	1
58	его действительности в	1	1
59	вместе с тем	3	1
60	людьми определенным образом	1	1
61	время в определенном	1	1
62	определенное время в	1	1
63	жизни так сказать	1	1
64	тому как в	1	1
65	и т п	5	1
66	определенные условия исполнения	1	1
67	входит в реальное	1	1
68	сказать изнутри своим	1	1
69	а то и	1	1
70	определенным образом организованными	1	1
71	произведение в целом	1	1
72	именно в этом	1	1
73	может быть только	2	1
74	и тем не	1	1
75	и тех же	1	1
76	ту или иную	1	1
77	в процессе своего	1	1
78	на определенные условия	1	1
79	в реальное время	1	1
80	в значительной степени	1	1
81	в жизни своим	1	1
82	в жизни так	1	1
83	ориентации произведение входит	1	1
84	во-первых на слушателей	1	1
85	действительности в процессе	1	1
86	такого человека как	1	1
87	своего реального осуществления	1	1
88	окружающей его действительности	1	1
89	в каждый данный	1	1
90	но при этом	1	1
91	в жизнь и	1	1
92	и только в	1	1
93	действительности в поэзии	1	1
94	в определенное время	1	1
95	слышимое читаемое в	1	1
96	так сказать изнутри	1	1
97	восприятия во-вторых произведение	1	1
98	в связи с	4	1
99	с различными сторонами	1	1
100	лишь тогда когда	2	1
101	соприкасается с различными	1	1
102	том что они	1	1
103	условия исполнения и	1	1
104	и в реальное	1	1
105	он и не	1	1
106	мы все время	1	1
107	для того чтобы	4	1
108	и в том	1	1
109	сторонами окружающей его	1	1
110	слушателей и воспринимающих	1	1
111	а не только	1	1
112	между тем как	1	1
113	и теперь эта	1	1
114	этой точки зрения	1	1
115	без того чтобы	1	1
116	во-вторых произведение ориентировано	1	1
117	пространство и в	1	1
118	художественного произведения в	1	1
119	ориентировано в жизни	1	1
120	как исполняемое слышимое	1	1
121	как и всякое	2	1
122	произведение ориентировано в	1	1
123	но уже в	2	1
124	в реальное пространство	1	1
125	и соприкасается с	1	1
126	реального осуществления как	1	1
127	входит в жизнь	1	1
128	процессе своего реального	1	1
129	не только не	2	1
130	из двух направлений	1	1
131	при этом не	1	1
132	высказывания и его	1	1
133	с этой точки	1	1
134	может и не	1	1
135	жизнь и соприкасается	1	1
136	но отнюдь не	1	1
137	к тому что	2	1
138	в первом направлении	1	1
139	его в ту	1	1
140	на слушателей и	1	1
141	место в этом	1	1
142	в отношении к	1	1
143	в определенном месте	1	1
144	сама по себе	1	1
145	тем не менее	2	1
146	того чтобы стать	1	1
147	осуществления как исполняемое	1	1
148	месте при определенных	1	1
149	слово как таковое	1	1
150	художественное произведение является	1	1
151	и восприятия во-вторых	1	1
