N	4gram	Bakhtin_Pr_4	formyVre
1	в то же время	5	6
2	и в то же	1	4
3	одно и то же	1	3
4	с одной стороны и	1	2
5	дело в том что	1	2
6	в том числе и	3	2
7	как мы уже сказали	2	2
8	до сих пор не	2	1
9	то же время оно	1	1
10	в той или иной	1	1
11	мы имеем в виду	3	1
12	в средние века и	1	1
13	было и не могло	1	1
14	в том что все	1	1
15	и до сих пор	2	1
16	с его специфической логикой	1	1
17	остановимся прежде всего на	1	1
18	одну и ту же	1	1
19	здесь не место для	1	1
20	не было и не	1	1
21	но дело в том	1	1
22	и не могло быть	1	1
23	но в то же	2	1
