N	2gram	Tiupa_Disk_2	KulturaY
1	в том	8	30
2	и в	16	24
3	потому что	4	23
4	том что	10	21
5	что в	5	17
6	в этом	16	14
7	точки зрения	4	14
8	может быть	16	13
9	все же	6	12
10	таким образом	1	12
11	и не	15	12
12	в его	3	12
13	не в	3	11
14	только в	3	11
15	в самом	1	10
16	не только	10	10
17	в силу	1	10
18	вовсе не	1	10
19	самом деле	1	9
20	с точки	2	9
21	о том	4	9
22	того что	1	9
23	отношению к	4	9
24	прежде всего	7	9
25	то что	5	9
26	по отношению	4	8
27	уже не	3	8
28	то же	6	8
29	языка и	1	8
30	в языке	2	8
31	тем что	1	8
32	а не	14	8
33	не может	9	7
34	это не	3	7
35	в них	3	7
36	не менее	7	7
37	в области	2	7
38	так и	9	7
39	в качестве	16	7
40	с другой	5	7
41	как бы	4	7
42	вместе с	2	7
43	мере в	1	6
44	мы имеем	2	6
45	в ней	2	6
46	однако не	1	6
47	в которой	1	6
48	все эти	3	6
49	при этом	17	6
50	в которых	1	6
51	не случайно	1	6
52	что он	2	6
53	в какой	1	6
54	но и	11	6
55	именно в	2	6
56	что же	2	6
57	все это	2	6
58	другой стороны	2	6
59	например в	3	5
60	еще не	6	5
61	xix века	1	5
62	но не	7	5
63	не просто	1	5
64	и с	2	5
65	но уже	2	5
66	так сказать	1	5
67	по крайней	1	5
68	и его	3	5
69	к тому	1	5
70	с ним	1	5
71	и что	1	5
72	между тем	2	5
73	крайней мере	1	5
74	еще и	1	5
75	всяком случае	1	5
76	содержание и	1	5
77	в той	2	5
78	той мере	1	5
79	в результате	2	5
80	этом отношении	4	5
81	а в	2	5
82	речи и	1	5
83	во всяком	1	5
84	того же	2	4
85	переход от	1	4
86	это и	1	4
87	разумеется не	4	4
88	и на	5	4
89	с его	6	4
90	в рамках	7	4
91	как в	8	4
92	в целом	2	4
93	из этих	3	4
94	роль в	4	4
95	в нем	7	4
96	в первую	2	4
97	же касается	2	4
98	того или	1	4
99	в данном	7	4
100	тем не	1	4
101	речи в	2	4
102	тем самым	6	4
103	в таких	1	4
104	на язык	1	4
105	того как	1	4
106	иными словами	1	4
107	к себе	1	4
108	в пределах	4	4
109	не на	2	4
110	внимание на	1	4
111	что и	2	4
112	должен быть	1	4
113	так что	1	4
114	есть в	2	4
115	не есть	1	4
116	из них	3	4
117	со стороны	10	4
118	там где	1	4
119	в частности	12	4
120	слова и	1	4
121	один из	1	4
122	указать на	2	4
123	же в	1	4
124	в этих	3	4
125	и то	4	3
126	в первом	1	3
127	в котором	3	3
128	той же	2	3
129	в сущности	1	3
130	на практике	1	3
131	в противовес	5	3
132	в истории	1	3
133	в своем	5	3
134	хотя и	1	3
135	когда он	1	3
136	в этой	4	3
137	с их	2	3
138	в себе	19	3
139	не имеют	1	3
140	должна быть	2	3
141	состоит в	16	3
142	и может	3	3
143	соответствии с	3	3
144	письменной речи	1	3
145	несмотря на	1	3
146	должно быть	2	3
147	даже в	1	3
148	оно не	1	3
149	здесь не	2	3
150	сводится к	2	3
151	в заглавиях	1	3
152	не с	2	3
153	для этого	1	3
154	и здесь	1	3
155	можно сказать	3	3
156	в одном	4	3
157	не было	3	3
158	в особенности	1	3
159	и даже	1	3
160	или иной	3	3
161	а с	5	3
162	в соответствии	2	3
163	как это	1	3
164	или иного	2	3
165	как на	3	3
166	можно говорить	1	2
167	речь идет	1	2
168	одним из	1	2
169	также и	3	2
170	и есть	1	2
171	по преимуществу	2	2
172	я не	1	2
173	этого термина	1	2
174	не знают	3	2
175	иных случаях	1	2
176	если в	1	2
177	тогда как	11	2
178	идет о	2	2
179	что касается	1	2
180	и как	3	2
181	но в	11	2
182	большей части	2	2
183	же из	1	2
184	роли в	1	2
185	он не	3	2
186	как с	1	2
187	свое время	2	2
188	такова например	1	2
189	но все	1	2
190	в состоянии	1	2
191	лишь в	1	2
192	первую очередь	2	2
193	ни в	7	2
194	этого не	1	2
195	как и	16	2
196	и было	1	2
197	иначе говоря	3	2
198	одного и	3	2
199	и еще	1	2
200	но если	1	2
201	в своей	6	2
202	не столько	3	2
203	вопрос о	1	2
204	втором случае	1	2
205	и более	1	2
