N	3gram	Bakhtin_Pr_3	slovoVRo
1	не может быть	1	15
2	в отличие от	1	12
3	той или иной	1	5
4	в большинстве случаев	4	5
5	по отношению к	1	4
6	на античной почве	1	4
7	в зависимости от	2	4
8	то же время	5	4
9	в то же	5	4
10	в том что	3	4
11	в той или	1	3
12	с точки зрения	2	3
13	в этом отношении	1	3
14	в собственном смысле	2	3
15	но в то	1	3
16	так и в	2	3
17	несколько слов о	3	2
18	прямо сказать что	1	2
19	и наконец в	2	2
20	а также и	3	2
21	более или менее	3	2
22	до сих пор	5	2
23	может быть и	2	2
24	как мы сказали	1	2
25	включает в себя	1	2
26	все это очень	1	2
27	так и для	1	2
28	во всяком случае	1	2
29	и в новое	2	2
30	то есть на	1	2
31	в истории литературы	1	2
32	необходимо еще раз	1	2
33	в новое время	4	2
34	в дальнейшем развитии	2	2
35	в связи с	1	2
36	как мы уже	3	2
37	во всех его	1	2
38	человека и его	3	2
39	и может быть	1	1
40	мироощущение с его	1	1
41	мире а не	1	1
42	важно для понимания	1	1
43	хотя и не	1	1
44	и с другими	1	1
45	нет ни грана	2	1
46	в последующем развитии	2	1
47	и даже не	1	1
48	также и в	1	1
49	в том числе	11	1
50	в средние века	10	1
51	здесь конечно не	1	1
52	он дан в	1	1
53	мы говорили в	1	1
54	и в то	2	1
55	но и в	1	1
56	и в дальнейшем	2	1
57	том числе и	10	1
58	и не может	1	1
59	отношение к слову	1	1
60	жизни и в	1	1
61	как он сам	1	1
62	может быть только	1	1
63	даже и не	2	1
64	их отношение к	1	1
65	чем перейти к	1	1
66	в применении к	1	1
67	в этих романах	1	1
68	на этой почве	1	1
69	нем нет ни	2	1
70	одним из главных	1	1
71	еще раз подчеркнуть	1	1
72	себя целый ряд	1	1
73	условия для ее	1	1
74	в той же	1	1
75	все это и	1	1
76	подчеркиваем еще раз	1	1
77	говорить здесь о	1	1
78	но в нем	1	1
79	все более и	1	1
80	для этой цели	1	1
81	во всех сферах	1	1
82	с большей или	1	1
83	мы уже говорили	2	1
84	так и от	1	1
85	а не в	1	1
86	с другой стороны	1	1
87	дошедшие до нас	1	1
88	в нем есть	1	1
89	только с помощью	1	1
90	хотя и в	1	1
91	прежде чем перейти	1	1
92	тем или иным	1	1
93	все то что	2	1
94	мы видели что	2	1
95	диалогическое отношение к	3	1
96	в широком смысле	1	1
97	но подчеркиваем еще	1	1
98	тем не менее	2	1
99	о том что	2	1
100	мы касаемся здесь	1	1
101	друг к другу	1	1
102	вместе с ним	1	1
103	в нем нет	3	1
104	большей или меньшей	3	1
105	все эти явления	1	1
106	как и в	3	1
107	в себя целый	1	1
108	этого жанра как	2	1
109	xvii и xviii	1	1
110	на протяжении всего	1	1
111	мы можем сказать	1	1
112	с самого начала	3	1
113	более и более	1	1
114	для правильного понимания	2	1
115	средние века и	2	1
116	нужно сказать что	2	1
117	там где она	1	1
118	в его целом	1	1
119	тех или иных	1	1
120	в эпосе но	1	1
121	одно без другого	1	1
122	и в нем	1	1
123	в процессе его	1	1
124	конечно далеко не	1	1
125	здесь в сущности	1	1
126	но здесь в	1	1
127	но и этого	1	1
128	и романные образы	1	1
