N	3gram	Bakhtin_Pr_3	RusskieA
1	в том что	1	18
2	в этом случае	2	6
3	в данном случае	1	6
4	для того чтобы	1	6
5	и т д	2	5
6	вместе с тем	2	4
7	и в других	1	4
8	о том что	2	4
9	мы видели что	1	4
10	в отличие от	2	3
11	не может быть	6	3
12	подобно тому как	2	3
13	но она не	1	2
14	тем не менее	2	2
15	на самом же	1	2
16	самом же деле	1	2
17	а между тем	3	1
18	что каждый из	1	1
19	еще далеко не	2	1
20	с таким же	1	1
21	прежде всего как	1	1
22	потому что в	1	1
23	т е человека	1	1
24	того или другого	2	1
25	в том же	1	1
26	но все это	2	1
27	а может быть	2	1
28	а так как	1	1
29	в этом отношении	1	1
30	то что в	1	1
31	а вместе с	1	1
32	такой же степени	2	1
33	здесь еще не	1	1
34	ту сторону этой	1	1
35	может быть и	1	1
36	может быть не	1	1
37	во всяком случае	5	1
38	смысле этого слова	2	1
39	не входит в	2	1
40	и в этом	2	1
41	в нашу задачу	1	1
42	всяком случае не	1	1
43	в такой же	2	1
44	но может быть	1	1
45	видели что в	1	1
46	с другой стороны	3	1
47	и в том	1	1
48	что и от	1	1
49	мы видели также	1	1
50	все это без	1	1
51	в свою очередь	1	1
52	и все это	3	1
53	можно сказать что	1	1
54	или во всяком	1	1
55	на то что	1	1
56	вопрос о том	1	1
57	на третий день	1	1
58	как мы уже	1	1
59	входит в нашу	1	1
60	по его мнению	1	1
61	как и в	1	1
62	как мы видели	2	1
