N	3gram	Bakhtin_Pr_2	Analitik
1	в том что	1	7
2	по отношению к	5	7
3	с другой стороны	3	5
4	о том что	1	5
5	по крайней мере	1	4
6	как и в	3	4
7	то же время	5	3
8	не только не	1	3
9	той или иной	3	3
10	в то же	5	3
11	к тому же	3	3
12	дело в том	1	2
13	как нам кажется	2	2
14	том что он	2	2
15	с точки зрения	8	2
16	в отличие от	4	2
17	в значительной степени	1	2
18	с одной стороны	1	2
19	сама по себе	4	2
20	тем не менее	2	2
21	во всяком случае	1	2
22	можно сказать что	1	2
23	если бы он	1	1
24	а между тем	1	1
25	в этом мире	1	1
26	я и мир	1	1
27	хотя и не	2	1
28	в той или	3	1
29	к себе самому	3	1
30	уже не может	1	1
31	то есть не	1	1
32	из этих трех	2	1
33	как бы не	1	1
34	на самом деле	1	1
35	в самом деле	4	1
36	в этом смысле	2	1
37	пор совершенно не	2	1
38	как если бы	2	1
39	до сих пор	7	1
40	о своей любви	1	1
41	в романе достоевского	1	1
42	что он ничего	2	1
43	в таком случае	1	1
44	хотя бы и	1	1
45	слово здесь двуголосое	2	1
46	этих трех случаев	1	1
47	что он не	1	1
48	своей любви к	1	1
49	одна из существеннейших	1	1
50	между тем как	1	1
51	о себе самом	3	1
52	с самим собою	5	1
53	на этот вопрос	2	1
54	в эту минуту	3	1
55	что было бы	1	1
56	в художественном мире	1	1
57	лишь в одном	1	1
58	но в таком	1	1
59	сам по себе	5	1
60	оно никогда не	1	1
61	так и в	1	1
62	в равной степени	1	1
63	а не как	1	1
64	так или иначе	1	1
65	в одном слове	4	1
66	по себе еще	2	1
67	в связи с	1	1
68	и ведет себя	1	1
69	как бы в	4	1
70	уст в уста	1	1
71	себя самого все	1	1
72	не менее чем	1	1
73	рассказчика слово здесь	1	1
74	в слове рассказчика	1	1
75	себе еще не	2	1
76	слове рассказчика слово	1	1
77	не может быть	4	1
78	крайней мере не	1	1
79	единственный раз во	1	1
80	само по себе	1	1
81	мы оставляем в	1	1
82	то что не	1	1
83	в одном из	1	1
84	в пределах одной	1	1
85	каждом из этих	1	1
86	они как бы	1	1
87	из уст в	1	1
88	друг от друга	2	1
89	и даже отчасти	1	1
90	в большинстве случаев	8	1
91	в каждом из	1	1
92	в сущности не	1	1
93	оставляем в стороне	1	1
94	человека и его	2	1
95	бы он и	1	1
96	здесь не только	1	1
