N	2gram	Berdyaev_V_1	Myshleni
1	в том	3	24
2	и в	16	23
3	том что	2	21
4	в целом	1	20
5	в этом	4	17
6	того чтобы	2	17
7	то что	9	17
8	не только	2	16
9	так же	1	16
10	того что	5	15
11	для того	1	15
12	как и	4	14
13	может быть	1	14
14	но и	5	14
15	в его	4	14
16	что в	3	14
17	как бы	5	11
18	с другой	1	10
19	прежде всего	2	10
20	и с	1	9
21	между тем	2	9
22	другой стороны	1	9
23	вместе с	1	9
24	и не	20	9
25	то же	1	8
26	в процессе	1	8
27	и на	1	8
28	мы не	2	7
29	вопрос о	1	7
30	в самом	1	7
31	в этой	1	7
32	с тем	2	7
33	и ее	1	7
34	так как	9	7
35	что он	4	7
36	все это	5	6
37	могли бы	1	6
38	лишь в	3	6
39	уже сказано	1	6
40	и тем	1	6
41	с этой	1	6
42	по сравнению	1	6
43	только в	2	6
44	тем что	2	6
45	потому что	4	6
46	сравнению с	1	5
47	бы в	1	5
48	но в	3	5
49	тому что	3	5
50	как мы	1	5
51	и что	3	5
52	так и	4	5
53	что мы	4	5
54	и все	4	5
55	в своих	1	5
56	в котором	4	4
57	в чем	3	4
58	с его	3	4
59	но не	2	4
60	как в	1	4
61	говорит что	1	4
62	все эти	3	4
63	их в	3	4
64	что все	4	4
65	ни в	3	4
66	в своей	3	4
67	не в	3	4
68	к тому	3	4
69	для себя	1	4
70	мы видим	1	4
71	в одном	1	4
72	ее на	1	4
73	а с	2	4
74	этого слова	1	4
75	в результате	1	4
76	хотя бы	3	4
77	к этому	1	4
78	человека и	6	3
79	и то	2	3
80	я не	1	3
81	мы и	2	3
82	в их	1	3
83	в новом	1	3
84	что они	7	3
85	которые не	2	3
86	в своем	1	3
87	все же	1	3
88	в которой	1	3
89	что это	1	3
90	и если	1	3
91	его не	2	3
92	и мы	3	3
93	в которых	1	3
94	она не	1	3
95	и остается	1	3
96	ничего не	1	3
97	во всем	1	3
98	могут быть	2	3
99	что оно	1	3
100	и это	2	3
101	можно было	2	3
102	и который	1	3
103	в новых	1	3
104	уже в	1	3
105	то и	1	3
106	вовсе не	1	3
107	во всех	3	3
108	превращается в	3	3
109	а не	7	3
110	ко всем	1	3
111	если не	3	3
112	и от	1	3
113	хотели бы	1	3
114	значение в	1	3
115	во всяком	2	3
116	речь идет	1	2
117	и до	1	2
118	есть не	1	2
119	вместо того	2	2
120	зависимости от	1	2
121	целое и	1	2
122	в ее	1	2
123	себе и	1	2
124	и нам	1	2
125	и я	4	2
126	хотя и	5	2
127	в противоположность	1	2
128	от этого	3	2
129	бы и	3	2
130	не к	2	2
131	и вот	1	2
132	на этом	1	2
133	но все	1	2
134	в них	3	2
135	с такой	1	2
136	должно быть	3	2
137	в этих	3	2
138	не могли	2	2
139	есть прежде	1	2
140	не имеет	3	2
141	того как	1	2
142	говорить о	4	2
143	никогда не	3	2
144	на него	1	2
145	ничего кроме	1	2
146	о судьбе	1	2
147	в конце	3	2
148	значения и	2	2
149	на нее	1	2
150	не с	2	2
151	вот почему	2	2
152	на составные	1	2
153	от них	1	2
154	вслед за	2	2
155	мы хотим	4	2
156	известном смысле	1	2
157	один из	2	2
158	в двух	1	2
159	уже не	2	2
160	в виде	1	2
161	или даже	1	2
162	в известном	1	2
163	для него	2	2
164	не хотим	1	2
165	на которых	1	2
166	и потому	7	2
167	как это	1	2
168	человека к	1	2
169	его на	1	2
170	о чем	1	2
171	всего в	2	2
172	в словах	1	2
173	в состоянии	1	2
174	которая в	1	2
175	а в	2	2
176	жизни и	3	2
177	ее в	2	2
178	эта новая	1	1
179	и т	2	1
180	и переживаний	1	1
181	по которым	2	1
182	в нашу	1	1
183	он всегда	1	1
184	не имеют	1	1
185	этому пути	2	1
186	ней мы	1	1
187	и новые	2	1
188	в свободном	1	1
189	только это	1	1
190	то это	3	1
191	в виду	1	1
192	же что	1	1
193	избежать этой	1	1
194	в ней	4	1
195	еще не	8	1
196	освобождения от	2	1
197	путь которым	2	1
198	мы будем	1	1
199	и сильных	3	1
200	его системы	1	1
201	которое предлагалось	1	1
202	и будет	3	1
203	не просто	1	1
204	это самое	1	1
205	в истории	8	1
206	что во	3	1
207	оторванное от	1	1
208	это ни	1	1
209	что нет	1	1
210	этих словах	1	1
211	его к	2	1
212	указывали уже	1	1
213	тоже не	1	1
214	им в	1	1
215	его если	1	1
216	в нем	4	1
217	т д	2	1
218	от которого	3	1
219	о которой	1	1
220	перестает быть	1	1
221	решить проблему	2	1
222	чем у	1	1
223	слова которое	1	1
224	будем говорить	1	1
225	тут не	1	1
226	который он	1	1
227	и менее	1	1
228	я переживаю	1	1
229	истину что	1	1
230	в жизни	3	1
231	но мы	2	1
232	жизни от	1	1
233	эта попытка	1	1
234	ведет к	1	1
235	имеет никакой	1	1
