N	2gram	Nazirov_Tv_1	Sovremen
1	не может	4	17
2	может быть	5	12
3	таким образом	5	11
4	в каждом	3	8
5	в этом	6	7
6	и в	21	7
7	каждый раз	1	6
8	как и	12	6
9	и не	7	6
10	и наконец	2	5
11	все эти	1	5
12	что же	1	5
13	прежде всего	4	5
14	в дальнейшем	3	4
15	мы должны	1	4
16	в том	7	4
17	в целом	4	4
18	если мы	1	4
19	из них	2	4
20	же это	1	4
21	так как	3	4
22	не только	7	4
23	с помощью	1	4
24	как бы	17	4
25	вместе с	2	4
26	это не	4	4
27	а в	6	4
28	жизни и	3	4
29	в первом	2	3
30	с самого	3	3
31	то же	13	3
32	но мы	1	3
33	между собой	1	3
34	может не	2	3
35	отнюдь не	5	3
36	все же	5	3
37	еще не	1	3
38	но в	7	3
39	он в	1	3
40	в этой	5	3
41	в себе	2	3
42	уже в	3	3
43	как он	1	3
44	что она	2	3
45	ведь это	1	3
46	в одном	1	3
47	в конце	1	3
48	в нем	3	3
49	при этом	7	3
50	на этой	1	3
51	было бы	1	3
52	а не	5	3
53	не в	2	3
54	все это	10	3
55	самого начала	3	3
56	при таком	1	3
57	одна из	2	3
58	и все	6	3
59	у нас	1	3
60	поэтому мы	1	3
61	и к	1	3
62	отличается от	1	3
63	в области	1	3
64	как известно	1	2
65	свою очередь	1	2
66	и есть	1	2
67	приводит к	2	2
68	роль в	1	2
69	той же	3	2
70	времени и	4	2
71	на этом	1	2
72	и даже	3	2
73	говорить о	1	2
74	№ с	2	2
75	настоящее время	2	2
76	и что	1	2
77	самом деле	2	2
78	в которую	1	2
79	в его	13	2
80	и будет	2	2
81	с этим	1	2
82	в самом	3	2
83	к чему	1	2
84	по мнению	3	2
85	в которой	3	2
86	что это	1	2
87	с одной	1	2
88	со всеми	3	2
89	уже не	3	2
90	то и	1	2
91	так сказать	2	2
92	в виде	3	2
93	на его	3	2
94	тем не	2	2
95	мы знаем	1	2
96	у него	7	2
97	и по	3	2
98	отличие от	2	2
99	но все	1	2
100	то ни	1	2
101	что все	3	2
102	значение в	1	2
103	развития в	1	2
104	а на	1	2
105	на этот	1	2
106	такой же	2	2
107	конце развития	1	2
108	в один	2	2
109	свою собственную	1	2
110	что такое	1	2
111	в отличие	2	2
112	о жизни	1	2
113	не менее	6	2
114	в настоящее	1	2
115	еще более	2	2
116	в новых	2	2
117	теперь же	1	2
118	тот же	2	2
119	в свою	7	2
120	наконец не	1	2
121	такие же	1	2
122	не могут	1	2
123	могут быть	2	2
124	же самое	1	2
125	что в	12	2
126	если же	1	2
127	в таком	1	2
128	а может	1	1
129	и это	1	1
130	он ищет	1	1
131	времени не	1	1
132	человека и	4	1
133	с ее	3	1
134	очень важную	1	1
135	на самом	3	1
136	это и	3	1
137	но тем	1	1
138	отношению к	1	1
139	так в	1	1
140	по преимуществу	2	1
141	нас на	1	1
142	и до	1	1
143	не имеют	4	1
144	в мире	4	1
145	мы уже	1	1
146	их и	1	1
147	из всех	4	1
148	есть не	2	1
149	здесь нет	2	1
150	в социальном	1	1
151	во многом	7	1
152	мы имеем	1	1
153	же как	1	1
154	еще в	2	1
155	что иное	1	1
156	и действительно	1	1
157	построения в	1	1
158	и должно	1	1
159	разобраться в	1	1
160	кто же	2	1
161	того же	2	1
162	о том	6	1
163	в ней	2	1
164	и та	2	1
165	чем отличается	1	1
166	что каждый	1	1
167	одного из	2	1
168	утверждает что	1	1
169	она всегда	1	1
170	он сам	6	1
171	все его	1	1
172	иное как	1	1
173	же время	12	1
174	бы то	1	1
175	точно такие	1	1
176	что его	2	1
177	это означало	2	1
178	его в	1	1
179	с его	11	1
180	во всех	1	1
181	данном случае	2	1
182	совсем не	1	1
183	но не	3	1
184	к этому	2	1
185	вся эта	1	1
186	уже чисто	1	1
187	друг на	1	1
188	при исследовании	1	1
189	если в	2	1
190	в конечном	4	1
191	конечном счете	4	1
192	по отношению	1	1
193	развития каждый	1	1
194	во всей	2	1
195	крайней мере	2	1
196	с поразительной	1	1
197	вообще и	1	1
198	мы снова	1	1
199	в ту	3	1
200	все время	1	1
