N	3gram	Tiupa_Narr_1	Istorich
1	и т д	1	18
2	в этих случаях	1	8
3	до сих пор	2	6
4	точно так же	1	6
5	в том что	5	5
6	но все же	1	4
7	не только в	6	4
8	в связи с	2	4
9	по отношению к	3	3
10	подобно тому как	3	3
11	с одной стороны	1	3
12	мы уже знаем	1	3
13	что иное как	1	2
14	мере того как	1	2
15	на самом деле	1	2
16	по мере того	1	2
17	но и в	2	2
18	с другой стороны	1	2
19	не может быть	4	2
20	что это за	1	2
21	о том что	2	2
22	на то что	2	2
23	к тому же	5	2
24	бросается в глаза	1	1
25	это могло бы	1	1
26	дело не только	1	1
27	друг от друга	1	1
28	и не только	1	1
29	в зависимости от	2	1
30	сам по себе	1	1
31	в отличие от	2	1
32	и не мог	1	1
33	не говорится но	1	1
34	есть на самом	1	1
35	об этом не	1	1
36	может быть вполне	1	1
37	не то что	1	1
38	к нему в	1	1
39	в нее входит	1	1
40	так как это	1	1
41	и то же	2	1
42	как один из	1	1
43	тем не менее	3	1
44	в следующей главе	1	1
45	в этой связи	1	1
46	как мы увидим	1	1
47	из них не	1	1
48	при всей своей	1	1
49	по себе а	1	1
50	мы не можем	1	1
51	связи с этим	1	1
52	к этому времени	1	1
53	видит не только	1	1
54	что у него	1	1
55	не только на	2	1
56	из этих двух	2	1
57	друг с другом	1	1
58	того что происходит	1	1
59	на другой день	3	1
60	но еще не	1	1
